"Community","TF","enrichment_score","NES_MN","NES_RGC","n_targets","pct_community","method","specificity","label"
5,"Runx3",1.83509782438372,1.70416862526985,1.9660270234976,8,30.7692307692308,"fgsea",9.19540229885057,"C5: positive regulation of innate immune response"
5,"Runx1",1.57336002603637,1.49883479294308,1.64788525912966,4,15.3846153846154,"fgsea",10,"C5: positive regulation of innate immune response"
5,"Smad3",1.43729286257374,1.34264953307559,1.53193619207189,3,11.5384615384615,"fgsea",6.25,"C5: positive regulation of innate immune response"
5,"Myf6",1.33350347213611,1.26445996441645,1.40254697985578,2,7.69230769230769,"fgsea",8,"C5: positive regulation of innate immune response"
5,"Tfeb",1.33350347213611,1.26445996441645,1.40254697985578,2,7.69230769230769,"fgsea",8,"C5: positive regulation of innate immune response"
5,"Mxd4",1.33350347213611,1.26445996441645,1.40254697985578,2,7.69230769230769,"fgsea",8,"C5: positive regulation of innate immune response"
5,"Stat2",1.42611613350863,1.43756241357432,1.41466985344295,2,7.69230769230769,"fgsea",2.02020202020202,"C5: positive regulation of innate immune response"
5,"Stat3",1.42611613350863,1.43756241357432,1.41466985344295,2,7.69230769230769,"fgsea",4.8780487804878,"C5: positive regulation of innate immune response"
5,"Irf9",5.55867188688579,2.22407078482266,8.89327298894892,1,3.84615384615385,"fallback",1.08695652173913,"C5: positive regulation of innate immune response"
5,"Irf8",5.55867188688579,2.22407078482266,8.89327298894892,1,3.84615384615385,"fallback",1.0752688172043,"C5: positive regulation of innate immune response"
6,"Pura",1.72823899096741,1.58139503787518,1.87508294405965,6,60,"fgsea",4.13793103448276,"C6: T cell differentiation"
6,"Yy1",1.81146005585576,1.67250416427253,1.95041594743898,7,70,"fgsea",5,"C6: T cell differentiation"
6,"Nfatc3",1.81146005585576,1.67250416427253,1.95041594743898,7,70,"fgsea",4.72972972972973,"C6: T cell differentiation"
6,"Tbp",1.81146005585576,1.67250416427253,1.95041594743898,7,70,"fgsea",6.36363636363636,"C6: T cell differentiation"
6,"Rela",1.75747413358742,1.63986532311518,1.87508294405965,6,60,"fgsea",5,"C6: T cell differentiation"
6,"Bcl3",1.75747413358742,1.63986532311518,1.87508294405965,6,60,"fgsea",5.35714285714286,"C6: T cell differentiation"
6,"Ap3b1",1.75747413358742,1.63986532311518,1.87508294405965,6,60,"fgsea",5.45454545454545,"C6: T cell differentiation"
6,"Stat6",1.87558185923604,1.73363829549429,2.01752542297779,8,80,"fgsea",7.61904761904762,"C6: T cell differentiation"
6,"Ehf",1.81146005585576,1.67250416427253,1.95041594743898,7,70,"fgsea",5.93220338983051,"C6: T cell differentiation"
6,"Ets1",1.87558185923604,1.73363829549429,2.01752542297779,8,80,"fgsea",5.71428571428571,"C6: T cell differentiation"
6,"Gata1",1.65326463882312,1.51589030195111,1.79063897569513,5,50,"fgsea",4.27350427350427,"C6: T cell differentiation"
6,"Ltf",1.64131025619994,1.56122658876067,1.72139392363921,4,40,"fgsea",4.44444444444444,"C6: T cell differentiation"
6,"Irf1",1.67526913629605,1.55989929689697,1.79063897569513,5,50,"fgsea",4.23728813559322,"C6: T cell differentiation"
6,"E2f6",1.81106624496398,1.67171654248898,1.95041594743898,7,70,"fgsea",6.54205607476635,"C6: T cell differentiation"
6,"Irf2",1.57575144451467,1.43851753065928,1.71298535837006,4,40,"fgsea",4.44444444444444,"C6: T cell differentiation"
6,"Irf7",1.57575144451467,1.43851753065928,1.71298535837006,4,40,"fgsea",4.44444444444444,"C6: T cell differentiation"
6,"Irf5",1.57575144451467,1.43851753065928,1.71298535837006,4,40,"fgsea",4.44444444444444,"C6: T cell differentiation"
6,"Irf8",1.57575144451467,1.43851753065928,1.71298535837006,4,40,"fgsea",4.3010752688172,"C6: T cell differentiation"
6,"Irf9",1.47758299705167,1.37867104345607,1.57649495064728,3,30,"fgsea",3.26086956521739,"C6: T cell differentiation"
6,"Stat1",1.87558185923604,1.73363829549429,2.01752542297779,8,80,"fgsea",6.34920634920635,"C6: T cell differentiation"
6,"Stat2",1.87558185923604,1.73363829549429,2.01752542297779,8,80,"fgsea",8.08080808080808,"C6: T cell differentiation"
6,"Fli1",1.87558185923604,1.73363829549429,2.01752542297779,8,80,"fgsea",5.92592592592593,"C6: T cell differentiation"
6,"Elf4",1.81146005585576,1.67250416427253,1.95041594743898,7,70,"fgsea",5.6,"C6: T cell differentiation"
6,"Ets2",1.87558185923604,1.73363829549429,2.01752542297779,8,80,"fgsea",5.79710144927536,"C6: T cell differentiation"
6,"Bptf",1.81106624496398,1.67171654248898,1.95041594743898,7,70,"fgsea",5.98290598290598,"C6: T cell differentiation"
6,"Stat3",1.87558185923604,1.73363829549429,2.01752542297779,8,80,"fgsea",19.5121951219512,"C6: T cell differentiation"
6,"Runx2",1.74646791486104,1.61785288566244,1.87508294405965,6,60,"fgsea",6.31578947368421,"C6: T cell differentiation"
6,"Nr3c1",1.47758299705167,1.37867104345607,1.57649495064728,3,30,"fgsea",3.84615384615385,"C6: T cell differentiation"
6,"Runx3",1.74646791486104,1.61785288566244,1.87508294405965,6,60,"fgsea",6.89655172413793,"C6: T cell differentiation"
6,"Runx1",4.38532286650727,6.67689476196314,2.09375097105141,1,10,"fallback",2.5,"C6: T cell differentiation"
6,"3830417A13Rik",3.85651990578837,5.09227199633024,2.6207678152465,1,10,"fallback",7.14285714285714,"C6: T cell differentiation"
6,"Mtor",4.61208766044753,7.59958084113622,1.62459447975885,1,10,"fallback",5.55555555555556,"C6: T cell differentiation"
7,"Pura",2.17543322429291,1.88893273606495,2.46193371252086,17,68,"fgsea",11.7241379310345,"C7: synapse pruning"
7,"Yy1",2.15242137176383,1.86075427729798,2.44408846622968,16,64,"fgsea",11.4285714285714,"C7: synapse pruning"
7,"Nfatc3",2.23902134807579,1.9245929593961,2.55344973675548,19,76,"fgsea",12.8378378378378,"C7: synapse pruning"
7,"Tbp",2.07596897986411,1.82245536226605,2.32948259746218,14,56,"fgsea",12.7272727272727,"C7: synapse pruning"
7,"Rela",2.09701034468983,1.86453809191749,2.32948259746218,14,56,"fgsea",11.6666666666667,"C7: synapse pruning"
7,"Bcl3",2.07201636765958,1.84995043267898,2.29408230264018,13,52,"fgsea",11.6071428571429,"C7: synapse pruning"
7,"Ap3b1",2.05277688963296,1.84139738719025,2.26415639207567,12,48,"fgsea",10.9090909090909,"C7: synapse pruning"
7,"Stat6",2.07201636765958,1.84995043267898,2.29408230264018,13,52,"fgsea",12.3809523809524,"C7: synapse pruning"
7,"Ehf",2.19480803001645,1.89036449053259,2.49925156950031,18,72,"fgsea",15.2542372881356,"C7: synapse pruning"
7,"Ets1",2.19480803001645,1.89036449053259,2.49925156950031,18,72,"fgsea",12.8571428571429,"C7: synapse pruning"
7,"Gata1",2.11017632985359,1.85278018453026,2.36757247517692,15,60,"fgsea",12.8205128205128,"C7: synapse pruning"
7,"Ltf",2.03657224637829,1.80898810068091,2.26415639207567,12,48,"fgsea",13.3333333333333,"C7: synapse pruning"
7,"Irf1",1.99582961708794,1.78230691227931,2.20935232189658,11,44,"fgsea",9.32203389830508,"C7: synapse pruning"
7,"E2f6",2.03252006451108,1.80088373694648,2.26415639207567,12,48,"fgsea",11.214953271028,"C7: synapse pruning"
7,"Irf9",1.58613017124215,1.46592395979994,1.70633638268436,4,16,"fgsea",4.34782608695652,"C7: synapse pruning"
7,"Stat1",2.05605411876595,1.84795184545622,2.26415639207567,12,48,"fgsea",9.52380952380952,"C7: synapse pruning"
7,"Irf8",1.65308945413232,1.50594497347324,1.8002339347914,5,20,"fgsea",5.37634408602151,"C7: synapse pruning"
7,"Irf7",1.58613017124215,1.46592395979994,1.70633638268436,4,16,"fgsea",4.44444444444444,"C7: synapse pruning"
7,"Irf5",1.58613017124215,1.46592395979994,1.70633638268436,4,16,"fgsea",4.44444444444444,"C7: synapse pruning"
7,"Irf2",1.58613017124215,1.46592395979994,1.70633638268436,4,16,"fgsea",4.44444444444444,"C7: synapse pruning"
7,"Fli1",2.19480803001645,1.89036449053259,2.49925156950031,18,72,"fgsea",13.3333333333333,"C7: synapse pruning"
7,"Elf4",2.19480803001645,1.89036449053259,2.49925156950031,18,72,"fgsea",14.4,"C7: synapse pruning"
7,"Ets2",2.19480803001645,1.89036449053259,2.49925156950031,18,72,"fgsea",13.0434782608696,"C7: synapse pruning"
7,"Bptf",2.11370064672425,1.85982881827158,2.36757247517692,15,60,"fgsea",12.8205128205128,"C7: synapse pruning"
7,"Stat2",1.76600070312384,1.58502248514972,1.94697892109795,7,28,"fgsea",7.07070707070707,"C7: synapse pruning"
7,"Runx2",2.03586889866802,1.77765549469586,2.29408230264018,13,52,"fgsea",13.6842105263158,"C7: synapse pruning"
7,"Nr3c1",1.96554667187976,1.72174102186295,2.20935232189658,11,44,"fgsea",14.1025641025641,"C7: synapse pruning"
7,"Runx3",2.00801367503873,1.75187095800179,2.26415639207567,12,48,"fgsea",13.7931034482759,"C7: synapse pruning"
7,"Nr1h3",2.25087841501052,1.94091780135657,2.56083902866446,20,80,"fgsea",40,"C7: synapse pruning"
7,"Nr1h2",2.25087841501052,1.94091780135657,2.56083902866446,20,80,"fgsea",40,"C7: synapse pruning"
7,"Thra",2.25087841501052,1.94091780135657,2.56083902866446,20,80,"fgsea",39.2156862745098,"C7: synapse pruning"
7,"Jun",2.25087841501052,1.94091780135657,2.56083902866446,20,80,"fgsea",40,"C7: synapse pruning"
7,"Stat3",1.60449162647242,1.51146999694359,1.69751325600124,4,16,"fgsea",9.75609756097561,"C7: synapse pruning"
7,"Runx1",1.72097487713793,1.57016010512511,1.87178964915074,6,24,"fgsea",15,"C7: synapse pruning"
7,"Smad3",1.80002590430956,1.64402968987825,1.95602211874087,7,28,"fgsea",14.5833333333333,"C7: synapse pruning"
7,"3830417A13Rik",7.43774355972486,12.8951817499468,1.98030536950287,1,4,"fallback",7.14285714285714,"C7: synapse pruning"
7,"Mtor",3.73578697107138,5.9218277229462,1.54974621919657,1,4,"fallback",5.55555555555556,"C7: synapse pruning"
8,"Pura",1.94379808366326,1.79219018537962,2.09540598194691,10,71.4285714285714,"fgsea",6.89655172413793,"C8: myeloid leukocyte activation"
8,"Yy1",1.98619132371182,1.82909364086256,2.14328900656109,11,78.5714285714286,"fgsea",7.85714285714286,"C8: myeloid leukocyte activation"
8,"Nfatc3",1.98619132371182,1.82909364086256,2.14328900656109,11,78.5714285714286,"fgsea",7.43243243243243,"C8: myeloid leukocyte activation"
8,"Tbp",1.90128566023459,1.76201325799131,2.04055806247787,9,64.2857142857143,"fgsea",8.18181818181818,"C8: myeloid leukocyte activation"
8,"Rela",1.94379808366326,1.79219018537962,2.09540598194691,10,71.4285714285714,"fgsea",8.33333333333333,"C8: myeloid leukocyte activation"
8,"Bcl3",1.90128566023459,1.76201325799131,2.04055806247787,9,64.2857142857143,"fgsea",8.03571428571429,"C8: myeloid leukocyte activation"
8,"Ap3b1",1.94379808366326,1.79219018537962,2.09540598194691,10,71.4285714285714,"fgsea",9.09090909090909,"C8: myeloid leukocyte activation"
8,"Stat6",1.90128566023459,1.76201325799131,2.04055806247787,9,64.2857142857143,"fgsea",8.57142857142857,"C8: myeloid leukocyte activation"
8,"Ehf",1.90128566023459,1.76201325799131,2.04055806247787,9,64.2857142857143,"fgsea",7.6271186440678,"C8: myeloid leukocyte activation"
8,"Ets1",1.98619132371182,1.82909364086256,2.14328900656109,11,78.5714285714286,"fgsea",7.85714285714286,"C8: myeloid leukocyte activation"
8,"Gata1",1.94379808366326,1.79219018537962,2.09540598194691,10,71.4285714285714,"fgsea",8.54700854700855,"C8: myeloid leukocyte activation"
8,"Ltf",1.84872537356508,1.7267911765581,1.97065957057205,8,57.1428571428571,"fgsea",8.88888888888889,"C8: myeloid leukocyte activation"
8,"Irf1",1.90128566023459,1.76201325799131,2.04055806247787,9,64.2857142857143,"fgsea",7.6271186440678,"C8: myeloid leukocyte activation"
8,"E2f6",1.90128566023459,1.76201325799131,2.04055806247787,9,64.2857142857143,"fgsea",8.41121495327103,"C8: myeloid leukocyte activation"
8,"Irf2",1.84872537356508,1.7267911765581,1.97065957057205,8,57.1428571428571,"fgsea",8.88888888888889,"C8: myeloid leukocyte activation"
8,"Irf7",1.84872537356508,1.7267911765581,1.97065957057205,8,57.1428571428571,"fgsea",8.88888888888889,"C8: myeloid leukocyte activation"
8,"Irf5",1.84872537356508,1.7267911765581,1.97065957057205,8,57.1428571428571,"fgsea",8.88888888888889,"C8: myeloid leukocyte activation"
8,"Irf8",1.84872537356508,1.7267911765581,1.97065957057205,8,57.1428571428571,"fgsea",8.60215053763441,"C8: myeloid leukocyte activation"
8,"Irf9",1.84872537356508,1.7267911765581,1.97065957057205,8,57.1428571428571,"fgsea",8.69565217391304,"C8: myeloid leukocyte activation"
8,"Stat1",1.98619132371182,1.82909364086256,2.14328900656109,11,78.5714285714286,"fgsea",8.73015873015873,"C8: myeloid leukocyte activation"
8,"Stat2",1.84872537356508,1.7267911765581,1.97065957057205,8,57.1428571428571,"fgsea",8.08080808080808,"C8: myeloid leukocyte activation"
8,"Fli1",1.94379808366326,1.79219018537962,2.09540598194691,10,71.4285714285714,"fgsea",7.40740740740741,"C8: myeloid leukocyte activation"
8,"Elf4",1.94379808366326,1.79219018537962,2.09540598194691,10,71.4285714285714,"fgsea",8,"C8: myeloid leukocyte activation"
8,"Ets2",1.94379808366326,1.79219018537962,2.09540598194691,10,71.4285714285714,"fgsea",7.2463768115942,"C8: myeloid leukocyte activation"
8,"Bptf",1.94379808366326,1.79219018537962,2.09540598194691,10,71.4285714285714,"fgsea",8.54700854700855,"C8: myeloid leukocyte activation"
8,"Runx2",1.84872537356508,1.7267911765581,1.97065957057205,8,57.1428571428571,"fgsea",8.42105263157895,"C8: myeloid leukocyte activation"
8,"Nr3c1",1.84872537356508,1.7267911765581,1.97065957057205,8,57.1428571428571,"fgsea",10.2564102564103,"C8: myeloid leukocyte activation"
8,"Runx3",1.84872537356508,1.7267911765581,1.97065957057205,8,57.1428571428571,"fgsea",9.19540229885057,"C8: myeloid leukocyte activation"
8,"Nr1h3",1.52261385942436,1.46833573741072,1.57689198143799,3,21.4285714285714,"fgsea",6,"C8: myeloid leukocyte activation"
8,"Nr1h2",1.52261385942436,1.46833573741072,1.57689198143799,3,21.4285714285714,"fgsea",6,"C8: myeloid leukocyte activation"
8,"Thra",1.52261385942436,1.46833573741072,1.57689198143799,3,21.4285714285714,"fgsea",5.88235294117647,"C8: myeloid leukocyte activation"
8,"Jun",1.52261385942436,1.46833573741072,1.57689198143799,3,21.4285714285714,"fgsea",6,"C8: myeloid leukocyte activation"
8,"Runx1",1.75536647575846,1.67728685280619,1.83344609871074,6,42.8571428571429,"fgsea",15,"C8: myeloid leukocyte activation"
8,"Mtor",1.51530614548674,1.44125372653318,1.58935856444029,3,21.4285714285714,"fgsea",16.6666666666667,"C8: myeloid leukocyte activation"
8,"Smad3",1.39472044813691,1.35139824398629,1.43804265228753,2,14.2857142857143,"fgsea",4.16666666666667,"C8: myeloid leukocyte activation"
8,"Cebpb",1.94379808366326,1.79219018537962,2.09540598194691,10,71.4285714285714,"fgsea",47.6190476190476,"C8: myeloid leukocyte activation"
8,"Cebpd",1.94379808366326,1.79219018537962,2.09540598194691,10,71.4285714285714,"fgsea",47.6190476190476,"C8: myeloid leukocyte activation"
8,"Cebpa",1.94379808366326,1.79219018537962,2.09540598194691,10,71.4285714285714,"fgsea",47.6190476190476,"C8: myeloid leukocyte activation"
8,"Stat3",2.37689262468878,3.43108509368018,1.32270015569738,1,7.14285714285714,"fallback",2.4390243902439,"C8: myeloid leukocyte activation"
8,"Nlk",2.66947317189991,2.35869247460166,2.98025386919815,1,7.14285714285714,"fallback",9.09090909090909,"C8: myeloid leukocyte activation"
8,"Myf6",1.91420900716431,2.34113955673801,1.48727845759061,1,7.14285714285714,"fallback",4,"C8: myeloid leukocyte activation"
8,"Tfeb",1.91420900716431,2.34113955673801,1.48727845759061,1,7.14285714285714,"fallback",4,"C8: myeloid leukocyte activation"
