"human_ensembl","rank","human_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","subtype"
"ENSG00000133313","Rank 2","CNDP2",3.48671476658903,0.804452939188905,0.47953911249668,1.67755438133209,0.0934341247679418,0.9616424639948,"CNDP2","IN-SST"
"ENSG00000133313","Rank 2","CNDP2",19.819899576547,0.5638165383719,0.266391180646329,2.11649851546866,0.0343024313309071,0.421823070545412,"CNDP2","EN-L5-6"
"ENSG00000133313","Rank 2","CNDP2",41.2128354456198,0.571809723867166,0.257856160315082,2.21755308528776,0.0265853197125779,0.230234254875897,"CNDP2","EN-L2-3"
"ENSG00000135916","Rank 2","ITM2C",83.0835926322373,0.290929162002444,0.437969820333752,0.66426760131724,0.506519053282592,0.781988995018239,"ITM2C","EN-L4"
"ENSG00000135916","Rank 2","ITM2C",26.3034362073223,0.420654253022194,0.424311393430779,0.991380998801341,0.321499574892487,0.935826615466724,"ITM2C","IN-PVALB"
"ENSG00000135916","Rank 2","ITM2C",82.3971040357746,-0.555030222315614,0.226165018978204,-2.45409402755208,0.0141240044662438,0.269661665103411,"ITM2C","EN-PYR"
"ENSG00000135916","Rank 2","ITM2C",10.7593937387465,0.621442493953987,0.368818098429864,1.68495661302848,0.0919969426562702,0.627547917354509,"ITM2C","EN-MIX"
"ENSG00000135916","Rank 2","ITM2C",27.4455496136599,0.386572094946205,0.349770117295734,1.10521761531547,0.269065305760347,0.707256705139688,"ITM2C","IN-VIP"
"ENSG00000135916","Rank 2","ITM2C",37.2655394603633,0.6920967971957,0.516639036471343,1.33961382771758,0.180370925928626,0.901532558988637,"ITM2C","IN-SV2C"
"ENSG00000135916","Rank 2","ITM2C",152.872111983242,0.350562047330758,0.41337847911311,0.848041359295911,0.396414937539834,0.711508630147303,"ITM2C","EN-L2-3"
"ENSG00000135916","Rank 2","ITM2C",67.4406523384964,0.0696480275002579,0.392011672171145,0.177668249301135,0.858983521871987,0.971179487277014,"ITM2C","EN-L5-6"
"ENSG00000135916","Rank 2","ITM2C",11.5041567424424,0.0601383544472702,0.39694674777444,0.151502323131372,0.879579478397407,0.988454055943406,"ITM2C","IN-SST"
"ENSG00000137841","Rank 1","PLCB2",4.82131512398733,0.591061143464912,0.464934683140038,1.2712778050307,0.203629835433403,0.698877610872549,"PLCB2","EN-L5-6"
"ENSG00000137841","Rank 1","PLCB2",10.2645926697974,0.27132265154816,0.344710952792549,0.787101916403118,0.43122220764152,NA,"PLCB2","EN-L2-3"
"ENSG00000137841","Rank 1","PLCB2",2.66699796748806,0.347753880216708,0.673862009452151,0.516060966991494,0.605811828671687,NA,"PLCB2","EN-L4"
"ENSG00000139644","Rank 1","TMBIM6",30.1237702561261,0.0217801378331156,0.185556939476737,0.117377112893405,0.906561219953445,0.981830823767565,"TMBIM6","EN-MIX"
"ENSG00000139644","Rank 1","TMBIM6",80.9371522479877,0.189097612913022,0.152118530771108,1.24309386867242,0.213833244923023,0.660527992397895,"TMBIM6","IN-VIP"
"ENSG00000139644","Rank 1","TMBIM6",144.488612819203,0.040001212680156,0.158435203119499,0.25247679740711,0.800672546297333,0.956765199466056,"TMBIM6","EN-L5-6"
"ENSG00000139644","Rank 1","TMBIM6",28.9471493926998,0.335296242939262,0.213789885665854,1.56834474135656,0.116800699648639,0.871339274559996,"TMBIM6","IN-SV2C"
"ENSG00000139644","Rank 1","TMBIM6",23.5585323152984,0.0656296711766149,0.232434412001663,0.282357808430472,0.777669163251868,0.988379435050144,"TMBIM6","IN-SST"
"ENSG00000139644","Rank 1","TMBIM6",52.7756261472219,0.169937076475238,0.256179214945222,0.663352319631298,0.50710493543685,0.957458849454707,"TMBIM6","IN-PVALB"
"ENSG00000139644","Rank 1","TMBIM6",82.5707945700336,-0.141665726371052,0.19824246194962,-0.71460838902946,0.474851059572832,0.843190001836244,"TMBIM6","EN-PYR"
"ENSG00000139644","Rank 1","TMBIM6",316.921183481437,0.0985031288326071,0.09967906263104,0.988202800393644,0.323053336965945,0.658784920529415,"TMBIM6","EN-L2-3"
"ENSG00000139644","Rank 1","TMBIM6",186.36898438781,0.0738562061270547,0.16180243924658,0.456459163847962,0.648059829555311,0.862658095503008,"TMBIM6","EN-L4"
"ENSG00000141968","Rank 1","VAV1",18.0815799989379,0.0335383616712828,0.287021383799513,0.116849696797189,0.90697916111238,0.969307967667119,"VAV1","EN-L2-3"
"ENSG00000141968","Rank 1","VAV1",3.08266561699583,0.0789282154382709,0.484008578875343,0.163071934843946,0.870461796732703,0.989617969461001,"VAV1","IN-PVALB"
"ENSG00000141968","Rank 1","VAV1",7.34478433796888,-0.120432057332625,0.360900125500255,-0.33369912843807,0.738606607326454,0.944304469639283,"VAV1","EN-L5-6"
"ENSG00000141968","Rank 1","VAV1",3.26003339158505,1.00773024171909,0.511459118013878,1.97030457807138,0.0488034740762819,NA,"VAV1","IN-VIP"
"ENSG00000141968","Rank 1","VAV1",8.76251197195166,-0.201107123083772,0.358875460242283,-0.560381372824992,0.575219334288609,NA,"VAV1","EN-L4"
"ENSG00000142347","Rank 2","MYO1F",11.1230883714679,-0.0579304103095665,0.345079375954258,-0.1678756087621,0.86668113917187,NA,"MYO1F","EN-L4"
"ENSG00000142347","Rank 2","MYO1F",26.7476871322932,-0.0158149496016794,0.233040728331781,-0.0678634576663507,0.9458943282202,0.980762024706001,"MYO1F","EN-L2-3"
"ENSG00000142347","Rank 2","MYO1F",16.0018437724095,-0.252662146000901,0.279900101436782,-0.902686868293142,0.366692107820708,0.811213316052816,"MYO1F","EN-L5-6"
"ENSG00000142347","Rank 2","MYO1F",3.76234976267382,0.459054358083929,0.418507038588841,1.09688563334994,0.272691389769735,NA,"MYO1F","IN-VIP"
"ENSG00000142657","Rank 1","PGD",5.07304617061233,0.0988496704911697,0.446128900638612,0.221571994886839,0.824647085449723,0.986872624237351,"PGD","IN-SV2C"
"ENSG00000142657","Rank 1","PGD",3.12141790682244,-0.29248434731153,0.485550641189861,-0.602376606062729,0.546923478512832,0.982799134656248,"PGD","IN-SST"
"ENSG00000142657","Rank 1","PGD",17.3601600157909,0.0359667287128207,0.216703878082791,0.165971781543659,0.868179157209513,0.97315149602342,"PGD","EN-L5-6"
"ENSG00000142657","Rank 1","PGD",3.09959443602094,0.662495286700664,0.625947361036206,1.05838817756809,0.289878507096368,NA,"PGD","EN-MIX"
"ENSG00000142657","Rank 1","PGD",13.9274375058598,0.359021278100175,0.268117314923885,1.33904547791737,0.180555868208034,0.903105985445328,"PGD","IN-PVALB"
"ENSG00000142657","Rank 1","PGD",31.9605216454058,-0.0152824432075797,0.175377680422102,-0.0871401832365305,0.930560085244807,0.976773332873296,"PGD","EN-L2-3"
"ENSG00000142657","Rank 1","PGD",11.6905640105477,0.136286971483917,0.393101445527493,0.346696693778463,0.728819194329737,0.941959318615021,"PGD","EN-PYR"
"ENSG00000142657","Rank 1","PGD",10.1592438059434,0.434672701859928,0.279451242232148,1.55545095590892,0.119838706383906,NA,"PGD","IN-VIP"
"ENSG00000142657","Rank 1","PGD",21.875745633593,0.229265898375258,0.234732105173233,0.976712998871881,0.328711257972917,0.665465628005784,"PGD","EN-L4"
"ENSG00000154237","Rank 2","LRRK1",206.145573461078,-0.193852936387987,0.224722302487878,-0.862633277791569,0.388339127733713,0.710650188230734,"LRRK1","EN-L4"
"ENSG00000154237","Rank 2","LRRK1",6.19077216718993,0.749674271967486,0.514475888109113,1.45716114067622,0.145071904451061,NA,"LRRK1","EN-PYR"
"ENSG00000154237","Rank 2","LRRK1",53.5396380074708,-0.0221652418967016,0.362584401474175,-0.0611312615947721,0.95125467254805,0.991401919004266,"LRRK1","EN-L5-6"
"ENSG00000154237","Rank 2","LRRK1",14.7052851006968,0.252323532694284,0.243280972376624,1.03716920492928,0.299657007183302,0.801622247620041,"LRRK1","EN-MIX"
"ENSG00000154237","Rank 2","LRRK1",208.385496785664,-0.685907584673974,0.225800456540512,-3.03767138110684,0.0023841379167594,0.0739946371868751,"LRRK1","EN-L2-3"
"ENSG00000154237","Rank 2","LRRK1",7.27415325136865,-0.200735119834252,0.358915240139918,-0.559282798233919,0.57596873319198,NA,"LRRK1","IN-VIP"
"ENSG00000154237","Rank 2","LRRK1",11.0818611218208,0.587108527189657,0.373213902583583,1.57311537197672,0.115692106159583,0.892447141127889,"LRRK1","IN-PVALB"
"ENSG00000157064","Rank 1","NMNAT2",331.844119282428,-0.110541991543562,0.126814175424377,-0.871684818937945,0.383380344332346,0.707795917074412,"NMNAT2","EN-L4"
"ENSG00000157064","Rank 1","NMNAT2",349.297379706669,-0.0126379628432371,0.106265506139781,-0.118928176247646,0.905332258758593,0.981619087748383,"NMNAT2","EN-L5-6"
"ENSG00000157064","Rank 1","NMNAT2",690.467985256074,-0.0135805570537082,0.128806608678336,-0.105433697797467,0.916031678092087,0.972462200993892,"NMNAT2","EN-L2-3"
"ENSG00000157064","Rank 1","NMNAT2",229.562307111179,0.0159212642491987,0.121043432722395,0.131533482578216,0.895353301388199,0.9744031921898,"NMNAT2","IN-VIP"
"ENSG00000157064","Rank 1","NMNAT2",48.0755795542001,0.149397992777603,0.167252073115082,0.893250469157449,0.371723056264477,0.970352407615332,"NMNAT2","IN-SST"
"ENSG00000157064","Rank 1","NMNAT2",65.8193613345049,0.0531650087721145,0.184381541484719,0.288342359782911,0.773084684950148,0.948677825534455,"NMNAT2","EN-PYR"
"ENSG00000157064","Rank 1","NMNAT2",58.7123722633737,0.118466821470911,0.191829853466215,0.617561966139828,0.536864122379596,0.887585264782501,"NMNAT2","EN-MIX"
"ENSG00000157064","Rank 1","NMNAT2",81.1965168049583,0.0919362861924126,0.161744575121031,0.568404140439443,0.569760579629485,0.958277704498322,"NMNAT2","IN-SV2C"
"ENSG00000157064","Rank 1","NMNAT2",186.96417337532,-0.185681566160214,0.108222154118324,-1.71574450419088,0.0862088154099522,0.864125651835088,"NMNAT2","IN-PVALB"
