name	Regulatory function	ensembl_id	baseMean_MN	log2FoldChange_MN	lfcSE_MN	stat_MN	pvalue_MN	padj_MN	baseMean_RGC	log2FoldChange_RGC	lfcSE_RGC	stat_RGC	pvalue_RGC	padj_RGC	is_sig_RGC	is_sig_MN	Specificity	EAE_Combined_Score	symbol	InDegree	OutDegree	BetweennessCentrality	ClosenessCentrality
Pura	Regulator	ENSMUSG00000043991	1897.82120738191	0.633434241981989	0.323117523393592	1.96038343983715	0.0499509899619597	0.19021106957257	1153.32631144788	-0.133625757773837	0.0874601742762506	-1.52784691866458	0.126550549997922	0.831814476596215	FALSE	TRUE	MN_Only	0.633434241981989	NA	0	15	0	0.0666666666666667
Yy1	Regulator	ENSMUSG00000021264	110.209281604598	-2.06599503017626	0.779509184572436	-2.65037932979516	0.0080401442886308	0.0562848773336858	385.899699256612	-0.0276781544738901	0.088375495533389	-0.313188110650345	0.754137750721292	0.99341254485783	FALSE	TRUE	MN_Only	-2.06599503017626	NA	0	16	0	0.0625
Nfatc3	Regulator	ENSMUSG00000031902	102.441267442713	-1.69731721139441	0.804528218784189	-2.1097050069411	0.0348837729630558	0.15085105878399	116.858420748964	-0.190133789657518	0.165812721096843	-1.14667794123269	0.251514750493114	0.908383582099212	FALSE	TRUE	MN_Only	-1.69731721139441	NA	0	15	0	0.0666666666666667
Tbp	Regulator	ENSMUSG00000014767	82.0121166968879	-2.09493356879553	0.800709044250577	-2.61634807779183	0.00888759048199169	0.0602749263163593	141.797607073614	-0.0808956087842738	0.135344555976924	-0.597701238888886	0.550039298667968	0.977406256175645	FALSE	TRUE	MN_Only	-2.09493356879553	NA	0	8	0	0.125
Rela	Regulator	ENSMUSG00000024927	107.682981437196	2.14068434905149	0.593593308909315	3.60631482350237	0.000310576306459995	0.00483953700665821	114.547780451374	0.164399170108524	0.177766199744104	0.924805561153795	0.355067057366048	0.940952244979022	FALSE	TRUE	MN_Only	2.14068434905149	NA	0	14	0	0.0714285714285714
Bcl3	Regulator	ENSMUSG00000053175	34.7801668705895	7.31566276613222	0.752893336514444	9.71673198756205	2.5586156441349e-22	7.59961062953863e-20	5.38847922229841	0.730459003971295	0.651972634159853	1.12038292053865	0.262550619970503	0.912384203153893	FALSE	TRUE	MN_Only	7.31566276613222	NA	0	14	0	0.0714285714285714
Ap3b1	Regulator	ENSMUSG00000021686	313.854577897669	1.62344881501457	0.704967660910135	2.30286991167602	0.0212861635129802	0.109392240031043	237.665855660315	-0.0359698221030617	0.120650475226194	-0.298132452736933	0.765602073463722	0.993485073164754	FALSE	TRUE	MN_Only	1.62344881501457	NA	0	13	0	0.0769230769230769
Stat6	Regulator	ENSMUSG00000002147	61.2315376340414	2.60264264328028	1.13258657556162	2.29796352829777	0.0215638650074747	0.110274241503439	63.2042402944783	0.330553226861984	0.295815958596141	1.11742864864592	0.263811091503735	0.912384203153893	FALSE	TRUE	MN_Only	2.60264264328028	NA	0	12	0	0.0833333333333333
Ehf	Regulator	ENSMUSG00000012350	1.81709844423096	6.14371267609771	3.09339808852643	1.98607243564449	0.047025281434223	NA	2.09462493723888	-0.0538889495266221	1.18504510959479	-0.0454741757004073	0.9637293584046	NA	FALSE	TRUE	MN_Only	6.14371267609771	NA	0	11	0	0.0909090909090909
Ets1	Regulator	ENSMUSG00000032035	39.9138875015167	3.0006269358303	1.3134389030954	2.2845576819437	0.0223387766989006	0.113163437548138	23.540403983452	-0.0541625134848433	0.625189546067697	-0.0866337478377773	0.930962639843062	0.997939323397981	FALSE	TRUE	MN_Only	3.0006269358303	NA	0	15	0	0.0666666666666667
Gata1	Regulator	ENSMUSG00000031162	2.14765495395811	6.27265674038324	3.08988046678202	2.03006453091564	0.042349980289166	NA	0	NA	NA	NA	NA	NA	FALSE	TRUE	MN_Only	6.27265674038324	NA	0	10	0	0.1
Ltf	Regulator	ENSMUSG00000032496	4.01855494031608	4.63850168345286	2.14245416937653	2.1650412642445	0.0303845253484305	0.137898375879681	13.5279620201016	6.99665383013492	1.38200918782189	5.06266810075408	4.13429245386598e-07	0.000948108135252578	TRUE	TRUE	Both	5.81757775679389	NA	0	9	0	0.111111111111111
Irf1	Regulator	ENSMUSG00000018899	459.319055604022	5.64452136893418	0.812154445591036	6.95005906767701	3.65133298762498e-12	3.96578360461895e-10	24.3998287613652	0.483428099400864	0.45971123491802	1.05159078717551	0.292987336425031	0.922672763878503	FALSE	TRUE	MN_Only	5.64452136893418	NA	0	16	0	0.0625
E2f6	Regulator	ENSMUSG00000057469	613.46141123381	-2.30406950373242	0.414561303384998	-5.55784991247159	2.73118073784138e-08	1.49434603227607e-06	147.166170106273	-0.0277280894942344	0.159277904318295	-0.174086227546186	0.861797696756578	0.995622715445135	FALSE	TRUE	MN_Only	-2.30406950373242	NA	0	11	0	0.0909090909090909
Irf2	Regulator	ENSMUSG00000031627	132.623744614926	1.93345571218932	0.782659786315532	2.47036547168382	0.0134975075943954	0.0806415129428699	79.6773711890511	0.0913785665198101	0.167827858430257	0.544477939327239	0.586112625252648	0.978585589078474	FALSE	TRUE	MN_Only	1.93345571218932	NA	0	12	0	0.0833333333333333
Irf7	Regulator	ENSMUSG00000025498	122.001915796666	10.0819468183729	0.932824197862851	10.8079816555693	3.15536036093846e-27	1.83692458772394e-24	15.3428288380952	0.685670588553188	0.811397713359158	0.845048707020058	0.398083644978663	0.951893371145876	FALSE	TRUE	MN_Only	10.0819468183729	NA	0	12	0	0.0833333333333333
Irf5	Regulator	ENSMUSG00000029771	157.581148881502	9.20815289528102	1.2510084683597	7.36058398337991	1.83107390003479e-13	2.20243384637243e-11	27.5941174136741	1.18721356463409	0.618612742212026	1.91915472091453	0.0549647559231171	0.741309765549361	FALSE	TRUE	MN_Only	9.20815289528102	NA	0	12	0	0.0833333333333333
Irf8	Regulator	ENSMUSG00000041515	153.085392807994	8.77665893141813	0.913487837115394	9.60785527165092	7.40758194233634e-22	2.15619895177526e-19	39.452884406507	0.83807880157406	0.581912970477441	1.44021330352276	0.149807060518468	0.861436309346967	FALSE	TRUE	MN_Only	8.77665893141813	NA	0	12	0	0.0833333333333333
Irf9	Regulator	ENSMUSG00000002325	106.824106284102	3.79307670337833	0.854863520252987	4.4370552883761	9.11978755918269e-06	0.000265990757788266	85.1738980258759	0.185366084672542	0.209589916216303	0.884422724236592	0.376468060436959	0.94589918040108	FALSE	TRUE	MN_Only	3.79307670337833	NA	0	12	0	0.0833333333333333
