"ParentTerm","TF","enrichment_score","NES_MN","NES_RGC","n_targets"
"cellular_process","Ets1",1.4185693089377,1.34869060407106,1.48844801380435,2
"cellular_process","Fli1",1.4185693089377,1.34869060407106,1.48844801380435,2
"cellular_process","Ets2",1.4185693089377,1.34869060407106,1.48844801380435,2
"cellular_process","Yy1",2.5824925150438,3.37215659346729,1.79282843662031,1
"cellular_process","Nfatc3",2.5824925150438,3.37215659346729,1.79282843662031,1
"cellular_process","Tbp",2.5824925150438,3.37215659346729,1.79282843662031,1
"cellular_process","Runx2",2.5824925150438,3.37215659346729,1.79282843662031,1
"cellular_process","Bptf",2.5824925150438,3.37215659346729,1.79282843662031,1
"cellular_process","Runx3",2.5824925150438,3.37215659346729,1.79282843662031,1
"cellular_process","Elf4",2.07752654669555,2.42725581363751,1.72779727975358,1
"cellular_process","Ehf",2.07752654669555,2.42725581363751,1.72779727975358,1
"cellular_process","Smad3",2.5824925150438,3.37215659346729,1.79282843662031,1
"immune_system_process","Irf2",1.41703024615285,1.37542137775021,1.45863911455549,2
"immune_system_process","Irf1",1.41703024615285,1.37542137775021,1.45863911455549,2
"immune_system_process","Irf7",1.41703024615285,1.37542137775021,1.45863911455549,2
"immune_system_process","Irf5",1.41703024615285,1.37542137775021,1.45863911455549,2
"immune_system_process","Irf8",1.41703024615285,1.37542137775021,1.45863911455549,2
"immune_system_process","Irf9",1.41703024615285,1.37542137775021,1.45863911455549,2
"immune_system_process","Stat1",1.41703024615285,1.37542137775021,1.45863911455549,2
"immune_system_process","Stat2",1.41703024615285,1.37542137775021,1.45863911455549,2
"immune_system_process","Pura",1.41703024615285,1.37542137775021,1.45863911455549,2
