"test_ligand","auroc","aupr","aupr_corrected","pearson","p_value","fdr"
"Ceacam2",0.790915311587393,0.0235000958433181,0.0192413248029611,0.0806696383986512,0.01,0.0105405405405405
"Ceacam20",0.709456459660142,0.0177331733958886,0.0134744023555317,0.0620518165959485,0.01,0.0105405405405405
"Ceacam3",0.757036713757582,0.0166578414016281,0.0123990703612712,0.0673572288364187,0.01,0.0105405405405405
"Ceacam5",0.757036713757582,0.0166578414016281,0.0123990703612712,0.0673572288364187,0.01,0.0105405405405405
"Ceacam9",0.757036713757582,0.0166578414016281,0.0123990703612712,0.0673572288364187,0.01,0.0105405405405405
"Cel",0.758992553799066,0.0160513705783668,0.0117925995380099,0.0551706964536892,0.01,0.0105405405405405
"Cer1",0.735881313376238,0.0125251953345824,0.00826642429422548,0.0586709980287802,0.01,0.0105405405405405
"Cfap54",0.721190422310561,0.0105041182174003,0.00624534717704341,0.0427608718422203,0.01,0.0105405405405405
"Cfc1",0.711261436006897,0.00856223866748603,0.00430346762712911,0.0391157860272058,0.01,0.0105405405405405
"Cfd",0.762261985581761,0.018925926427539,0.0146671553871821,0.0734803107538134,0.01,0.0105405405405405
"Cfh",0.744477311177934,0.0158331456577184,0.0115743746173614,0.0669841525339015,0.01,0.0105405405405405
"Cfp",0.761589564542654,0.0168030598500114,0.0125442888096545,0.0578795631066873,0.01,0.0105405405405405
"Cga",0.757034558562051,0.0163753626134734,0.0121165915731165,0.0597002111420326,0.01,0.0105405405405405
"Chad",0.767210314766312,0.0178853255777483,0.0136265545373913,0.0660917446195744,0.01,0.0105405405405405
"Chl1",0.695906744684783,0.0138670998310344,0.00960832879067745,0.0544360431187676,0.01,0.0105405405405405
"Cib1",0.719902692916976,0.0138308829873825,0.00957211194702561,0.05838451438617,0.01,0.0105405405405405
"Cklf",0.608504940785955,0.0064739279338787,0.00221515689352177,0.0253400834363743,0.01,0.0105405405405405
"Clcf1",0.763853597560359,0.0187845972529161,0.0145258262125591,0.074215954976567,0.01,0.0105405405405405
"Cldn1",0.732811237190083,0.0108789507493112,0.00662017970895425,0.0314136701250837,0.01,0.0105405405405405
"Cldn11",0.68226974428597,0.0109059758413204,0.0066472048009635,0.0481409090289609,0.01,0.0105405405405405
"Cldn14",0.714274399508594,0.012473764930395,0.00821499389003812,0.0542400852274433,0.01,0.0105405405405405
"Cldn16",0.787406653088951,0.0225840566113896,0.0183252855710327,0.0874148361463658,0.01,0.0105405405405405
"Cldn19",0.791186866237774,0.0204172604015654,0.0161584893612085,0.0804487366329546,0.01,0.0105405405405405
"Cldn2",0.746344788198111,0.0142954881515203,0.0100367171111634,0.0637869372801391,0.01,0.0105405405405405
"Cldn24",0.738261726958241,0.0111494513453446,0.00689068030498771,0.0534470926178701,0.01,0.0105405405405405
"Cldn3",0.774758887487974,0.0195021889306334,0.0152434178902765,0.0755649296665333,0.01,0.0105405405405405
"Clec11a",0.76732561773292,0.023417953754192,0.019159182713835,0.0843610875442463,0.01,0.0105405405405405
