"gene_list","label","n_tfs","n_targets","pct_outdeg","NES","targets"
"GO_metabolism","Irf9",1,44,42.3076923076923,0.748381630032487,"Osm; Nmi; Cybb; Elf4; Psmb8; Stat1; Psmb10; Tmbim6; Atf3; Nub1; B2m; Siglec1; Tlr2; H2-M3; Cadm1; Lrp5; Il1b; Srgn; Fgr; Runx1; Junb; Tlr7; Cmklr1; Serpine2; Rac2; Il10ra; Ncf1; Cebpa; Grn; Nfkbiz; Wdfy4; Lgmn; Ucp2; Prkcd; Ptger4; Plau; Capn3; Cd84; Rest; Fcer1g; Erp29; Ctsc; Top2a; Prex1"
"GO_metabolism","Stat2",1,52,50,0.796190436731644,"Osm; Nmi; Cybb; Elf4; Psmb8; Stat1; Psmb10; Tmbim6; Atf3; Nub1; B2m; Siglec1; Tlr2; H2-M3; Cadm1; Lrp5; Il1b; Junb; Tlr7; Cmklr1; Serpine2; Rac2; Srgn; Il10ra; Ncf1; Cebpa; Grn; Nfkbiz; Wdfy4; Lgmn; Ucp2; Prkcd; Ptger4; Runx1; Plau; Capn3; Ltf; Ccl2; Hp; Laptm5; Fgr; Cd14; Ctsz; Rest; Fcer1g; Erp29; Ctsc; E2f8; Tspo; P2ry6; Top2a; Prex1"
"GO_metabolism","Yy1",1,63,60.5769230769231,0.668387669520948,"Nfkbia; Nfkbiz; Ccl2; Rac2; Runx1; Fgr; Dusp2; Cadm1; Atf3; Laptm5; Il10rb; Siglec1; Tlr2; Ctsh; Ctsz; Elf4; Epha2; Plau; Tmbim6; E2f8; Prkcd; Nub1; Junb; Lgmn; Plbd1; Serpine2; Pik3cg; Il1b; Cd74; Lyl1; Aif1; Wdfy4; Vav1; B2m; Rest; Ctsc; Ncf1; P2ry6; Ptpn6; Grn; Ptger4; Ucp2; Srgn; Cybb; Cebpa; Tlr7; Tyrobp; Ncf2; Cmklr1; Nmnat2; Erp29; Cd84; Stat1; Plcb2; Tnf; Prex1; Csf1r; Calr; Ltf; Lrp5; Fgfr4; Osm; Capn3"
"GO_metabolism","Tbp",1,43,41.3461538461538,-0.0206526503071273,"Ccl2; Plbd1; Serpine2; Junb; Pik3cg; Il1b; Cd74; Lyl1; Elf4; Aif1; Siglec1; Wdfy4; Vav1; B2m; Rest; Ctsc; Ncf1; P2ry6; Laptm5; Ptpn6; Grn; Ptger4; Ucp2; Srgn; Nfkbiz; Prkcd; Runx1; Plau; Cybb; Rac2; Cebpa; Tlr7; Tyrobp; Ncf2; Tmbim6; Atf3; Cmklr1; Fgr; Nmnat2; Erp29; E2f8; Ctsz; Cd84"
"GO_metabolism","E2f6",1,24,23.0769230769231,0.918035266026092,"Elf4; Cybb; Csf1r; Grn; Ctsc; Erp29; Psmb8; Plau; Serpine2; P2ry6; Ccl2; Fgr; Ucp2; Rac2; Il1b; Prkcd; Laptm5; Calr; Ptpn6; Junb; Cadm1; Vav1; Psap; E2f8"
"GO_metabolism","Ets1",1,38,36.5384615384615,0.0204914475195618,"Tnf; Lyl1; Tmbim6; Hspbp1; Junb; Elf4; Runx1; Nfkbiz; Plau; Pik3cg; Aif1; Cybb; Laptm5; Ncf2; Ptpn6; Psap; Il1b; Prkcd; Grn; Calr; Dusp2; Wdfy4; Osm; Rest; Plbd1; Fgr; Siglec1; Ctsz; Capn3; Cd74; Ccl2; Il10ra; Plcb2; Lgals9; Prex1; Ucp2; Fcer1g; Cadm1"
"GO_metabolism","Ets2",1,10,9.61538461538462,-1.0597090003447,"Tnf; Lyl1; Tmbim6; Hspbp1; Junb; Elf4; Runx1; Nfkbiz; Pik3cg; Prkcd"
"GO_metabolism","Fli1",1,10,9.61538461538462,-1.07991940727565,"Tnf; Lyl1; Tmbim6; Hspbp1; Junb; Elf4; Runx1; Nfkbiz; Pik3cg; Prkcd"
"GO_metabolism","Ehf",1,38,36.5384615384615,-0.0280600604070826,"Tnf; Lyl1; Tmbim6; Hspbp1; Junb; Elf4; Runx1; Nfkbiz; Plau; Pik3cg; Aif1; Cybb; Laptm5; Ncf2; Ptpn6; Psap; Il1b; Prkcd; Grn; Calr; Dusp2; Wdfy4; Osm; Rest; Plbd1; Fgr; Siglec1; Ctsz; Capn3; Cd74; Ccl2; Il10ra; Plcb2; Lgals9; Prex1; Ucp2; Fcer1g; Cadm1"
"GO_metabolism","Myf6",1,13,12.5,-0.346297085070764,"Cadm1; Il1b; P2ry6; Osm; Cndp2; Elf4; Fgr; Ccl2; Atf3; Rest; Tmbim6; Runx1; Prkcd"
