"ensembl_id","baseMean_MN","log2FoldChange_MN","lfcSE_MN","stat_MN","pvalue_MN","padj_MN","baseMean_RGC","log2FoldChange_RGC","lfcSE_RGC","stat_RGC","pvalue_RGC","padj_RGC","symbol","is_sig_RGC","is_sig_MN","Specificity","EAE_Combined_Score"
"ENSMUSG00000036905",460.354656760565,5.41811903895998,0.798547332252223,6.78496918107373,1.16111294938911e-11,1.14782029726284e-09,238.923109867375,1.85758861545659,0.730090916773017,2.54432505977075,0.0109489140828187,0.533861768178562,"C1qb",TRUE,TRUE,"Both",3.63785382720828
"ENSMUSG00000040462",540.668387085686,2.68456972697738,0.702833828663565,3.81963647379079,0.00013364849801765,0.00246529814974512,838.69012955478,0.213372292256987,0.0808776405016772,2.63821114134212,0.00833446713756147,0.474305161092501,"Os9",FALSE,TRUE,"MN_Only",2.68456972697738
"ENSMUSG00000041736",165.18514002235,3.03368705724671,1.03922289440074,2.91918805252657,0.00350944444324775,0.0313352481147409,6.57559798165495,2.09908943202476,0.843961050082591,2.48718756845395,0.0128757493334746,0.562128077813197,"Tspo",TRUE,TRUE,"Both",2.56638824463574
"ENSMUSG00000042751",1287.90503344838,0.981539653689279,0.333472373513943,2.94339121213062,0.00324637896623696,0.0295114300278656,817.784352433946,0.335982795285842,0.171040395463472,1.96434762896463,0.0494897917671183,0.724996727190948,"Nmnat2",FALSE,TRUE,"MN_Only",0.981539653689279
"ENSMUSG00000044583",17.8689896118011,9.34051403052991,1.7154998215513,5.44477703418437,5.18703170893642e-08,2.68655015985269e-06,17.2220808863555,1.40387257211251,0.60488122213343,2.32090618908788,0.0202919074529985,0.627903743539516,"Tlr7",TRUE,TRUE,"Both",5.37219330132121
"ENSMUSG00000046410",14.3366004819247,9.0073033867979,1.72297606355227,5.22775886289882,1.7157708054655e-07,8.13398316050322e-06,21.3871368015868,1.32813834523509,0.646331595159322,2.05488692674494,0.0398899274670067,0.696855418224102,"Kcnk6",TRUE,TRUE,"Both",5.16772086601649
"ENSMUSG00000052776",20.1091812070979,3.92105896191109,1.57631819089411,2.48747935826777,0.0128651919178671,0.0779517082317395,2.01517610531635,2.72268182130345,1.25479159381547,2.16982790984798,0.0300198851949304,NA,"Oas1a",TRUE,TRUE,"Both",3.32187039160727
"ENSMUSG00000052837",44.7684972640982,2.34168410992212,1.0530472758881,2.2237217298219,0.026167172297228,0.124946530713208,318.384485372595,0.881618304006922,0.331424227286154,2.66009009427584,0.00781197518860342,0.463959712803425,"Junb",TRUE,TRUE,"Both",1.61165120696452
"ENSMUSG00000053113",65.8231451311285,3.88901502265928,0.992079408614093,3.92006424978836,8.85253646184953e-05,0.00180447921100501,106.305326512891,1.51097364069844,0.518654582455413,2.91325612808662,0.00357681095090176,0.347466574145293,"Socs3",TRUE,TRUE,"Both",2.69999433167886
"ENSMUSG00000056054",54.8789241618665,4.71414662728793,1.26909421320593,3.7145757802955,0.00020354486788941,0.00345721222987547,25.6068818256019,7.91141276846994,1.24134541389063,6.37325653274372,1.85055954368923e-10,1.01688246925723e-06,"S100a8",TRUE,TRUE,"Both",6.31277969787893
"ENSMUSG00000056071",112.700431573853,10.753898970278,1.49767871538434,7.180377780503,6.95190525001641e-13,8.03000230228086e-11,53.3683199797516,8.97065202046349,1.16034217543158,7.73104021417383,1.0667131682298e-14,8.79238328913409e-11,"S100a9",TRUE,TRUE,"Both",9.86227549537073
"ENSMUSG00000073489",25.2263033009947,9.27022412624283,1.29479454817804,7.15961010129938,8.09068422291779e-13,9.27179670711382e-11,8.82843388450237,2.67124037621744,0.930418984083082,2.8710080317739,0.00409165128645622,0.370609183830939,"Ifi204",TRUE,TRUE,"Both",5.97073225123014
"ENSMUSG00000078942",18.9670397588204,9.38492579231949,2.14613302237125,4.37294692103948,1.2258053515456e-05,0.00033917055297328,8.42666788431575,1.57679750905436,0.657615628229324,2.39774944719608,0.0164961446277033,0.58851107212382,"Naip6",TRUE,TRUE,"Both",5.48086165068693
"ENSMUSG00000079017",83.3024125850354,10.9535094229937,1.06018380979664,10.3317078810087,5.06506111345796e-25,2.10619712700763e-22,2.62472844369863,3.86536514550326,1.22860995267133,3.14612879140276,0.00165447133107125,0.262249614352976,"Ifi27l2a",TRUE,TRUE,"Both",7.40943728424848
"ENSMUSG00000089929",9.96398493650665,8.46552612934784,1.62460775847605,5.21081232388603,1.88015574120285e-07,8.85559438752954e-06,4.53587151660809,2.09789944054498,0.985927640945144,2.1278432142686,0.0333500850649182,0.690111701055,"Bcl2a1b",TRUE,TRUE,"Both",5.28171278494641
