"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","protein binding","GO:0005515","true","5.359475161935856e-14","13.270877737440674","9549","194","136","23512","ENSMUSG00000000290,ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000002227,ENSMUSG00000002699,ENSMUSG00000003283,ENSMUSG00000003644,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000006445,ENSMUSG00000007891,ENSMUSG00000015133,ENSMUSG00000015340,ENSMUSG00000015950,ENSMUSG00000018819,ENSMUSG00000020077,ENSMUSG00000020180,ENSMUSG00000020437,ENSMUSG00000020573,ENSMUSG00000020736,ENSMUSG00000020914,ENSMUSG00000021025,ENSMUSG00000021242,ENSMUSG00000021624,ENSMUSG00000021822,ENSMUSG00000021948,ENSMUSG00000022216,ENSMUSG00000022372,ENSMUSG00000022577,ENSMUSG00000022969,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024066,ENSMUSG00000024164,ENSMUSG00000024300,ENSMUSG00000024338,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000026249,ENSMUSG00000026358,ENSMUSG00000026480,ENSMUSG00000026628,ENSMUSG00000026712,ENSMUSG00000026822,ENSMUSG00000026946,ENSMUSG00000027315,ENSMUSG00000027368,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000028919,ENSMUSG00000028953,ENSMUSG00000028954,ENSMUSG00000029204,ENSMUSG00000029249,ENSMUSG00000029309,ENSMUSG00000029616,ENSMUSG00000029622,ENSMUSG00000030403,ENSMUSG00000030413,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000030685,ENSMUSG00000030737,ENSMUSG00000030921,ENSMUSG00000031004,ENSMUSG00000031722,ENSMUSG00000032076,ENSMUSG00000032089,ENSMUSG00000033220,ENSMUSG00000033295,ENSMUSG00000033685,ENSMUSG00000033777,ENSMUSG00000034041,ENSMUSG00000034116,ENSMUSG00000034708,ENSMUSG00000034792,ENSMUSG00000034855,ENSMUSG00000034957,ENSMUSG00000035352,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000035493,ENSMUSG00000036594,ENSMUSG00000036887,ENSMUSG00000036896,ENSMUSG00000036905,ENSMUSG00000037095,ENSMUSG00000037731,ENSMUSG00000037824,ENSMUSG00000038059,ENSMUSG00000038147,ENSMUSG00000039621,ENSMUSG00000039678,ENSMUSG00000040462,ENSMUSG00000040723,ENSMUSG00000041736,ENSMUSG00000043008,ENSMUSG00000043953,ENSMUSG00000044456,ENSMUSG00000044583,ENSMUSG00000046179,ENSMUSG00000046223,ENSMUSG00000048277,ENSMUSG00000049988,ENSMUSG00000051439,ENSMUSG00000051506,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000052160,ENSMUSG00000052776,ENSMUSG00000052837,ENSMUSG00000053113,ENSMUSG00000054675,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000058818,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000061353,ENSMUSG00000063802,ENSMUSG00000071713,ENSMUSG00000071714,ENSMUSG00000073411,ENSMUSG00000073421,ENSMUSG00000073489,ENSMUSG00000078942,ENSMUSG00000079110,ENSMUSG00000079227"
"GO:MF","binding","GO:0005488","false","7.09395537116419e-12","11.149111548048753","15131","194","172","23512","ENSMUSG00000000290,ENSMUSG00000001123,ENSMUSG00000002102,ENSMUSG00000002111,ENSMUSG00000002227,ENSMUSG00000002699,ENSMUSG00000003283,ENSMUSG00000003644,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000004609,ENSMUSG00000004730,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000006445,ENSMUSG00000007891,ENSMUSG00000015133,ENSMUSG00000015340,ENSMUSG00000015947,ENSMUSG00000015950,ENSMUSG00000016206,ENSMUSG00000018008,ENSMUSG00000018554,ENSMUSG00000018819,ENSMUSG00000020077,ENSMUSG00000020180,ENSMUSG00000020437,ENSMUSG00000020573,ENSMUSG00000020736,ENSMUSG00000020865,ENSMUSG00000020914,ENSMUSG00000021025,ENSMUSG00000021242,ENSMUSG00000021624,ENSMUSG00000021822,ENSMUSG00000021948,ENSMUSG00000022216,ENSMUSG00000022372,ENSMUSG00000022577,ENSMUSG00000022952,ENSMUSG00000022969,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024013,ENSMUSG00000024066,ENSMUSG00000024164,ENSMUSG00000024300,ENSMUSG00000024338,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024644,ENSMUSG00000024913,ENSMUSG00000025355,ENSMUSG00000025877,ENSMUSG00000026104,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000026358,ENSMUSG00000026480,ENSMUSG00000026628,ENSMUSG00000026656,ENSMUSG00000026712,ENSMUSG00000026822,ENSMUSG00000026946,ENSMUSG00000027315,ENSMUSG00000027368,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028459,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000028919,ENSMUSG00000028953,ENSMUSG00000028954,ENSMUSG00000028961,ENSMUSG00000029204,ENSMUSG00000029249,ENSMUSG00000029309,ENSMUSG00000029616,ENSMUSG00000029622,ENSMUSG00000030403,ENSMUSG00000030413,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000030685,ENSMUSG00000030737,ENSMUSG00000030921,ENSMUSG00000031004,ENSMUSG00000031103,ENSMUSG00000031722,ENSMUSG00000032076,ENSMUSG00000032089,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000033295,ENSMUSG00000033685,ENSMUSG00000033777,ENSMUSG00000034041,ENSMUSG00000034116,ENSMUSG00000034708,ENSMUSG00000034792,ENSMUSG00000034855,ENSMUSG00000034957,ENSMUSG00000035352,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000035493,ENSMUSG00000036594,ENSMUSG00000036887,ENSMUSG00000036896,ENSMUSG00000036905,ENSMUSG00000037095,ENSMUSG00000037731,ENSMUSG00000037824,ENSMUSG00000038059,ENSMUSG00000038147,ENSMUSG00000039621,ENSMUSG00000039678,ENSMUSG00000040061,ENSMUSG00000040462,ENSMUSG00000040723,ENSMUSG00000040809,ENSMUSG00000041736,ENSMUSG00000042190,ENSMUSG00000042751,ENSMUSG00000043008,ENSMUSG00000043953,ENSMUSG00000044456,ENSMUSG00000044583,ENSMUSG00000045502,ENSMUSG00000046179,ENSMUSG00000046223,ENSMUSG00000046410,ENSMUSG00000048277,ENSMUSG00000048779,ENSMUSG00000049988,ENSMUSG00000051439,ENSMUSG00000051506,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000052160,ENSMUSG00000052776,ENSMUSG00000052837,ENSMUSG00000053113,ENSMUSG00000054404,ENSMUSG00000054675,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000056529,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000058818,ENSMUSG00000059089,ENSMUSG00000059498,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000061353,ENSMUSG00000063802,ENSMUSG00000071713,ENSMUSG00000071714,ENSMUSG00000073411,ENSMUSG00000073421,ENSMUSG00000073489,ENSMUSG00000078853,ENSMUSG00000078942,ENSMUSG00000079110,ENSMUSG00000079227"
"GO:MF","IgG binding","GO:0019864","true","5.533828478683124e-7","6.256974305967719","7","194","5","23512","ENSMUSG00000015947,ENSMUSG00000026656,ENSMUSG00000058715,ENSMUSG00000059089,ENSMUSG00000059498"
"GO:MF","molecular function regulator activity","GO:0098772","true","6.284609627319628e-7","6.201721693628986","1971","194","44","23512","ENSMUSG00000001123,ENSMUSG00000015950,ENSMUSG00000018008,ENSMUSG00000021025,ENSMUSG00000021190,ENSMUSG00000021948,ENSMUSG00000022216,ENSMUSG00000022577,ENSMUSG00000022651,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024013,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000026249,ENSMUSG00000026358,ENSMUSG00000026480,ENSMUSG00000027315,ENSMUSG00000027398,ENSMUSG00000028270,ENSMUSG00000028919,ENSMUSG00000029204,ENSMUSG00000030047,ENSMUSG00000030413,ENSMUSG00000030560,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000034116,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000035352,ENSMUSG00000035385,ENSMUSG00000039621,ENSMUSG00000039678,ENSMUSG00000044456,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000053113,ENSMUSG00000058755,ENSMUSG00000061353,ENSMUSG00000069792,ENSMUSG00000078942,ENSMUSG00000079110"
"GO:MF","immune receptor activity","GO:0140375","true","6.87842178367255e-7","6.162511196832528","103","194","11","23512","ENSMUSG00000015947,ENSMUSG00000024610,ENSMUSG00000026068,ENSMUSG00000032089,ENSMUSG00000032359,ENSMUSG00000043953,ENSMUSG00000058715,ENSMUSG00000059089,ENSMUSG00000071713,ENSMUSG00000071714,ENSMUSG00000079227"
"GO:MF","enzyme regulator activity","GO:0030234","false","0.000002716548154369418","5.565982592124256","1194","194","32","23512","ENSMUSG00000001123,ENSMUSG00000015950,ENSMUSG00000018008,ENSMUSG00000021190,ENSMUSG00000021948,ENSMUSG00000022216,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024013,ENSMUSG00000024164,ENSMUSG00000026249,ENSMUSG00000026358,ENSMUSG00000026480,ENSMUSG00000027315,ENSMUSG00000028270,ENSMUSG00000028919,ENSMUSG00000029204,ENSMUSG00000030047,ENSMUSG00000030560,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000034116,ENSMUSG00000039621,ENSMUSG00000039678,ENSMUSG00000044456,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000053113,ENSMUSG00000069792,ENSMUSG00000078942,ENSMUSG00000079110"
"GO:MF","peptide binding","GO:0042277","false","0.000003871073683743863","5.412168562047408","121","194","11","23512","ENSMUSG00000003814,ENSMUSG00000016206,ENSMUSG00000021025,ENSMUSG00000023992,ENSMUSG00000024610,ENSMUSG00000026223,ENSMUSG00000027995,ENSMUSG00000036594,ENSMUSG00000058818,ENSMUSG00000061232,ENSMUSG00000073421"
"GO:MF","carbohydrate derivative binding","GO:0097367","false","0.000014800015801522868","4.829737820921899","2187","194","44","23512","ENSMUSG00000001123,ENSMUSG00000002102,ENSMUSG00000002227,ENSMUSG00000003283,ENSMUSG00000003644,ENSMUSG00000004207,ENSMUSG00000005320,ENSMUSG00000006445,ENSMUSG00000015133,ENSMUSG00000020437,ENSMUSG00000020573,ENSMUSG00000020865,ENSMUSG00000020914,ENSMUSG00000021948,ENSMUSG00000022952,ENSMUSG00000023992,ENSMUSG00000024300,ENSMUSG00000024621,ENSMUSG00000025877,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028874,ENSMUSG00000028953,ENSMUSG00000029204,ENSMUSG00000030413,ENSMUSG00000031004,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000033295,ENSMUSG00000033685,ENSMUSG00000034792,ENSMUSG00000034855,ENSMUSG00000035385,ENSMUSG00000040809,ENSMUSG00000042751,ENSMUSG00000045502,ENSMUSG00000051439,ENSMUSG00000052776,ENSMUSG00000054404,ENSMUSG00000056529,ENSMUSG00000078853,ENSMUSG00000078942"
"GO:MF","molecular function activator activity","GO:0140677","false","0.000098868712399257","4.0049411217712265","1040","194","27","23512","ENSMUSG00000001123,ENSMUSG00000015950,ENSMUSG00000021190,ENSMUSG00000021948,ENSMUSG00000022216,ENSMUSG00000022651,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000026358,ENSMUSG00000026480,ENSMUSG00000027398,ENSMUSG00000028919,ENSMUSG00000030047,ENSMUSG00000030413,ENSMUSG00000030560,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000035352,ENSMUSG00000035385,ENSMUSG00000039678,ENSMUSG00000044456,ENSMUSG00000052142,ENSMUSG00000058755,ENSMUSG00000061353"
"GO:MF","immunoglobulin binding","GO:0019865","false","0.000374406245709469","3.426656915130157","20","194","5","23512","ENSMUSG00000015947,ENSMUSG00000026656,ENSMUSG00000058715,ENSMUSG00000059089,ENSMUSG00000059498"
"GO:MF","lipopolysaccharide binding","GO:0001530","true","0.0012407393173724643","2.9063194553417318","25","194","5","23512","ENSMUSG00000023992,ENSMUSG00000027995,ENSMUSG00000032496,ENSMUSG00000051439,ENSMUSG00000056529"
"GO:MF","antigen binding","GO:0003823","false","0.0015258937648680347","2.816475701595841","26","194","5","23512","ENSMUSG00000004207,ENSMUSG00000016206,ENSMUSG00000036594,ENSMUSG00000061232,ENSMUSG00000073421"
"GO:MF","peptide antigen binding","GO:0042605","false","0.0022288583049062706","2.6519175400228288","13","194","4","23512","ENSMUSG00000016206,ENSMUSG00000036594,ENSMUSG00000061232,ENSMUSG00000073421"
"GO:MF","molecular sequestering activity","GO:0140313","true","0.0025229760532945534","2.5980868715479786","50","194","6","23512","ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000021025,ENSMUSG00000026822,ENSMUSG00000028581,ENSMUSG00000063802"
"GO:MF","enzyme activator activity","GO:0008047","false","0.0031265700987983206","2.5049318298395358","499","194","16","23512","ENSMUSG00000001123,ENSMUSG00000015950,ENSMUSG00000021190,ENSMUSG00000021948,ENSMUSG00000022216,ENSMUSG00000023992,ENSMUSG00000026358,ENSMUSG00000026480,ENSMUSG00000028919,ENSMUSG00000030047,ENSMUSG00000030560,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000039678,ENSMUSG00000044456,ENSMUSG00000052142"
"GO:MF","signaling receptor binding","GO:0005102","false","0.0065634087074743054","2.182870551118029","1071","194","24","23512","ENSMUSG00000001123,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000020573,ENSMUSG00000022577,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000026249,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028874,ENSMUSG00000030579,ENSMUSG00000032076,ENSMUSG00000034792,ENSMUSG00000034855,ENSMUSG00000035352,ENSMUSG00000035385,ENSMUSG00000037095,ENSMUSG00000043953,ENSMUSG00000046223,ENSMUSG00000058755,ENSMUSG00000061353"
"GO:MF","cytokine receptor activity","GO:0004896","false","0.007199262645389254","2.14271198210167","90","194","7","23512","ENSMUSG00000024610,ENSMUSG00000026068,ENSMUSG00000032089,ENSMUSG00000043953,ENSMUSG00000071713,ENSMUSG00000071714,ENSMUSG00000079227"
"GO:MF","immunoglobulin receptor activity","GO:0019763","false","0.007986890962530042","2.0976222445389525","6","194","3","23512","ENSMUSG00000015947,ENSMUSG00000058715,ENSMUSG00000059089"
"GO:MF","superoxide-generating NAD(P)H oxidase activity","GO:0016175","true","0.013891987128485312","1.8572356277533277","7","194","3","23512","ENSMUSG00000015340,ENSMUSG00000015950,ENSMUSG00000026480"
"GO:MF","glycosaminoglycan binding","GO:0005539","false","0.01861247411135572","1.73019589331247","186","194","9","23512","ENSMUSG00000005320,ENSMUSG00000023992,ENSMUSG00000026249,ENSMUSG00000027995,ENSMUSG00000030413,ENSMUSG00000032496,ENSMUSG00000033295,ENSMUSG00000034855,ENSMUSG00000035385"
"GO:MF","nucleotide binding","GO:0000166","false","0.020328596417758433","1.691892606067601","2135","194","36","23512","ENSMUSG00000002102,ENSMUSG00000002227,ENSMUSG00000003283,ENSMUSG00000003644,ENSMUSG00000005320,ENSMUSG00000006445,ENSMUSG00000015133,ENSMUSG00000015340,ENSMUSG00000020437,ENSMUSG00000020573,ENSMUSG00000020736,ENSMUSG00000020865,ENSMUSG00000020914,ENSMUSG00000021948,ENSMUSG00000022952,ENSMUSG00000024066,ENSMUSG00000024300,ENSMUSG00000024621,ENSMUSG00000025877,ENSMUSG00000026223,ENSMUSG00000028270,ENSMUSG00000028874,ENSMUSG00000028953,ENSMUSG00000028961,ENSMUSG00000029204,ENSMUSG00000031004,ENSMUSG00000033220,ENSMUSG00000033685,ENSMUSG00000034792,ENSMUSG00000042751,ENSMUSG00000045502,ENSMUSG00000048779,ENSMUSG00000052776,ENSMUSG00000054404,ENSMUSG00000078853,ENSMUSG00000078942"
"GO:MF","nucleoside phosphate binding","GO:1901265","false","0.024758778373132968","1.6062707877171845","2155","194","36","23512","ENSMUSG00000002102,ENSMUSG00000002227,ENSMUSG00000003283,ENSMUSG00000003644,ENSMUSG00000005320,ENSMUSG00000006445,ENSMUSG00000015133,ENSMUSG00000015340,ENSMUSG00000020437,ENSMUSG00000020573,ENSMUSG00000020736,ENSMUSG00000020865,ENSMUSG00000020914,ENSMUSG00000021948,ENSMUSG00000022952,ENSMUSG00000024066,ENSMUSG00000024300,ENSMUSG00000024621,ENSMUSG00000025877,ENSMUSG00000026223,ENSMUSG00000028270,ENSMUSG00000028874,ENSMUSG00000028953,ENSMUSG00000028961,ENSMUSG00000029204,ENSMUSG00000031004,ENSMUSG00000033220,ENSMUSG00000033685,ENSMUSG00000034792,ENSMUSG00000042751,ENSMUSG00000045502,ENSMUSG00000048779,ENSMUSG00000052776,ENSMUSG00000054404,ENSMUSG00000078853,ENSMUSG00000078942"
"GO:MF","heterocyclic compound binding","GO:1901363","false","0.0325554781910277","1.4873759211372537","2272","194","37","23512","ENSMUSG00000002102,ENSMUSG00000002227,ENSMUSG00000003283,ENSMUSG00000003644,ENSMUSG00000005320,ENSMUSG00000006445,ENSMUSG00000015133,ENSMUSG00000015340,ENSMUSG00000020437,ENSMUSG00000020573,ENSMUSG00000020736,ENSMUSG00000020865,ENSMUSG00000020914,ENSMUSG00000021948,ENSMUSG00000022952,ENSMUSG00000024066,ENSMUSG00000024300,ENSMUSG00000024621,ENSMUSG00000025877,ENSMUSG00000026223,ENSMUSG00000026822,ENSMUSG00000028270,ENSMUSG00000028874,ENSMUSG00000028953,ENSMUSG00000028961,ENSMUSG00000029204,ENSMUSG00000031004,ENSMUSG00000033220,ENSMUSG00000033685,ENSMUSG00000034792,ENSMUSG00000042751,ENSMUSG00000045502,ENSMUSG00000048779,ENSMUSG00000052776,ENSMUSG00000054404,ENSMUSG00000078853,ENSMUSG00000078942"
"GO:MF","threonine-type endopeptidase activity","GO:0004298","true","0.03293637207416998","1.4823242398639176","9","194","3","23512","ENSMUSG00000024338,ENSMUSG00000031897,ENSMUSG00000096727"
"GO:MF","anion binding","GO:0043168","true","0.036537206495479736","1.4372646603216241","2374","194","38","23512","ENSMUSG00000002102,ENSMUSG00000002227,ENSMUSG00000003283,ENSMUSG00000003644,ENSMUSG00000004207,ENSMUSG00000005320,ENSMUSG00000006445,ENSMUSG00000015133,ENSMUSG00000015340,ENSMUSG00000015950,ENSMUSG00000020437,ENSMUSG00000020573,ENSMUSG00000020865,ENSMUSG00000020914,ENSMUSG00000021948,ENSMUSG00000022952,ENSMUSG00000023992,ENSMUSG00000024066,ENSMUSG00000024300,ENSMUSG00000024621,ENSMUSG00000025877,ENSMUSG00000026223,ENSMUSG00000026822,ENSMUSG00000028270,ENSMUSG00000028874,ENSMUSG00000028953,ENSMUSG00000029204,ENSMUSG00000030560,ENSMUSG00000031004,ENSMUSG00000033220,ENSMUSG00000033685,ENSMUSG00000034792,ENSMUSG00000042751,ENSMUSG00000045502,ENSMUSG00000052776,ENSMUSG00000054404,ENSMUSG00000078853,ENSMUSG00000078942"
"GO:MF","endopeptidase activity","GO:0004175","false","0.03741405327627291","1.4269652396723367","421","194","13","23512","ENSMUSG00000005800,ENSMUSG00000007891,ENSMUSG00000021190,ENSMUSG00000021822,ENSMUSG00000024338,ENSMUSG00000025355,ENSMUSG00000030560,ENSMUSG00000031722,ENSMUSG00000031897,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000079110,ENSMUSG00000096727"
"GO:MF","amyloid-beta binding","GO:0001540","false","0.046102432774085475","1.3362761567690433","51","194","5","23512","ENSMUSG00000023992,ENSMUSG00000024610,ENSMUSG00000026223,ENSMUSG00000027995,ENSMUSG00000058818"
"GO:MF","IgG receptor activity","GO:0019770","false","0.04980345316875987","1.3027405439843585","2","194","2","23512","ENSMUSG00000015947,ENSMUSG00000059089"
"GO:MF","pattern recognition receptor activity","GO:0038187","true","0.04997573142617484","1.301240840991194","27","194","4","23512","ENSMUSG00000027995,ENSMUSG00000030413,ENSMUSG00000051439,ENSMUSG00000056529"
"GO:BP","immune system process","GO:0002376","true","4.2187267706686815e-57","56.37481860114892","2557","203","115","24936","ENSMUSG00000000290,ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000002699,ENSMUSG00000003283,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000004730,ENSMUSG00000005800,ENSMUSG00000015340,ENSMUSG00000015947,ENSMUSG00000015950,ENSMUSG00000016206,ENSMUSG00000018774,ENSMUSG00000020437,ENSMUSG00000020573,ENSMUSG00000021025,ENSMUSG00000021190,ENSMUSG00000021624,ENSMUSG00000021948,ENSMUSG00000022216,ENSMUSG00000022587,ENSMUSG00000022651,ENSMUSG00000022952,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024338,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024737,ENSMUSG00000024913,ENSMUSG00000025491,ENSMUSG00000025492,ENSMUSG00000026068,ENSMUSG00000026656,ENSMUSG00000026712,ENSMUSG00000026822,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028459,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029204,ENSMUSG00000030413,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000030921,ENSMUSG00000031103,ENSMUSG00000031722,ENSMUSG00000031838,ENSMUSG00000031897,ENSMUSG00000032076,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000033777,ENSMUSG00000034041,ENSMUSG00000034116,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000034957,ENSMUSG00000035352,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000036594,ENSMUSG00000036887,ENSMUSG00000036896,ENSMUSG00000036905,ENSMUSG00000037731,ENSMUSG00000038147,ENSMUSG00000038357,ENSMUSG00000039621,ENSMUSG00000039899,ENSMUSG00000039942,ENSMUSG00000042190,ENSMUSG00000043008,ENSMUSG00000044456,ENSMUSG00000044583,ENSMUSG00000045502,ENSMUSG00000046410,ENSMUSG00000046805,ENSMUSG00000051439,ENSMUSG00000051506,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000052160,ENSMUSG00000052212,ENSMUSG00000052776,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000058818,ENSMUSG00000059089,ENSMUSG00000059498,ENSMUSG00000060586,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000061353,ENSMUSG00000067212,ENSMUSG00000073411,ENSMUSG00000073421,ENSMUSG00000073489,ENSMUSG00000073490,ENSMUSG00000078853,ENSMUSG00000078942,ENSMUSG00000079227,ENSMUSG00000096727"
"GO:BP","response to external stimulus","GO:0009605","false","1.9920497612599624e-51","50.700699817131856","2346","203","106","24936","ENSMUSG00000000204,ENSMUSG00000000682,ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000002227,ENSMUSG00000003283,ENSMUSG00000003814,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000006445,ENSMUSG00000015340,ENSMUSG00000015947,ENSMUSG00000015950,ENSMUSG00000016206,ENSMUSG00000018774,ENSMUSG00000018819,ENSMUSG00000020573,ENSMUSG00000021025,ENSMUSG00000021190,ENSMUSG00000021242,ENSMUSG00000021624,ENSMUSG00000021822,ENSMUSG00000021948,ENSMUSG00000022587,ENSMUSG00000022651,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024737,ENSMUSG00000025491,ENSMUSG00000025492,ENSMUSG00000026068,ENSMUSG00000026249,ENSMUSG00000026358,ENSMUSG00000026712,ENSMUSG00000026822,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028874,ENSMUSG00000030413,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000030921,ENSMUSG00000031103,ENSMUSG00000031722,ENSMUSG00000032076,ENSMUSG00000032089,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000033295,ENSMUSG00000033777,ENSMUSG00000034116,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000034957,ENSMUSG00000035352,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000036594,ENSMUSG00000036887,ENSMUSG00000036896,ENSMUSG00000036905,ENSMUSG00000037095,ENSMUSG00000038357,ENSMUSG00000039621,ENSMUSG00000039899,ENSMUSG00000039942,ENSMUSG00000040809,ENSMUSG00000041736,ENSMUSG00000042190,ENSMUSG00000043008,ENSMUSG00000043953,ENSMUSG00000044456,ENSMUSG00000044583,ENSMUSG00000046223,ENSMUSG00000046410,ENSMUSG00000046805,ENSMUSG00000051439,ENSMUSG00000051506,ENSMUSG00000052160,ENSMUSG00000052212,ENSMUSG00000052776,ENSMUSG00000053113,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000056529,ENSMUSG00000058715,ENSMUSG00000059089,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000061353,ENSMUSG00000069516,ENSMUSG00000073421,ENSMUSG00000073489,ENSMUSG00000073490,ENSMUSG00000078853,ENSMUSG00000078942,ENSMUSG00000079017,ENSMUSG00000079110,ENSMUSG00000079227"
