"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","cell chemotaxis","GO:0060326","false","7.86974072909842e-13","12.104039575363512","265","203","22","24936","ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000006445,ENSMUSG00000021190,ENSMUSG00000021948,ENSMUSG00000022651,ENSMUSG00000024397,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000027398,ENSMUSG00000033220,ENSMUSG00000034116,ENSMUSG00000034855,ENSMUSG00000035352,ENSMUSG00000035385,ENSMUSG00000039621,ENSMUSG00000042190,ENSMUSG00000044456,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715,ENSMUSG00000061353"
"GO:BP","positive regulation of leukocyte mediated immunity","GO:0002705","false","9.654915273301054e-13","12.015251533018638","130","203","17","24936","ENSMUSG00000002111,ENSMUSG00000015947,ENSMUSG00000016206,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000026068,ENSMUSG00000027398,ENSMUSG00000030579,ENSMUSG00000032076,ENSMUSG00000034116,ENSMUSG00000035385,ENSMUSG00000058715,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000067212,ENSMUSG00000073411"
"GO:BP","immune response-activating signaling pathway","GO:0002757","false","1.3124197321242875e-12","11.881927248654572","414","203","26","24936","ENSMUSG00000001751,ENSMUSG00000002699,ENSMUSG00000004266,ENSMUSG00000020437,ENSMUSG00000021025,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024737,ENSMUSG00000026946,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028459,ENSMUSG00000028581,ENSMUSG00000030579,ENSMUSG00000030921,ENSMUSG00000032496,ENSMUSG00000033777,ENSMUSG00000035356,ENSMUSG00000037731,ENSMUSG00000043008,ENSMUSG00000044583,ENSMUSG00000046410,ENSMUSG00000051439,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715"
"GO:BP","positive regulation of cell communication","GO:0010647","false","2.153612607046071e-12","11.66683241512954","1715","203","50","24936","ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000007891,ENSMUSG00000015133,ENSMUSG00000020573,ENSMUSG00000021190,ENSMUSG00000021624,ENSMUSG00000021948,ENSMUSG00000022969,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024737,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029616,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000030685,ENSMUSG00000032089,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000035385,ENSMUSG00000037095,ENSMUSG00000037824,ENSMUSG00000044583,ENSMUSG00000045502,ENSMUSG00000046223,ENSMUSG00000046410,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058755,ENSMUSG00000058818,ENSMUSG00000061353"
"GO:BP","positive regulation of signaling","GO:0023056","false","2.204016469920565e-12","11.656785164462315","1716","203","50","24936","ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000007891,ENSMUSG00000015133,ENSMUSG00000020573,ENSMUSG00000021190,ENSMUSG00000021624,ENSMUSG00000021948,ENSMUSG00000022969,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024737,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029616,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000030685,ENSMUSG00000032089,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000035385,ENSMUSG00000037095,ENSMUSG00000037824,ENSMUSG00000044583,ENSMUSG00000045502,ENSMUSG00000046223,ENSMUSG00000046410,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058755,ENSMUSG00000058818,ENSMUSG00000061353"
"GO:BP","intracellular signal transduction","GO:0035556","false","8.124880425351137e-12","11.090183021855834","2485","203","60","24936","ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003644,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000006445,ENSMUSG00000015133,ENSMUSG00000015340,ENSMUSG00000018008,ENSMUSG00000020573,ENSMUSG00000021025,ENSMUSG00000021948,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024737,ENSMUSG00000026249,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029204,ENSMUSG00000029616,ENSMUSG00000030047,ENSMUSG00000030685,ENSMUSG00000030921,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000033777,ENSMUSG00000034116,ENSMUSG00000034792,ENSMUSG00000039621,ENSMUSG00000039942,ENSMUSG00000040061,ENSMUSG00000040462,ENSMUSG00000042190,ENSMUSG00000044583,ENSMUSG00000046223,ENSMUSG00000046410,ENSMUSG00000048779,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000053113,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058755,ENSMUSG00000061353,ENSMUSG00000073489,ENSMUSG00000078853,ENSMUSG00000079110,ENSMUSG00000079227"
"GO:BP","regulation of signaling","GO:0023051","false","9.034982920269352e-12","11.04407266409251","3194","203","69","24936","ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000006445,ENSMUSG00000007891,ENSMUSG00000015133,ENSMUSG00000018008,ENSMUSG00000020573,ENSMUSG00000021025,ENSMUSG00000021190,ENSMUSG00000021624,ENSMUSG00000021948,ENSMUSG00000022969,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024737,ENSMUSG00000024913,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000026358,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028459,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029204,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000030047,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000030685,ENSMUSG00000030921,ENSMUSG00000032089,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033685,ENSMUSG00000033777,ENSMUSG00000035385,ENSMUSG00000037095,ENSMUSG00000037824,ENSMUSG00000041736,ENSMUSG00000042190,ENSMUSG00000044583,ENSMUSG00000045502,ENSMUSG00000046223,ENSMUSG00000046410,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000052142,ENSMUSG00000053113,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058755,ENSMUSG00000058818,ENSMUSG00000061353,ENSMUSG00000078853,ENSMUSG00000079110"
"GO:BP","regulation of cell communication","GO:0010646","false","9.62354001194851e-12","11.016665143673901","3198","203","69","24936","ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000006445,ENSMUSG00000007891,ENSMUSG00000015133,ENSMUSG00000018008,ENSMUSG00000020573,ENSMUSG00000021025,ENSMUSG00000021190,ENSMUSG00000021624,ENSMUSG00000021948,ENSMUSG00000022969,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024737,ENSMUSG00000024913,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000026358,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028459,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029204,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000030047,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000030685,ENSMUSG00000030921,ENSMUSG00000032089,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033685,ENSMUSG00000033777,ENSMUSG00000035385,ENSMUSG00000037095,ENSMUSG00000037824,ENSMUSG00000041736,ENSMUSG00000042190,ENSMUSG00000044583,ENSMUSG00000045502,ENSMUSG00000046223,ENSMUSG00000046410,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000052142,ENSMUSG00000053113,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058755,ENSMUSG00000058818,ENSMUSG00000061353,ENSMUSG00000078853,ENSMUSG00000079110"
"GO:BP","negative regulation of multicellular organismal process","GO:0051241","false","1.475098457149116e-11","10.831178991231907","1052","203","38","24936","ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004266,ENSMUSG00000006445,ENSMUSG00000020077,ENSMUSG00000021190,ENSMUSG00000021822,ENSMUSG00000021948,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000026249,ENSMUSG00000026946,ENSMUSG00000027322,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029249,ENSMUSG00000030413,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000030921,ENSMUSG00000031103,ENSMUSG00000032496,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000034957,ENSMUSG00000035385,ENSMUSG00000036896,ENSMUSG00000038147,ENSMUSG00000039899,ENSMUSG00000039942,ENSMUSG00000041736,ENSMUSG00000042190,ENSMUSG00000046223,ENSMUSG00000054675,ENSMUSG00000060802"
"GO:BP","hemopoiesis","GO:0030097","false","2.2739781219423833e-11","10.643213717997186","1010","203","37","24936","ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000006445,ENSMUSG00000015133,ENSMUSG00000020914,ENSMUSG00000021025,ENSMUSG00000022952,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000028581,ENSMUSG00000029204,ENSMUSG00000029249,ENSMUSG00000030579,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000033685,ENSMUSG00000034041,ENSMUSG00000034116,ENSMUSG00000034957,ENSMUSG00000035356,ENSMUSG00000036594,ENSMUSG00000036896,ENSMUSG00000039621,ENSMUSG00000039899,ENSMUSG00000039942,ENSMUSG00000052160,ENSMUSG00000052837,ENSMUSG00000058715,ENSMUSG00000058818,ENSMUSG00000060802,ENSMUSG00000073421,ENSMUSG00000078853"
"GO:BP","immune response-regulating cell surface receptor signaling pathway","GO:0002768","false","2.6938906812910162e-11","10.569620032026311","246","203","20","24936","ENSMUSG00000001751,ENSMUSG00000002699,ENSMUSG00000004266,ENSMUSG00000015947,ENSMUSG00000020437,ENSMUSG00000021025,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000026946,ENSMUSG00000027995,ENSMUSG00000028459,ENSMUSG00000028581,ENSMUSG00000030579,ENSMUSG00000032496,ENSMUSG00000035356,ENSMUSG00000037731,ENSMUSG00000043008,ENSMUSG00000051439,ENSMUSG00000058715,ENSMUSG00000059089"
"GO:BP","regulation of signal transduction","GO:0009966","false","2.961638311438162e-11","10.528467980567612","2634","203","61","24936","ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000006445,ENSMUSG00000007891,ENSMUSG00000015133,ENSMUSG00000018008,ENSMUSG00000020573,ENSMUSG00000021025,ENSMUSG00000021190,ENSMUSG00000021624,ENSMUSG00000021948,ENSMUSG00000022969,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024737,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000026358,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028459,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029204,ENSMUSG00000029616,ENSMUSG00000030047,ENSMUSG00000030560,ENSMUSG00000030685,ENSMUSG00000030921,ENSMUSG00000032089,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033777,ENSMUSG00000037095,ENSMUSG00000037824,ENSMUSG00000042190,ENSMUSG00000044583,ENSMUSG00000046223,ENSMUSG00000046410,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000052142,ENSMUSG00000053113,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058755,ENSMUSG00000061353,ENSMUSG00000078853,ENSMUSG00000079110"
"GO:BP","positive regulation of signal transduction","GO:0009967","false","3.5320142775883794e-11","10.451977549526713","1382","203","43","24936","ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000007891,ENSMUSG00000015133,ENSMUSG00000020573,ENSMUSG00000021624,ENSMUSG00000021948,ENSMUSG00000022969,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024737,ENSMUSG00000026223,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029616,ENSMUSG00000030560,ENSMUSG00000032089,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000037095,ENSMUSG00000037824,ENSMUSG00000044583,ENSMUSG00000046223,ENSMUSG00000046410,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058755,ENSMUSG00000061353"
"GO:BP","cell migration","GO:0016477","false","5.4547008765729164e-11","10.263229060147252","1337","203","42","24936","ENSMUSG00000000290,ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000005320,ENSMUSG00000006445,ENSMUSG00000020437,ENSMUSG00000020573,ENSMUSG00000021190,ENSMUSG00000021822,ENSMUSG00000021948,ENSMUSG00000022651,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000025491,ENSMUSG00000027398,ENSMUSG00000028874,ENSMUSG00000030685,ENSMUSG00000032076,ENSMUSG00000032359,ENSMUSG00000033220,ENSMUSG00000033295,ENSMUSG00000034116,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000035352,ENSMUSG00000035385,ENSMUSG00000037095,ENSMUSG00000039621,ENSMUSG00000039942,ENSMUSG00000041736,ENSMUSG00000042190,ENSMUSG00000044456,ENSMUSG00000052085,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715,ENSMUSG00000061353"
"GO:BP","cellular response to molecule of bacterial origin","GO:0071219","false","6.191392178625745e-11","10.208211685791863","257","203","20","24936","ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000018774,ENSMUSG00000021025,ENSMUSG00000021624,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000026712,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000032496,ENSMUSG00000034855,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000038357,ENSMUSG00000041736,ENSMUSG00000051439,ENSMUSG00000056529,ENSMUSG00000079227"
"GO:BP","response to lipopolysaccharide","GO:0032496","false","7.50602478928391e-11","10.124590005626182","368","203","23","24936","ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000018774,ENSMUSG00000021025,ENSMUSG00000021624,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000026712,ENSMUSG00000027398,ENSMUSG00000028270,ENSMUSG00000032496,ENSMUSG00000034855,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000038357,ENSMUSG00000039942,ENSMUSG00000041736,ENSMUSG00000051439,ENSMUSG00000056529,ENSMUSG00000079227"
"GO:BP","response to chemical","GO:0042221","false","1.1355137788910168e-10","9.944807591466239","4866","203","86","24936","ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000006445,ENSMUSG00000007891,ENSMUSG00000015340,ENSMUSG00000018774,ENSMUSG00000018819,ENSMUSG00000020573,ENSMUSG00000021025,ENSMUSG00000021190,ENSMUSG00000021624,ENSMUSG00000021948,ENSMUSG00000022577,ENSMUSG00000022651,ENSMUSG00000022969,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000025355,ENSMUSG00000025491,ENSMUSG00000025492,ENSMUSG00000026068,ENSMUSG00000026104,ENSMUSG00000026712,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028581,ENSMUSG00000029249,ENSMUSG00000031722,ENSMUSG00000032089,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000033685,ENSMUSG00000034116,ENSMUSG00000034855,ENSMUSG00000034957,ENSMUSG00000035352,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000036594,ENSMUSG00000038357,ENSMUSG00000039621,ENSMUSG00000039942,ENSMUSG00000040061,ENSMUSG00000040462,ENSMUSG00000040723,ENSMUSG00000040809,ENSMUSG00000041736,ENSMUSG00000042190,ENSMUSG00000043953,ENSMUSG00000044456,ENSMUSG00000044583,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000052085,ENSMUSG00000052837,ENSMUSG00000053113,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000056529,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000058818,ENSMUSG00000060802,ENSMUSG00000061353,ENSMUSG00000071713,ENSMUSG00000071714,ENSMUSG00000073421,ENSMUSG00000073489,ENSMUSG00000073490,ENSMUSG00000078853,ENSMUSG00000078942,ENSMUSG00000079110,ENSMUSG00000079227"
"GO:BP","positive regulation of leukocyte mediated cytotoxicity","GO:0001912","false","1.4211369379107495e-10","9.847364072309238","46","203","11","24936","ENSMUSG00000002111,ENSMUSG00000016206,ENSMUSG00000026068,ENSMUSG00000030579,ENSMUSG00000032076,ENSMUSG00000034116,ENSMUSG00000035385,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000067212,ENSMUSG00000073411"
"GO:BP","locomotion","GO:0040011","false","2.338624554961787e-10","9.631039494649185","1090","203","37","24936","ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000006445,ENSMUSG00000018819,ENSMUSG00000020573,ENSMUSG00000021190,ENSMUSG00000021822,ENSMUSG00000021948,ENSMUSG00000022651,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000025491,ENSMUSG00000027398,ENSMUSG00000028874,ENSMUSG00000032359,ENSMUSG00000033220,ENSMUSG00000034116,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000035352,ENSMUSG00000035385,ENSMUSG00000039621,ENSMUSG00000039942,ENSMUSG00000042190,ENSMUSG00000043953,ENSMUSG00000044456,ENSMUSG00000052085,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000056529,ENSMUSG00000058715,ENSMUSG00000061353,ENSMUSG00000079227"
"GO:BP","positive regulation of cell killing","GO:0031343","false","2.373114919298443e-10","9.624681230341983","48","203","11","24936","ENSMUSG00000002111,ENSMUSG00000016206,ENSMUSG00000026068,ENSMUSG00000030579,ENSMUSG00000032076,ENSMUSG00000034116,ENSMUSG00000035385,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000067212,ENSMUSG00000073411"
"GO:BP","regulation of leukocyte activation","GO:0002694","false","2.660979151791749e-10","9.574958528040595","519","203","26","24936","ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024610,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029204,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000033220,ENSMUSG00000034116,ENSMUSG00000034708,ENSMUSG00000034957,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000036594,ENSMUSG00000037731,ENSMUSG00000038147,ENSMUSG00000039899,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000073421"
"GO:BP","leukocyte cell-cell adhesion","GO:0007159","false","3.8868509996312756e-10","9.410402107497942","358","203","22","24936","ENSMUSG00000000290,ENSMUSG00000001123,ENSMUSG00000004266,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000029204,ENSMUSG00000033220,ENSMUSG00000034116,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000036594,ENSMUSG00000037095,ENSMUSG00000039899,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000061353,ENSMUSG00000073421"
"GO:BP","cellular response to lipopolysaccharide","GO:0071222","false","4.2463864427424575e-10","9.371980485366981","250","203","19","24936","ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000018774,ENSMUSG00000021025,ENSMUSG00000021624,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000026712,ENSMUSG00000028270,ENSMUSG00000032496,ENSMUSG00000034855,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000038357,ENSMUSG00000041736,ENSMUSG00000051439,ENSMUSG00000056529,ENSMUSG00000079227"
"GO:BP","cellular response to biotic stimulus","GO:0071216","false","4.632149946513495e-10","9.33421739058257","286","203","20","24936","ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000018774,ENSMUSG00000021025,ENSMUSG00000021624,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000026712,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000032496,ENSMUSG00000034855,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000038357,ENSMUSG00000041736,ENSMUSG00000051439,ENSMUSG00000056529,ENSMUSG00000079227"
"GO:BP","positive regulation of lymphocyte mediated immunity","GO:0002708","false","7.356449733458573e-10","9.133331728211969","112","203","14","24936","ENSMUSG00000015947,ENSMUSG00000016206,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000026068,ENSMUSG00000027398,ENSMUSG00000032076,ENSMUSG00000034116,ENSMUSG00000058715,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000067212,ENSMUSG00000073411"
"GO:BP","response to oxygen-containing compound","GO:1901700","false","7.575834680258228e-10","9.120569511068535","1646","203","45","24936","ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000006445,ENSMUSG00000007891,ENSMUSG00000015340,ENSMUSG00000018774,ENSMUSG00000020573,ENSMUSG00000021025,ENSMUSG00000021190,ENSMUSG00000021624,ENSMUSG00000021948,ENSMUSG00000022577,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000025355,ENSMUSG00000026068,ENSMUSG00000026712,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033685,ENSMUSG00000034855,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000038357,ENSMUSG00000039942,ENSMUSG00000041736,ENSMUSG00000044583,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000053113,ENSMUSG00000056529,ENSMUSG00000061353,ENSMUSG00000079227"
"GO:BP","regulation of lymphocyte mediated immunity","GO:0002706","false","9.133081370592034e-10","9.03938267301653","166","203","16","24936","ENSMUSG00000001123,ENSMUSG00000004266,ENSMUSG00000015947,ENSMUSG00000016206,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000026068,ENSMUSG00000027398,ENSMUSG00000032076,ENSMUSG00000034116,ENSMUSG00000058715,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000067212,ENSMUSG00000073411"
"GO:BP","regulation of intracellular signal transduction","GO:1902531","false","9.95337558826829e-10","9.002029607622068","1659","203","45","24936","ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005320,ENSMUSG00000006445,ENSMUSG00000015133,ENSMUSG00000018008,ENSMUSG00000020573,ENSMUSG00000021025,ENSMUSG00000021948,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024737,ENSMUSG00000026249,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029204,ENSMUSG00000029616,ENSMUSG00000030047,ENSMUSG00000030685,ENSMUSG00000030921,ENSMUSG00000032496,ENSMUSG00000033777,ENSMUSG00000042190,ENSMUSG00000044583,ENSMUSG00000046223,ENSMUSG00000046410,ENSMUSG00000048779,ENSMUSG00000052142,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058755,ENSMUSG00000061353,ENSMUSG00000078853,ENSMUSG00000079110"
"GO:BP","regulation of leukocyte mediated cytotoxicity","GO:0001910","false","1.0552224593183273e-9","8.976655973854589","72","203","12","24936","ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000016206,ENSMUSG00000026068,ENSMUSG00000030579,ENSMUSG00000032076,ENSMUSG00000034116,ENSMUSG00000035385,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000067212,ENSMUSG00000073411"
