term_name,negative_log10_of_adjusted_p_value,intersections,term_id,raw_category,category
regulation of cell adhesion,6.767202146276037,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004266,ENSMUSG00000006445,ENSMUSG00000021822,ENSMUSG00000021948,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000026249,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000029204,ENSMUSG00000033220,ENSMUSG00000034116,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000036594,ENSMUSG00000039621,ENSMUSG00000039899,ENSMUSG00000046223,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000061353,ENSMUSG00000073421",GO:0030155,['other'],other
leukocyte activation involved in immune response,6.748842834148174,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000016206,ENSMUSG00000021624,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000026946,ENSMUSG00000028874,ENSMUSG00000030579,ENSMUSG00000033220,ENSMUSG00000034708,ENSMUSG00000035356,ENSMUSG00000038147,ENSMUSG00000039899,ENSMUSG00000058715,ENSMUSG00000059089",GO:0002366,['other'],other
positive regulation of leukocyte activation,6.715346911250601,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000005800,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024610,ENSMUSG00000027398,ENSMUSG00000029204,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000034116,ENSMUSG00000034957,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000036594,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000073421",GO:0002696,['other'],other
cell activation involved in immune response,6.699269082764504,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000016206,ENSMUSG00000021624,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000026946,ENSMUSG00000028874,ENSMUSG00000030579,ENSMUSG00000033220,ENSMUSG00000034708,ENSMUSG00000035356,ENSMUSG00000038147,ENSMUSG00000039899,ENSMUSG00000058715,ENSMUSG00000059089",GO:0002263,['other'],other
transport,6.667634233921948,"ENSMUSG00000000290,ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000003283,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000015340,ENSMUSG00000015947,ENSMUSG00000020437,ENSMUSG00000020573,ENSMUSG00000020865,ENSMUSG00000021025,ENSMUSG00000021242,ENSMUSG00000021281,ENSMUSG00000021948,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024066,ENSMUSG00000024164,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024737,ENSMUSG00000024913,ENSMUSG00000025492,ENSMUSG00000026249,ENSMUSG00000026480,ENSMUSG00000026712,ENSMUSG00000026822,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000030047,ENSMUSG00000030579,ENSMUSG00000030737,ENSMUSG00000032089,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000033685,ENSMUSG00000034116,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000035385,ENSMUSG00000038147,ENSMUSG00000039678,ENSMUSG00000040462,ENSMUSG00000041736,ENSMUSG00000042759,ENSMUSG00000044456,ENSMUSG00000045502,ENSMUSG00000046410,ENSMUSG00000048277,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000052160,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000059089,ENSMUSG00000060802,ENSMUSG00000061353,ENSMUSG00000079110,ENSMUSG00000079227",GO:0006810,['other'],other
vesicle-mediated transport,6.572682025586484,"ENSMUSG00000000290,ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000003283,ENSMUSG00000003814,ENSMUSG00000015947,ENSMUSG00000020437,ENSMUSG00000020573,ENSMUSG00000021281,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024397,ENSMUSG00000024913,ENSMUSG00000025492,ENSMUSG00000026480,ENSMUSG00000026712,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000030047,ENSMUSG00000030579,ENSMUSG00000032089,ENSMUSG00000033220,ENSMUSG00000034116,ENSMUSG00000035385,ENSMUSG00000038147,ENSMUSG00000042759,ENSMUSG00000044456,ENSMUSG00000048277,ENSMUSG00000051439,ENSMUSG00000052160,ENSMUSG00000058715,ENSMUSG00000059089,ENSMUSG00000060802",GO:0016192,['other'],other
response to virus,6.56571014737117,"ENSMUSG00000001123,ENSMUSG00000002227,ENSMUSG00000003814,ENSMUSG00000021242,ENSMUSG00000024401,ENSMUSG00000025491,ENSMUSG00000025492,ENSMUSG00000026822,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000033777,ENSMUSG00000034855,ENSMUSG00000039899,ENSMUSG00000044583,ENSMUSG00000051506,ENSMUSG00000052776,ENSMUSG00000079017",GO:0009615,['other'],other
vasculature development,6.5622452432752345,"ENSMUSG00000000290,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000006445,ENSMUSG00000015340,ENSMUSG00000020573,ENSMUSG00000021281,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024913,ENSMUSG00000025355,ENSMUSG00000027315,ENSMUSG00000027398,ENSMUSG00000032359,ENSMUSG00000034041,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000035352,ENSMUSG00000035385,ENSMUSG00000035493,ENSMUSG00000037095,ENSMUSG00000038357,ENSMUSG00000046179,ENSMUSG00000052837,ENSMUSG00000053113,ENSMUSG00000061353",GO:0001944,['other'],other
positive regulation of locomotion,6.537384947884874,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000006445,ENSMUSG00000020573,ENSMUSG00000021190,ENSMUSG00000021822,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000027398,ENSMUSG00000028874,ENSMUSG00000032359,ENSMUSG00000033220,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000035385,ENSMUSG00000039621,ENSMUSG00000042190,ENSMUSG00000052085,ENSMUSG00000061353",GO:0040017,['other'],other
myeloid cell differentiation,6.519850099588886,"ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000006445,ENSMUSG00000015133,ENSMUSG00000021025,ENSMUSG00000022952,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000030579,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000033685,ENSMUSG00000034957,ENSMUSG00000036896,ENSMUSG00000052837,ENSMUSG00000058715,ENSMUSG00000058818,ENSMUSG00000060802",GO:0030099,['other'],other
myeloid cell activation involved in immune response,6.4887036104616564,"ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000026946,ENSMUSG00000028874,ENSMUSG00000030579,ENSMUSG00000033220,ENSMUSG00000034708,ENSMUSG00000038147,ENSMUSG00000058715",GO:0002275,['other'],other
granulocyte migration,6.461250754103525,"ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000027398,ENSMUSG00000033220,ENSMUSG00000034116,ENSMUSG00000035385,ENSMUSG00000039621,ENSMUSG00000039942,ENSMUSG00000042190,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715",GO:0097530,['other'],other
developmental process,6.452455590899665,"ENSMUSG00000000290,ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000002102,ENSMUSG00000002111,ENSMUSG00000002227,ENSMUSG00000003283,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000006445,ENSMUSG00000015133,ENSMUSG00000015340,ENSMUSG00000016256,ENSMUSG00000018554,ENSMUSG00000020077,ENSMUSG00000020573,ENSMUSG00000020914,ENSMUSG00000021025,ENSMUSG00000021190,ENSMUSG00000021281,ENSMUSG00000022952,ENSMUSG00000023992,ENSMUSG00000024066,ENSMUSG00000024164,ENSMUSG00000024338,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000025355,ENSMUSG00000025491,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000026628,ENSMUSG00000027315,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029204,ENSMUSG00000029249,ENSMUSG00000030403,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000031897,ENSMUSG00000032076,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000033295,ENSMUSG00000033685,ENSMUSG00000034041,ENSMUSG00000034116,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000034957,ENSMUSG00000035352,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000035493,ENSMUSG00000036594,ENSMUSG00000036887,ENSMUSG00000036896,ENSMUSG00000036905,ENSMUSG00000037095,ENSMUSG00000038357,ENSMUSG00000039621,ENSMUSG00000039899,ENSMUSG00000039942,ENSMUSG00000041736,ENSMUSG00000042190,ENSMUSG00000043008,ENSMUSG00000046179,ENSMUSG00000052160,ENSMUSG00000052837,ENSMUSG00000053113,ENSMUSG00000054404,ENSMUSG00000054675,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000058818,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000061353,ENSMUSG00000067212,ENSMUSG00000073411,ENSMUSG00000073421,ENSMUSG00000073489,ENSMUSG00000078853,ENSMUSG00000079110",GO:0032502,['other'],other
import into cell,6.3758062553425985,"ENSMUSG00000000290,ENSMUSG00000003283,ENSMUSG00000003814,ENSMUSG00000015947,ENSMUSG00000020437,ENSMUSG00000020573,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024737,ENSMUSG00000024913,ENSMUSG00000025492,ENSMUSG00000026480,ENSMUSG00000026712,ENSMUSG00000028874,ENSMUSG00000030047,ENSMUSG00000030579,ENSMUSG00000032089,ENSMUSG00000034116,ENSMUSG00000035385,ENSMUSG00000044456,ENSMUSG00000051439,ENSMUSG00000052160,ENSMUSG00000058715,ENSMUSG00000059089,ENSMUSG00000060802",GO:0098657,['other'],other
regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,6.347826092431255,"ENSMUSG00000004266,ENSMUSG00000015947,ENSMUSG00000016206,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000027398,ENSMUSG00000035356,ENSMUSG00000058715,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000067212,ENSMUSG00000073411,ENSMUSG00000073421",GO:0002822,['other'],other
cell development,6.325604101006526,"ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000002227,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000006445,ENSMUSG00000015133,ENSMUSG00000018554,ENSMUSG00000020914,ENSMUSG00000021025,ENSMUSG00000022952,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000027315,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000029204,ENSMUSG00000029249,ENSMUSG00000030403,ENSMUSG00000030579,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000033295,ENSMUSG00000033685,ENSMUSG00000034041,ENSMUSG00000034116,ENSMUSG00000034708,ENSMUSG00000034957,ENSMUSG00000035356,ENSMUSG00000036594,ENSMUSG00000036887,ENSMUSG00000036896,ENSMUSG00000039621,ENSMUSG00000039899,ENSMUSG00000039942,ENSMUSG00000041736,ENSMUSG00000052160,ENSMUSG00000052837,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715,ENSMUSG00000058818,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000061353,ENSMUSG00000073411,ENSMUSG00000073421,ENSMUSG00000078853,ENSMUSG00000079110",GO:0048468,['other'],other
response to lipid,6.294629000554526,"ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000015340,ENSMUSG00000018774,ENSMUSG00000021025,ENSMUSG00000021624,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000026712,ENSMUSG00000027398,ENSMUSG00000028270,ENSMUSG00000029249,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033685,ENSMUSG00000034855,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000038357,ENSMUSG00000039942,ENSMUSG00000041736,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000056529,ENSMUSG00000079227",GO:0033993,['other'],other
pattern recognition receptor signaling pathway,6.240513063768881,"ENSMUSG00000001751,ENSMUSG00000021025,ENSMUSG00000023992,ENSMUSG00000024737,ENSMUSG00000026946,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000030921,ENSMUSG00000032496,ENSMUSG00000033777,ENSMUSG00000035356,ENSMUSG00000044583,ENSMUSG00000046410,ENSMUSG00000051439,ENSMUSG00000056054,ENSMUSG00000056071",GO:0002221,['other'],other
granulocyte chemotaxis,6.230655096469666,"ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000027398,ENSMUSG00000033220,ENSMUSG00000034116,ENSMUSG00000035385,ENSMUSG00000039621,ENSMUSG00000042190,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715",GO:0071621,['other'],other
blood vessel morphogenesis,6.223983811401821,"ENSMUSG00000000290,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000006445,ENSMUSG00000015340,ENSMUSG00000020573,ENSMUSG00000021281,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024913,ENSMUSG00000025355,ENSMUSG00000027398,ENSMUSG00000032359,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000035352,ENSMUSG00000035385,ENSMUSG00000035493,ENSMUSG00000037095,ENSMUSG00000038357,ENSMUSG00000046179,ENSMUSG00000052837,ENSMUSG00000061353",GO:0048514,['other'],other
regulation of apoptotic process,6.123634402925371,"ENSMUSG00000003644,ENSMUSG00000007891,ENSMUSG00000020573,ENSMUSG00000020914,ENSMUSG00000021190,ENSMUSG00000021948,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000026223,ENSMUSG00000026628,ENSMUSG00000027398,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000030560,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033685,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000041736,ENSMUSG00000045502,ENSMUSG00000046223,ENSMUSG00000052085,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000061353,ENSMUSG00000078942,ENSMUSG00000079110,ENSMUSG00000079227,ENSMUSG00000089929",GO:0042981,['cell_death'],cell_death
regulation of mononuclear cell migration,6.000127581399323,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000021190,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024621,ENSMUSG00000034855,ENSMUSG00000035385,ENSMUSG00000042190,ENSMUSG00000052085,ENSMUSG00000061353",GO:0071675,['other'],other
positive regulation of chemotaxis,5.960455879375958,"ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000021190,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000033220,ENSMUSG00000034855,ENSMUSG00000035385,ENSMUSG00000042190,ENSMUSG00000061353",GO:0050921,['other'],other
regulation of localization,5.9588792538124435,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003283,ENSMUSG00000003814,ENSMUSG00000004266,ENSMUSG00000006445,ENSMUSG00000007891,ENSMUSG00000015947,ENSMUSG00000020573,ENSMUSG00000021025,ENSMUSG00000021948,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024913,ENSMUSG00000026249,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028874,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000030579,ENSMUSG00000033220,ENSMUSG00000033685,ENSMUSG00000034855,ENSMUSG00000035385,ENSMUSG00000038147,ENSMUSG00000040462,ENSMUSG00000041736,ENSMUSG00000044456,ENSMUSG00000045502,ENSMUSG00000051439,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000060802,ENSMUSG00000061353,ENSMUSG00000079110",GO:0032879,['other'],other
negative regulation of response to stimulus,5.897438163136938,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000004266,ENSMUSG00000021025,ENSMUSG00000021190,ENSMUSG00000021822,ENSMUSG00000021948,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000026249,ENSMUSG00000026358,ENSMUSG00000026628,ENSMUSG00000026946,ENSMUSG00000027398,ENSMUSG00000028459,ENSMUSG00000028581,ENSMUSG00000029204,ENSMUSG00000030047,ENSMUSG00000030413,ENSMUSG00000030685,ENSMUSG00000030921,ENSMUSG00000031103,ENSMUSG00000032089,ENSMUSG00000032496,ENSMUSG00000033685,ENSMUSG00000034708,ENSMUSG00000039899,ENSMUSG00000039942,ENSMUSG00000044456,ENSMUSG00000046223,ENSMUSG00000052142,ENSMUSG00000053113,ENSMUSG00000061353,ENSMUSG00000078853",GO:0048585,['other'],other
respiratory burst,5.8058483428310375,"ENSMUSG00000015340,ENSMUSG00000015950,ENSMUSG00000023992,ENSMUSG00000026480,ENSMUSG00000033220,ENSMUSG00000034708,ENSMUSG00000056071",GO:0045730,['metabolism'],metabolism
regulation of programmed cell death,5.737923614682215,"ENSMUSG00000003644,ENSMUSG00000007891,ENSMUSG00000020573,ENSMUSG00000020914,ENSMUSG00000021190,ENSMUSG00000021948,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000026223,ENSMUSG00000026628,ENSMUSG00000027398,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000030560,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033685,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000041736,ENSMUSG00000045502,ENSMUSG00000046223,ENSMUSG00000052085,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000061353,ENSMUSG00000078942,ENSMUSG00000079110,ENSMUSG00000079227,ENSMUSG00000089929",GO:0043067,['cell_death'],cell_death
regulation of lymphocyte activation,5.659790267017739,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000004266,ENSMUSG00000024397,ENSMUSG00000024610,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029204,ENSMUSG00000030579,ENSMUSG00000033220,ENSMUSG00000034116,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000036594,ENSMUSG00000037731,ENSMUSG00000039899,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000073421",GO:0051249,['other'],other
multicellular organism development,5.647495306883813,"ENSMUSG00000000290,ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000002102,ENSMUSG00000002111,ENSMUSG00000002227,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000005800,ENSMUSG00000006445,ENSMUSG00000015133,ENSMUSG00000015340,ENSMUSG00000016256,ENSMUSG00000020077,ENSMUSG00000020573,ENSMUSG00000020914,ENSMUSG00000021025,ENSMUSG00000021281,ENSMUSG00000022952,ENSMUSG00000023992,ENSMUSG00000024066,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000024913,ENSMUSG00000025355,ENSMUSG00000025491,ENSMUSG00000026223,ENSMUSG00000026249,ENSMUSG00000027315,ENSMUSG00000027398,ENSMUSG00000028874,ENSMUSG00000029204,ENSMUSG00000029249,ENSMUSG00000030403,ENSMUSG00000030560,ENSMUSG00000030579,ENSMUSG00000032076,ENSMUSG00000032359,ENSMUSG00000032496,ENSMUSG00000033295,ENSMUSG00000033685,ENSMUSG00000034041,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000034957,ENSMUSG00000035352,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000035493,ENSMUSG00000036594,ENSMUSG00000036887,ENSMUSG00000036896,ENSMUSG00000037095,ENSMUSG00000038357,ENSMUSG00000039621,ENSMUSG00000039899,ENSMUSG00000039942,ENSMUSG00000041736,ENSMUSG00000046179,ENSMUSG00000052837,ENSMUSG00000053113,ENSMUSG00000054675,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058755,ENSMUSG00000060802,ENSMUSG00000061232,ENSMUSG00000061353,ENSMUSG00000073411,ENSMUSG00000079110",GO:0007275,['other'],other
regulation of chemokine production,5.644188457654317,"ENSMUSG00000001123,ENSMUSG00000006445,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000044583",GO:0032642,"['metabolism', 'exclude']","metabolism,exclude"
chemokine production,5.644188457654317,"ENSMUSG00000001123,ENSMUSG00000006445,ENSMUSG00000023992,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000044583",GO:0032602,"['metabolism', 'exclude']","metabolism,exclude"
positive regulation of gene expression,5.626026443968233,"ENSMUSG00000001123,ENSMUSG00000002111,ENSMUSG00000003814,ENSMUSG00000005320,ENSMUSG00000005800,ENSMUSG00000015340,ENSMUSG00000016206,ENSMUSG00000022952,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024621,ENSMUSG00000026628,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029616,ENSMUSG00000030579,ENSMUSG00000032076,ENSMUSG00000032359,ENSMUSG00000034957,ENSMUSG00000035385,ENSMUSG00000039942,ENSMUSG00000044583,ENSMUSG00000051439,ENSMUSG00000054675,ENSMUSG00000058715,ENSMUSG00000060802",GO:0010628,"['metabolism', 'exclude']","metabolism,exclude"
lymphocyte proliferation,5.556896913038896,"ENSMUSG00000001123,ENSMUSG00000004266,ENSMUSG00000021624,ENSMUSG00000021948,ENSMUSG00000024397,ENSMUSG00000024610,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000030579,ENSMUSG00000031103,ENSMUSG00000031897,ENSMUSG00000033220,ENSMUSG00000035356,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000061353",GO:0046651,['other'],other
regulation of leukocyte cell-cell adhesion,5.5208903624060905,"ENSMUSG00000001123,ENSMUSG00000004266,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000029204,ENSMUSG00000034116,ENSMUSG00000035356,ENSMUSG00000035385,ENSMUSG00000036594,ENSMUSG00000039899,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000061353,ENSMUSG00000073421",GO:1903037,['other'],other
mononuclear cell proliferation,5.425666952447543,"ENSMUSG00000001123,ENSMUSG00000004266,ENSMUSG00000021624,ENSMUSG00000021948,ENSMUSG00000024397,ENSMUSG00000024610,ENSMUSG00000027398,ENSMUSG00000028581,ENSMUSG00000030579,ENSMUSG00000031103,ENSMUSG00000031897,ENSMUSG00000033220,ENSMUSG00000035356,ENSMUSG00000052085,ENSMUSG00000052142,ENSMUSG00000061353",GO:0032943,['other'],other
localization,5.326561531521831,"ENSMUSG00000000290,ENSMUSG00000001123,ENSMUSG00000001751,ENSMUSG00000002111,ENSMUSG00000003283,ENSMUSG00000003814,ENSMUSG00000004207,ENSMUSG00000004266,ENSMUSG00000006445,ENSMUSG00000007891,ENSMUSG00000015340,ENSMUSG00000015947,ENSMUSG00000015950,ENSMUSG00000020077,ENSMUSG00000020437,ENSMUSG00000020573,ENSMUSG00000020865,ENSMUSG00000021025,ENSMUSG00000021242,ENSMUSG00000021281,ENSMUSG00000021948,ENSMUSG00000023010,ENSMUSG00000023992,ENSMUSG00000024066,ENSMUSG00000024164,ENSMUSG00000024397,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024737,ENSMUSG00000024913,ENSMUSG00000025492,ENSMUSG00000026249,ENSMUSG00000026480,ENSMUSG00000026712,ENSMUSG00000026822,ENSMUSG00000027398,ENSMUSG00000027995,ENSMUSG00000028270,ENSMUSG00000028581,ENSMUSG00000028874,ENSMUSG00000029249,ENSMUSG00000029616,ENSMUSG00000030047,ENSMUSG00000030579,ENSMUSG00000030737,ENSMUSG00000032089,ENSMUSG00000032496,ENSMUSG00000033220,ENSMUSG00000033685,ENSMUSG00000034116,ENSMUSG00000034708,ENSMUSG00000034855,ENSMUSG00000035385,ENSMUSG00000037824,ENSMUSG00000038147,ENSMUSG00000039678,ENSMUSG00000040462,ENSMUSG00000041736,ENSMUSG00000042759,ENSMUSG00000044456,ENSMUSG00000045502,ENSMUSG00000046410,ENSMUSG00000048277,ENSMUSG00000048779,ENSMUSG00000051439,ENSMUSG00000052160,ENSMUSG00000056054,ENSMUSG00000056071,ENSMUSG00000058715,ENSMUSG00000058755,ENSMUSG00000059089,ENSMUSG00000060802,ENSMUSG00000061353,ENSMUSG00000079110,ENSMUSG00000079227",GO:0051179,['other'],other
