"term_id","term_name","pathway","pval","NES","size","neg_log10_p"
"GO:0045766","positive regulation of angiogenesis","GO:0045766",0.000337985913092347,1.62023610899049,4,3.47110140029558
"GO:0006954","inflammatory response","GO:0006954",0.000366637881301354,1.76856077160793,8,3.4357626654234
"GO:0008284","positive regulation of cell population proliferation","GO:0008284",0.00044749041848916,1.69192629002812,6,3.3492162592125
"GO:0071222","cellular response to lipopolysaccharide","GO:0071222",0.000551564573062742,1.67504884571692,5,3.25840363629144
"GO:0045944","positive regulation of transcription by RNA polymerase II","GO:0045944",0.000683856936718892,1.6845905212752,6,3.16503474344374
"GO:0045087","innate immune response","GO:0045087",0.000766286434093939,1.61428677962826,4,3.11560886288165
"GO:0043065","positive regulation of apoptotic process","GO:0043065",0.00145101213983784,1.60631892780383,4,2.83832895403881
"GO:0002376","immune system process","GO:0002376",0.00150295779502113,1.65305280368211,5,2.82305321478687
"GO:0001525","angiogenesis","GO:0001525",0.00196428846286381,1.60249435892811,4,2.7067947341505
"GO:0030335","positive regulation of cell migration","GO:0030335",0.00196428846286381,1.60249435892811,4,2.7067947341505
"GO:0045471","response to ethanol","GO:0045471",0.00296088405798591,1.43416376270068,2,2.52857859833944
"GO:0032496","response to lipopolysaccharide","GO:0032496",0.00307388169017734,1.63820268393272,5,2.51231285196052
"GO:0032757","positive regulation of interleukin-8 production","GO:0032757",0.00318277863165921,1.51347425132178,3,2.49719356634039
"GO:0009410","response to xenobiotic stimulus","GO:0009410",0.00320989415434448,1.59378284093341,4,2.49350928813781
"GO:0019221","cytokine-mediated signaling pathway","GO:0019221",0.00320989415434448,1.59378284093341,4,2.49350928813781
"GO:0010628","positive regulation of gene expression","GO:0010628",0.00410249401232492,1.58602746515763,4,2.38695204413621
"GO:0071347","cellular response to interleukin-1","GO:0071347",0.00557148659113109,1.50791693979637,3,2.25402891035857
"GO:0071354","cellular response to interleukin-6","GO:0071354",0.00557148659113109,1.50791693979637,3,2.25402891035857
"GO:0071356","cellular response to tumor necrosis factor","GO:0071356",0.00557148659113109,1.50791693979637,3,2.25402891035857
"GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","GO:0097192",0.00557148659113109,1.50791693979637,3,2.25402891035857
"GO:0030154","cell differentiation","GO:0030154",0.0058661394011121,1.57285395014125,4,2.23164762079386
"GO:0006915","apoptotic process","GO:0006915",0.00605816217960089,1.61665326204075,5,2.21765910459792
"GO:0050729","positive regulation of inflammatory response","GO:0050729",0.00709302841512317,1.56817947707092,4,2.14916830033666
"GO:0010759","positive regulation of macrophage chemotaxis","GO:0010759",0.00785055352563795,1.42877496390328,2,2.10509972100568
"GO:0043525","positive regulation of neuron apoptotic process","GO:0043525",0.00898413789387834,1.50047411186056,3,2.04652359088608
"GO:0007165","signal transduction","GO:0007165",0.0094455282017229,1.55872429290594,4,2.02477375095766
"GO:0032760","positive regulation of tumor necrosis factor production","GO:0032760",0.0094455282017229,1.55872429290594,4,2.02477375095766
"GO:0016525","negative regulation of angiogenesis","GO:0016525",0.0105198532977724,1.49690155445137,3,1.97799031649522
"GO:0050830","defense response to Gram-positive bacterium","GO:0050830",0.0105198532977724,1.49690155445137,3,1.97799031649522
"GO:0070372","regulation of ERK1 and ERK2 cascade","GO:0070372",0.0105198532977724,1.49690155445137,3,1.97799031649522
"GO:0000122","negative regulation of transcription by RNA polymerase II","GO:0000122",0.0133747964261285,1.53822035421109,4,1.87371281952594
"GO:0002544","chronic inflammatory response","GO:0002544",0.015434163940953,1.48876406257487,3,1.8115168910063
