"term_id","term_name","pval","NES","size","neg_log10_p"
"GO:0002376","immune system process",1.62003605855112e-06,1.97307740194098,13,5.7904753188799
"GO:0045087","innate immune response",7.04359904575917e-05,1.89684702435487,10,4.15220537405206
"GO:0007165","signal transduction",0.000215397372219905,1.89847035790889,11,3.6667595992616
"GO:0006954","inflammatory response",0.000322277689632941,1.89017669900744,11,3.49176975841778
"GO:0008284","positive regulation of cell population proliferation",0.000329416752377975,1.75754576737502,7,3.48225431870508
"GO:0001516","prostaglandin biosynthetic process",0.000437410022640725,1.35069567152262,1,3.35911126993192
"GO:0001961","positive regulation of cytokine-mediated signaling pathway",0.000437410022640725,1.35069567152262,1,3.35911126993192
"GO:0002250","adaptive immune response",0.000437410022640725,1.35069567152262,1,3.35911126993192
"GO:0002286","T cell activation involved in immune response",0.000437410022640725,1.35069567152262,1,3.35911126993192
"GO:0002606","positive regulation of dendritic cell antigen processing and presentation",0.000437410022640725,1.35069567152262,1,3.35911126993192
"GO:0002821","positive regulation of adaptive immune response",0.000437410022640725,1.35069567152262,1,3.35911126993192
"GO:0002830","positive regulation of type 2 immune response",0.000437410022640725,1.35069567152262,1,3.35911126993192
"GO:0002906","negative regulation of mature B cell apoptotic process",0.000437410022640725,1.35069567152262,1,3.35911126993192
"GO:0006457","protein folding",0.000437410022640725,1.35069567152262,1,3.35911126993192
"GO:0019882","antigen processing and presentation",0.000437410022640725,1.35069567152262,1,3.35911126993192
"GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II",0.000437410022640725,1.35069567152262,1,3.35911126993192
"GO:0030336","negative regulation of cell migration",0.000437410022640725,1.35069567152262,1,3.35911126993192
"GO:0030890","positive regulation of B cell proliferation",0.000437410022640725,1.35069567152262,1,3.35911126993192
"GO:0031394","positive regulation of prostaglandin biosynthetic process",0.000437410022640725,1.35069567152262,1,3.35911126993192
"GO:0032757","positive regulation of interleukin-8 production",0.000437410022640725,1.35069567152262,1,3.35911126993192
"GO:0034341","response to type II interferon",0.000437410022640725,1.35069567152262,1,3.35911126993192
"GO:0043123","positive regulation of canonical NF-kappaB signal transduction",0.000437410022640725,1.35069567152262,1,3.35911126993192
"GO:0043518","negative regulation of DNA damage response, signal transduction by p53 class mediator",0.000437410022640725,1.35069567152262,1,3.35911126993192
"GO:0045059","positive thymic T cell selection",0.000437410022640725,1.35069567152262,1,3.35911126993192
"GO:0045060","negative thymic T cell selection",0.000437410022640725,1.35069567152262,1,3.35911126993192
"GO:0045581","negative regulation of T cell differentiation",0.000437410022640725,1.35069567152262,1,3.35911126993192
"GO:0045582","positive regulation of T cell differentiation",0.000437410022640725,1.35069567152262,1,3.35911126993192
