"cluster","cluster_label","ParentTerm","pct_coverage","enrichment_score"
11,"NFAT-related factors","regulation of proteolysis",12.751677852349,1.82510591574025
11,"NFAT-related factors","respiratory burst",3.35570469798658,1.57929179723567
11,"NFAT-related factors","response to external stimulus",80.5369127516778,2.52960547883808
12,"Nuclear factor 1","actin cytoskeleton organization",23.5294117647059,1.5469821756871
12,"Nuclear factor 1","apoptotic process",29.4117647058824,1.64181098514682
12,"Nuclear factor 1","catabolic process",17.6470588235294,1.4688067131083
12,"Nuclear factor 1","cell activation",58.8235294117647,1.96115804735364
12,"Nuclear factor 1","cell junction disassembly",0,0
12,"Nuclear factor 1","cell killing",5.88235294117647,8.50672248214016
12,"Nuclear factor 1","cell population proliferation",29.4117647058824,1.70190710023492
12,"Nuclear factor 1","cellular process",100,2.1719390367128
12,"Nuclear factor 1","immune system process",58.8235294117647,1.88964909637855
12,"Nuclear factor 1","leukocyte cell-cell adhesion",17.6470588235294,0
12,"Nuclear factor 1","leukocyte differentiation",23.5294117647059,1.62850920937616
12,"Nuclear factor 1","phagocytosis",47.0588235294118,1.80977888901083
12,"Nuclear factor 1","phagocytosis, engulfment",5.88235294117647,0
12,"Nuclear factor 1","positive regulation of biological process",94.1176470588235,2.12828516474333
12,"Nuclear factor 1","reactive oxygen species metabolic process",11.7647058823529,1.34811748445647
12,"Nuclear factor 1","regulation of lipid metabolic process",5.88235294117647,1.46308407324739
12,"Nuclear factor 1","regulation of proteolysis",11.7647058823529,1.45558579002617
12,"Nuclear factor 1","respiratory burst",11.7647058823529,1.42871522520634
12,"Nuclear factor 1","response to external stimulus",94.1176470588235,2.10607965014243
13,"Runt-related factors","actin cytoskeleton organization",12.8712871287129,1.93052498829443
13,"Runt-related factors","apoptotic process",21.7821782178218,2.04789700127586
13,"Runt-related factors","catabolic process",18.8118811881188,1.96891101021107
13,"Runt-related factors","cell activation",61.3861386138614,2.55200431622623
13,"Runt-related factors","cell junction disassembly",3.96039603960396,1.64687942024348
13,"Runt-related factors","cell killing",8.91089108910891,1.80043416390739
13,"Runt-related factors","cell population proliferation",28.7128712871287,2.24331691585106
13,"Runt-related factors","cellular process",92.0792079207921,2.70726082881577
13,"Runt-related factors","immune system process",57.4257425742574,2.48807718334498
13,"Runt-related factors","leukocyte cell-cell adhesion",24.7524752475248,0
13,"Runt-related factors","leukocyte differentiation",48.5148514851485,2.44597521883399
13,"Runt-related factors","phagocytosis",37.6237623762376,2.32322462043114
13,"Runt-related factors","phagocytosis, engulfment",1.98019801980198,0
13,"Runt-related factors","positive regulation of biological process",80.1980198019802,2.67483233998836
13,"Runt-related factors","reactive oxygen species metabolic process",10.8910891089109,1.811859171276
13,"Runt-related factors","regulation of lipid metabolic process",5.94059405940594,1.58631331871049
13,"Runt-related factors","regulation of proteolysis",12.8712871287129,1.82556962303824
13,"Runt-related factors","respiratory burst",4.95049504950495,4.88755336148657
13,"Runt-related factors","response to external stimulus",78.2178217821782,2.6529809502532
14,"SMAD factors","actin cytoskeleton organization",14.5833333333333,1.77203177376279
14,"SMAD factors","apoptotic process",29.1666666666667,2.02607881676548
14,"SMAD factors","catabolic process",18.75,1.87671260073738
14,"SMAD factors","cell activation",54.1666666666667,2.33482157375191
14,"SMAD factors","cell junction disassembly",6.25,1.56155353497542
14,"SMAD factors","cell killing",4.16666666666667,1.4361814474912
14,"SMAD factors","cell population proliferation",33.3333333333333,2.10371527427632
14,"SMAD factors","cellular process",91.6666666666667,2.55456289968221
14,"SMAD factors","immune system process",47.9166666666667,2.2463817985719
14,"SMAD factors","leukocyte cell-cell adhesion",20.8333333333333,0
14,"SMAD factors","leukocyte differentiation",47.9166666666667,2.31714407303351
14,"SMAD factors","phagocytosis",52.0833333333333,2.29667251830587
14,"SMAD factors","phagocytosis, engulfment",6.25,0
14,"SMAD factors","positive regulation of biological process",77.0833333333333,2.49415202003691
14,"SMAD factors","reactive oxygen species metabolic process",12.5,1.70036497355205
14,"SMAD factors","regulation of lipid metabolic process",14.5833333333333,1.81470700121067
14,"SMAD factors","regulation of proteolysis",12.5,1.77803034715079
14,"SMAD factors","respiratory burst",4.16666666666667,1.42871522520634
14,"SMAD factors","response to external stimulus",79.1666666666667,2.48527497613414
15,"SOX-related factors","actin cytoskeleton organization",25,1.33818354684232
15,"SOX-related factors","apoptotic process",50,1.56014292547479
15,"SOX-related factors","catabolic process",12.5,1.46308407324739
15,"SOX-related factors","cell activation",62.5,1.64523083920389
15,"SOX-related factors","cell junction disassembly",0,0
15,"SOX-related factors","cell killing",0,0
15,"SOX-related factors","cell population proliferation",37.5,1.4947558590714
15,"SOX-related factors","cellular process",100,1.80103241069413
15,"SOX-related factors","immune system process",87.5,1.7441310382171
15,"SOX-related factors","leukocyte cell-cell adhesion",12.5,0
15,"SOX-related factors","leukocyte differentiation",25,1.37040486137624
15,"SOX-related factors","phagocytosis",50,1.54988572962701
15,"SOX-related factors","phagocytosis, engulfment",25,0
15,"SOX-related factors","positive regulation of biological process",100,1.79417342704212
15,"SOX-related factors","reactive oxygen species metabolic process",12.5,1.46308407324739
15,"SOX-related factors","regulation of lipid metabolic process",12.5,1.46308407324739
15,"SOX-related factors","regulation of proteolysis",0,0
15,"SOX-related factors","respiratory burst",0,0
15,"SOX-related factors","response to external stimulus",100,1.81877512052729
16,"STAT factors","actin cytoskeleton organization",9.9290780141844,1.93564738470673
