"term_id","term_name","pval","NES","size","neg_log10_p"
"GO:0002376","immune system process",2.16805308820003e-11,2.20924134430114,27,10.6639300876179
"GO:0007165","signal transduction",1.96380304893662e-10,2.19166935545435,28,9.70690207003637
"GO:0006954","inflammatory response",2.42899263751822e-08,2.12429004163932,22,7.61457380157612
"GO:0019882","antigen processing and presentation",6.49224746114506e-08,1.85030165404463,7,7.18760493478518
"GO:0009617","response to bacterium",7.8550832645563e-08,1.93812653292103,11,7.10484920704085
"GO:0045087","innate immune response",8.96295199682672e-08,2.04985209444185,16,7.04754892953581
"GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II",2.9400618024515e-07,1.78556727480188,6,6.53164354027439
"GO:0006955","immune response",8.30259374157665e-07,1.99434943144454,15,6.08078621224031
"GO:0008284","positive regulation of cell population proliferation",1.7879057557958e-06,2.00349992398438,16,5.74765537749567
"GO:0050778","positive regulation of immune response",2.11325595285388e-06,1.72925500424258,5,5.6750478989817
"GO:0050870","positive regulation of T cell activation",2.11325595285388e-06,1.72925500424258,5,5.6750478989817
"GO:0010628","positive regulation of gene expression",3.30905603813953e-06,1.99247426573861,16,5.4802958780959
"GO:0019221","cytokine-mediated signaling pathway",4.48599847436956e-06,1.90016941835107,10,5.348140878451
"GO:0030335","positive regulation of cell migration",6.96203519292714e-06,1.88931497052984,11,5.1572637856976
"GO:0030593","neutrophil chemotaxis",8.33257437355656e-06,1.77303209112542,6,5.07922080129407
"GO:0071222","cellular response to lipopolysaccharide",9.57096637688873e-06,1.93709327334717,13,5.01904420945812
"GO:0045944","positive regulation of transcription by RNA polymerase II",1.10641303856468e-05,1.92561193032894,12,4.95608271490948
"GO:0008285","negative regulation of cell population proliferation",1.56541228395418e-05,1.84235952113579,8,4.80537126254847
"GO:0006935","chemotaxis",1.66983888357704e-05,1.87391771084848,11,4.777325430259
"GO:0007186","G protein-coupled receptor signaling pathway",2.5664100829809e-05,1.9783933419221,14,4.59067394712475
"GO:0006915","apoptotic process",2.58601399045089e-05,1.86682637507741,11,4.58736912989677
"GO:0043066","negative regulation of apoptotic process",2.58601399045089e-05,1.86682637507741,11,4.58736912989677
"GO:0007166","cell surface receptor signaling pathway",2.81913516792111e-05,1.8114470086421,7,4.54988410068925
"GO:0045893","positive regulation of DNA-templated transcription",2.97021787209223e-05,1.86398984076898,11,4.52721169304743
"GO:0002250","adaptive immune response",2.97488694892077e-05,1.81024034263582,7,4.52652953359687
"GO:0002503","peptide antigen assembly with MHC class II protein complex",3.21709013414264e-05,1.64088095123749,4,4.49253677117375
"GO:0032496","response to lipopolysaccharide",4.12682547601259e-05,1.9046486106819,12,4.3843838971045
"GO:0038094","Fc-gamma receptor signaling pathway",4.48145835308553e-05,1.63874772067166,4,4.34858063519078
"GO:0006911","phagocytosis, engulfment",4.49754481944999e-05,1.71351815422997,5,4.34702450007962
"GO:0050830","defense response to Gram-positive bacterium",4.6082051333439e-05,1.86307435791205,10,4.33646819662121
"GO:0030154","cell differentiation",4.96042004019775e-05,1.86218137868694,10,4.30448154661136
"GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",4.96042004019775e-05,1.86218137868694,10,4.30448154661136
"GO:0007015","actin filament organization",5.00789639490944e-05,1.71295612387238,5,4.30034466453895
"GO:0032760","positive regulation of tumor necrosis factor production",5.43004036242115e-05,1.85898373225057,10,4.2651969422138
"GO:0042742","defense response to bacterium",5.72355327240868e-05,1.85790840715306,10,4.24233427059692
"GO:0001916","positive regulation of T cell mediated cytotoxicity",0.000129117915560958,1.45988379151318,2,3.88901349367901
"GO:0002474","antigen processing and presentation of peptide antigen via MHC class I",0.000129117915560958,1.45988379151318,2,3.88901349367901
"GO:0048002","antigen processing and presentation of peptide antigen",0.000133544768139836,1.45978945330372,2,3.87437312158875
"GO:0007264","small GTPase-mediated signal transduction",0.000137968270124342,1.63224136744587,4,3.8602207809492
"GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",0.000168016884007586,1.54809328122093,3,3.77464707385219
"GO:0010759","positive regulation of macrophage chemotaxis",0.000184146175871047,1.54728824051307,3,3.73483729562713
"GO:0045766","positive regulation of angiogenesis",0.00019846263577644,1.74471186133787,6,3.70232124508998
"GO:0001788","antibody-dependent cellular cytotoxicity",0.000219093054184877,1.54608067945128,3,3.6593713904767
"GO:0070374","positive regulation of ERK1 and ERK2 cascade",0.000225351362199023,1.77712471634042,7,3.64713981237121
"GO:0050766","positive regulation of phagocytosis",0.000231688201185416,1.70059145600533,5,3.6350960822676
"GO:0050776","regulation of immune response",0.000245304203735887,1.74122986587219,6,3.61029500930011
"GO:0001525","angiogenesis",0.000255093679317916,1.74030133374801,6,3.59330030215602
"GO:0016477","cell migration",0.000255093679317916,1.74030133374801,6,3.59330030215602
"GO:0001516","prostaglandin biosynthetic process",0.000266293046719082,1.36855064088699,1,3.57464017344449
"GO:0001961","positive regulation of cytokine-mediated signaling pathway",0.000266293046719082,1.36855064088699,1,3.57464017344449
"GO:0002286","T cell activation involved in immune response",0.000266293046719082,1.36855064088699,1,3.57464017344449
"GO:0002606","positive regulation of dendritic cell antigen processing and presentation",0.000266293046719082,1.36855064088699,1,3.57464017344449
"GO:0002821","positive regulation of adaptive immune response",0.000266293046719082,1.36855064088699,1,3.57464017344449
"GO:0002830","positive regulation of type 2 immune response",0.000266293046719082,1.36855064088699,1,3.57464017344449
"GO:0002906","negative regulation of mature B cell apoptotic process",0.000266293046719082,1.36855064088699,1,3.57464017344449
"GO:0030336","negative regulation of cell migration",0.000266293046719082,1.36855064088699,1,3.57464017344449
"GO:0030890","positive regulation of B cell proliferation",0.000266293046719082,1.36855064088699,1,3.57464017344449
"GO:0043518","negative regulation of DNA damage response, signal transduction by p53 class mediator",0.000266293046719082,1.36855064088699,1,3.57464017344449
"GO:0045059","positive thymic T cell selection",0.000266293046719082,1.36855064088699,1,3.57464017344449
"GO:0045060","negative thymic T cell selection",0.000266293046719082,1.36855064088699,1,3.57464017344449
"GO:0045581","negative regulation of T cell differentiation",0.000266293046719082,1.36855064088699,1,3.57464017344449
"GO:0045657","positive regulation of monocyte differentiation",0.000266293046719082,1.36855064088699,1,3.57464017344449
"GO:0046597","host-mediated suppression of symbiont invasion",0.000266293046719082,1.36855064088699,1,3.57464017344449
"GO:0046598","positive regulation of viral entry into host cell",0.000266293046719082,1.36855064088699,1,3.57464017344449
"GO:0048146","positive regulation of fibroblast proliferation",0.000266293046719082,1.36855064088699,1,3.57464017344449
"GO:1902166","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator",0.000266293046719082,1.36855064088699,1,3.57464017344449
"GO:0043065","positive regulation of apoptotic process",0.000266319482648312,1.78825584665732,8,3.57459706151015
"GO:0032755","positive regulation of interleukin-6 production",0.000275329197812329,1.82167730133927,9,3.560147730574
"GO:0006355","regulation of DNA-templated transcription",0.000321897920946652,1.78172396796175,8,3.49228182829827
"GO:2000406","positive regulation of T cell migration",0.000322738722379303,1.62466839893717,4,3.49114892456583
"GO:0035556","intracellular signal transduction",0.000329938807453059,1.8186691648846,9,3.48156659966683
"GO:0043408","regulation of MAPK cascade",0.000331136209790307,1.54306177679679,3,3.47999332648959
"GO:0042130","negative regulation of T cell proliferation",0.000346771903831496,1.45761967448596,2,3.45995609719712
"GO:0006357","regulation of transcription by RNA polymerase II",0.000359537858506136,1.77042036442825,7,3.44425537266736
"GO:0032722","positive regulation of chemokine production",0.00038628142179043,1.73507834054948,6,3.41309617875117
"GO:0045582","positive regulation of T cell differentiation",0.000431799720502417,1.53994224405382,3,3.3647176431141
"GO:0000122","negative regulation of transcription by RNA polymerase II",0.000461912537077641,1.81202619688054,9,3.33544025011598
"GO:0009410","response to xenobiotic stimulus",0.000468881487410988,1.73240881069246,6,3.32893691393202
"GO:0090023","positive regulation of neutrophil chemotaxis",0.000600411620123649,1.53722523166478,3,3.22155091118769
"GO:0050829","defense response to Gram-negative bacterium",0.000620814419791737,1.68631588492246,5,3.2070382041802
"GO:0006508","proteolysis",0.000634495104186779,1.76052570317668,7,3.19757172460611
"GO:0042590","antigen processing and presentation of exogenous peptide antigen via MHC class I",0.000652620063048778,1.53611830069147,3,3.185339579127
"GO:0010467","gene expression",0.000653020184371813,1.76004303677416,7,3.18507339479564
"GO:0006897","endocytosis",0.000675119006177966,1.72590908582319,6,3.17061966543434
"GO:0006952","defense response",0.000801221091891803,1.75509445434957,7,3.09624762656312
"GO:0045824","negative regulation of innate immune response",0.000830286584040254,1.45563857208714,2,3.08077197944922
"GO:1902564","negative regulation of neutrophil activation",0.000830286584040254,1.45563857208714,2,3.08077197944922
"GO:0007204","positive regulation of cytosolic calcium ion concentration",0.000847533948106635,1.75376837354146,7,3.07184289704216
"GO:0043525","positive regulation of neuron apoptotic process",0.000847533948106635,1.75376837354146,7,3.07184289704216
"GO:0006887","exocytosis",0.000851012823385227,1.53350191839091,3,3.07006389575151
"GO:0031640","killing of cells of another organism",0.000861454568316296,1.53340128830243,3,3.06476762158195
"GO:0050921","positive regulation of chemotaxis",0.000861454568316296,1.53340128830243,3,3.06476762158195
"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide",0.000861454568316296,1.53340128830243,3,3.06476762158195
"GO:0090026","positive regulation of monocyte chemotaxis",0.000861454568316296,1.53340128830243,3,3.06476762158195
"GO:0006958","complement activation, classical pathway",0.000871896314797029,1.53330065821395,3,3.05953515794457
"GO:0098883","synapse pruning",0.000871896314797029,1.53330065821395,3,3.05953515794457
"GO:1905146","lysosomal protein catabolic process",0.000871896314797029,1.53320002812547,3,3.05953515794457
"GO:0042554","superoxide anion generation",0.000906520017605307,1.61144236942902,4,3.04262260145315
"GO:0071333","cellular response to glucose stimulus",0.00096662019978041,1.61080240025927,4,3.0147441335076
"GO:0043547","positive regulation of GTPase activity",0.00097693468811779,1.68114520563261,5,3.01013446958539
"GO:0007155","cell adhesion",0.000990848354694439,1.71836476231421,6,3.00399280743083
"GO:0032956","regulation of actin cytoskeleton organization",0.00099492464576781,1.75087237512636,7,3.0022098108789
"GO:0043410","positive regulation of MAPK cascade",0.00099492464576781,1.75087237512636,7,3.0022098108789
"GO:0050728","negative regulation of inflammatory response",0.00099492464576781,1.75087237512636,7,3.0022098108789
"GO:0006968","cellular defense response",0.000999730433503217,1.45507254283033,2,3.00011708702414
"GO:0050665","hydrogen peroxide biosynthetic process",0.000999730433503217,1.45507254283033,2,3.00011708702414
"GO:1901224","positive regulation of non-canonical NF-kappaB signal transduction",0.00101487272969254,1.68035836313198,5,2.9935884171181
"GO:0006886","intracellular protein transport",0.00102852266587544,1.53148931662126,3,2.98778613318057
"GO:0030316","osteoclast differentiation",0.00114183050797548,1.71383816820882,6,2.94239835748593
"GO:0071456","cellular response to hypoxia",0.0012244797166617,1.52907419449767,3,2.91204840450812
"GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand",0.0012244797166617,1.52907419449767,3,2.91204840450812
"GO:1904646","cellular response to amyloid-beta",0.0012244797166617,1.52907419449767,3,2.91204840450812
"GO:0045892","negative regulation of DNA-templated transcription",0.0012322401043828,1.74447704529303,7,2.90930466080091
"GO:0001771","immunological synapse formation",0.001559366493135,1.36775645971683,1,2.80705180191149
"GO:0035023","regulation of Rho protein signal transduction",0.001559366493135,1.36775645971683,1,2.80705180191149
"GO:0036336","dendritic cell migration",0.001559366493135,1.36775645971683,1,2.80705180191149
"GO:0070233","negative regulation of T cell apoptotic process",0.001559366493135,1.36775645971683,1,2.80705180191149
"GO:0032743","positive regulation of interleukin-2 production",0.00161548195692792,1.52696096263953,3,2.79169788818821
"GO:0010977","negative regulation of neuron projection development",0.00171837754709812,1.52675970246256,3,2.76488141058197
"GO:0001774","microglial cell activation",0.00189674600324223,1.70408858090491,6,2.72199082239329
"GO:0002523","leukocyte migration involved in inflammatory response",0.00190352975266319,1.45243107296523,2,2.7204403306613
"GO:0030217","T cell differentiation",0.001905064191332,1.60013624743011,4,2.72009038614501
"GO:0010595","positive regulation of endothelial cell migration",0.00200377131899108,1.59928295520378,4,2.69815184396609
"GO:0038095","Fc-epsilon receptor signaling pathway",0.0020593725845616,1.45186504370843,2,2.68626507310966
"GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway",0.00206440037435571,1.70292791574969,6,2.68520607084767
"GO:0045471","response to ethanol",0.0021293602092761,1.52303638918869,3,2.67175086572536
"GO:0050821","protein stabilization",0.0021293602092761,1.52243260865779,3,2.67175086572536
"GO:0098586","cellular response to virus",0.0021293602092761,1.52243260865779,3,2.67175086572536
"GO:0006909","phagocytosis",0.00213879120322992,1.70037445240818,6,2.66983161080536
"GO:0019216","regulation of lipid metabolic process",0.00225103435653916,1.52072189715359,3,2.64761787650481
"GO:0010757","negative regulation of plasminogen activation",0.00233215055555145,1.52021874671117,3,2.63224341646249
"GO:0045730","respiratory burst",0.00233215055555145,1.52031937679965,3,2.63224341646249
"GO:0032729","positive regulation of type II interferon production",0.00235393476468646,1.59448318643066,4,2.62820557706152
"GO:0043524","negative regulation of neuron apoptotic process",0.00249438316017498,1.51971559626876,3,2.60303683410992
"GO:0072593","reactive oxygen species metabolic process",0.00249438316017498,1.51971559626876,3,2.60303683410992
"GO:0120162","positive regulation of cold-induced thermogenesis",0.00249438316017498,1.51971559626876,3,2.60303683410992
"GO:0002476","antigen processing and presentation of endogenous peptide antigen via MHC class Ib",0.00254821549090767,1.36696227854667,1,2.5937638484894
"GO:0002486","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent",0.00254821549090767,1.36696227854667,1,2.5937638484894
"GO:0036006","cellular response to macrophage colony-stimulating factor stimulus",0.00256688244661869,1.45054430877588,2,2.59059401989647
"GO:0006811","monoatomic ion transport",0.00274300666178775,1.59202997127995,4,2.56177313764733
"GO:0016525","negative regulation of angiogenesis",0.00281884902937404,1.51790425467606,3,2.54992818325061
"GO:0030182","neuron differentiation",0.00281884902937404,1.51790425467606,3,2.54992818325061
"GO:0070372","regulation of ERK1 and ERK2 cascade",0.00281884902937404,1.51790425467606,3,2.54992818325061
"GO:0001798","positive regulation of type IIa hypersensitivity",0.00283014632915068,1.44941225026227,2,2.54819110924611
"GO:0042632","cholesterol homeostasis",0.00297645027692116,1.59085669446874,4,2.52630136815645
"GO:0010976","positive regulation of neuron projection development",0.0033127979802863,1.44771416249185,2,2.47980504728193
