"baseMean_MN","baseMean_RGC","Betweenness Dir","EAE_Combined_Score","ensembl_id","InDegree","is_sig_MN","is_sig_RGC","lfcSE_MN","lfcSE_RGC","log2FoldChange_MN","log2FoldChange_RGC","name","OutDegree","padj_MN","padj_RGC","pvalue_MN","pvalue_RGC","Regulatory function","selected","shared name","Specificity","stat_MN","stat_RGC"
"34.7801668705895","5.38847922229841","0.0","7.31566276613222","ENSMUSG00000053175","0.0","true","false","0.752893336514444","0.651972634159853","7.31566276613222","0.730459003971295","Bcl3","27.0","7.59961062953863E-20","0.912384203153893","2.5586156441349E-22","0.262550619970503","Regulator","false","Bcl3","MN_Only","9.71673198756205","1.12038292053865"
"142.434049361981","104.189960198124","0.0","2.502536247161261","ENSMUSG00000021025","29.0","true","true","0.966303259251138","0.322627034531412","4.18573870889011","0.819333785432412","Nfkbia","0.0","4.01008649841746E-4","0.536555242972736","1.47960454146638E-5","0.011098898262281","Regulated","false","Nfkbia","Both","4.33170298125038","2.53956952684521"
"24.057294502576","15.213788354226","0.0","5.38895147940725","ENSMUSG00000027398","31.0","true","true","1.61538878532871","0.97128158547407","7.98470063668762","2.79320232212688","Il1b","0.0","3.06910331643545E-5","0.367057331401216","7.69700914180941E-7","0.00403017148823901","Regulated","false","Il1b","Both","4.94289715838458","2.87579046478427"
"9.96398493650665","4.53587151660809","0.0","5.28171278494641","ENSMUSG00000089929","30.0","true","true","1.62460775847605","0.985927640945144","8.46552612934784","2.09789944054498","Bcl2a1b","0.0","8.85559438752954E-6","0.690111701055","1.88015574120285E-7","0.0333500850649182","Regulated","false","Bcl2a1b","Both","5.21081232388603","2.1278432142686"
"44.7684972640982","318.384485372595","0.0","1.611651206964521","ENSMUSG00000052837","37.0","true","true","1.0530472758881","0.331424227286154","2.34168410992212","0.881618304006922","Junb","0.0","0.124946530713208","0.463959712803425","0.026167172297228","0.00781197518860342","Regulated","false","Junb","Both","2.2237217298219","2.66009009427584"
"142.979281431293","21.1963732009806","0.0","3.9718541389732303","ENSMUSG00000033220","31.0","true","true","1.01206542328582","0.49792479064657","6.82601986582868","1.11768841211778","Rac2","0.0","1.47856929472982E-9","0.652203604541191","1.53403850147178E-11","0.0247878322508663","Regulated","false","Rac2","Both","6.74464289439612","2.2446932410544"
"621.998790141765","262.624458495015","116.0","4.57710415073374","ENSMUSG00000026104","16.0","true","false","0.477543249606437","0.176442225425861","4.57710415073374","0.356000236978401","Stat1","26.0","2.64641498259776E-19","0.706306104505011","9.27354432544221E-22","0.0436267918360039","Regulator","false","Stat1","MN_Only","9.58469029665045","2.01765895957817"
"209.986401265956","70.1526644432793","0.0","1.164458955625621","ENSMUSG00000021948","37.0","true","true","0.76685987590329","0.343177221851767","1.58826287627987","0.740655034971372","Prkcd","0.0","0.160208324596071","0.680309564031789","0.0383470898295614","0.0309100311470919","Regulated","false","Prkcd","Both","2.07112528140691","2.15822900766792"
"14.3366004819247","21.3871368015868","0.0","5.167720866016495","ENSMUSG00000046410","14.0","true","true","1.72297606355227","0.646331595159322","9.0073033867979","1.32813834523509","Kcnk6","0.0","8.13398316050322E-6","0.696855418224102","1.7157708054655E-7","0.0398899274670067","Regulated","false","Kcnk6","Both","5.22775886289882","2.05488692674494"
"34.0768697472671","19.7557029418307","0.0","3.570819465430795","ENSMUSG00000027995","21.0","true","true","1.13370904763392","0.607136301508262","5.33525469589506","1.80638423496653","Tlr2","0.0","8.81626031252215E-5","0.317495448295884","2.52602758713875E-6","0.00292746788844248","Regulated","false","Tlr2","Both","4.70601756864326","2.97525321822969"
"65.8231451311285","106.305326512891","0.0","2.6999943316788597","ENSMUSG00000053113","28.0","true","true","0.992079408614093","0.518654582455413","3.88901502265928","1.51097364069844","Socs3","0.0","0.00180447921100501","0.347466574145293","8.85253646184953E-5","0.00357681095090176","Regulated","false","Socs3","Both","3.92006424978836","2.91325612808662"
"935.339539854557","1936.35343875107","0.0","1.52073358506009","ENSMUSG00000003814","16.0","true","false","0.380489924370479","0.115082273427589","1.52073358506009","0.254229051340668","Calr","0.0","0.00137429546595626","0.675876757237634","6.42105893122343E-5","0.0271672020549109","Regulated","false","Calr","MN_Only","3.99677754299578","2.2091069612092"
"83.6326864267069","26.5664594181799","0.0","3.005366172277855","ENSMUSG00000026628","38.0","true","true","1.34728812440404","0.779776978557399","4.48142675689519","1.52930558766052","Atf3","0.0","0.0108840528909534","0.724996727190948","8.80206833355238E-4","0.0498546535053997","Regulated","false","Atf3","Both","3.32625714998973","1.96120894783244"
"20.7582878320258","16.8714429402578","0.0","3.01861451209698","ENSMUSG00000026480","23.0","true","true","1.21162863494676","0.61476828361922","4.51270933100788","1.52451969318608","Ncf2","0.0","0.00336358423562075","0.566187782036808","1.95703685341116E-4","0.0131445718479694","Regulated","false","Ncf2","Both","3.72449874561291","2.47982814632375"
"146.046969147504","12.8374680806158","0.0","3.7044001161352953","ENSMUSG00000026822","12.0","true","true","1.14502320335672","1.06533581601656","2.81379731774554","4.59500291452505","Lcn2","0.0","0.0822367203013902","0.017684101688568","0.0139940881082738","1.60910843390064E-5","Regulated","false","Lcn2","Both","2.45741510695738","4.31319668919648"
"7.89369334850777","13.6837434826108","0.0","5.519295508156445","ENSMUSG00000024401","24.0","true","true","2.95837073009974","1.06083263422265","8.10147789082943","2.93711312548346","Tnf","0.0","0.0471050870452277","0.423662553453052","0.00617214518312829","0.0056282741405046","Regulated","false","Tnf","Both","2.73849312001417","2.76868662476215"
"17.8689896118011","17.2220808863555","0.0","5.37219330132121","ENSMUSG00000044583","18.0","true","true","1.7154998215513","0.60488122213343","9.34051403052991","1.40387257211251","Tlr7","0.0","2.68655015985269E-6","0.627903743539516","5.18703170893642E-8","0.0202919074529985","Regulated","false","Tlr7","Both","5.44477703418437","2.32090618908788"
"1287.90503344838","817.784352433946","0.0","0.981539653689279","ENSMUSG00000042751","13.0","true","false","0.333472373513943","0.171040395463472","0.981539653689279","0.335982795285842","Nmnat2","0.0","0.0295114300278656","0.724996727190948","0.00324637896623696","0.0494897917671183","Regulated","false","Nmnat2","MN_Only","2.94339121213062","1.96434762896463"
"322.45636537179","46.7960760246606","0.0","4.51570135362823","ENSMUSG00000015950","26.0","true","true","1.00930607213277","0.491535713468196","7.4426751612425","1.58872754601396","Ncf1","0.0","2.02433845028582E-11","0.217975788786506","1.65518947082597E-13","0.00122853455267241","Regulated","false","Ncf1","Both","7.37405170417267","3.23217113727945"
"555.599898675846","13.3388916693305","0.0","2.5652147474648648","ENSMUSG00000024164","10.0","true","true","0.406811793753593","0.624635390427242","3.8025885961287","1.32784089880103","C3","0.0","2.33696937759951E-18","0.690111701055","8.99204927480915E-21","0.0335211181672642","Regulated","false","C3","Both","9.34729192839461","2.12578556891054"
"107.682981437196","114.547780451374","0.0","2.14068434905149","ENSMUSG00000024927","0.0","true","false","0.593593308909315","0.177766199744104","2.14068434905149","0.164399170108524","Rela","31.0","0.00483953700665821","0.940952244979022","3.10576306459995E-4","0.355067057366048","Regulator","false","Rela","MN_Only","3.60631482350237","0.924805561153795"
"102.441267442713","116.858420748964","0.0","-1.69731721139441","ENSMUSG00000031902","0.0","true","false","0.804528218784189","0.165812721096843","-1.69731721139441","-0.190133789657518","Nfatc3","29.0","0.15085105878399","0.908383582099212","0.0348837729630558","0.251514750493114","Regulator","false","Nfatc3","MN_Only","-2.1097050069411","-1.14667794123269"
"313.854577897669","237.665855660315","0.0","1.62344881501457","ENSMUSG00000021686","0.0","true","false","0.704967660910135","0.120650475226194","1.62344881501457","-0.0359698221030617","Ap3b1","29.0","0.109392240031043","0.993485073164754","0.0212861635129802","0.765602073463722","Regulator","false","Ap3b1","MN_Only","2.30286991167602","-0.298132452736933"
"61.2315376340414","63.2042402944783","0.0","2.60264264328028","ENSMUSG00000002147","0.0","true","false","1.13258657556162","0.295815958596141","2.60264264328028","0.330553226861984","Stat6","25.0","0.110274241503439","0.912384203153893","0.0215638650074747","0.263811091503735","Regulator","false","Stat6","MN_Only","2.29796352829777","1.11742864864592"
"911.402216589461","836.062449164162","0.0","0.8214697276831046","ENSMUSG00000021190","14.0","true","true","0.389229098474012","0.243977283512063","1.03945318374745","0.603486271618759","Lgmn","0.0","0.0543064182524858","0.566187782036808","0.00757285905274684","0.0133783819312056","Regulated","false","Lgmn","Both","2.67054335819873","2.47353467885022"
