"human_symbol","rank","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","subtype"
"HK3","Rank 1",5.86273548507156,-0.772386229196373,0.627091614239629,-1.23169599410593,0.218062666796456,NA,"NEU_EXC_LOWER"
"HK3","Rank 1",10.4625681843438,-0.940405839027121,0.729556956381142,-1.28900948829529,0.197394787969396,0.357838827451909,"NEU_EXC_UPPER"
"IFI30","Rank 2",2.25691731026495,-0.184523075257087,1.41644848295308,-0.130271645935462,0.896351512144889,NA,"NEU_INH"
"IL1B","Rank 1",1.20210154619251,-1.24406237921969,1.85224153602803,-0.671652349340719,0.501805043310455,NA,"NEU_INH"
"ITM2C","Rank 2",63.0710749081107,-0.918920507397821,0.366804089712051,-2.50520791117459,0.012237943184716,0.0743861755280791,"NEU_PY"
"ITM2C","Rank 2",329.765199356238,-0.672989594735639,0.552218253100191,-1.21870219058756,0.222957246236452,0.445011933059376,"NEU_EXC_LOWER"
"ITM2C","Rank 2",305.709039431167,-0.925818386383401,0.536579727491276,-1.72540694131694,0.0844541612609148,0.257032563524756,"NEU_INH"
"ITM2C","Rank 2",350.161494530196,-1.22553879957648,0.463546106127733,-2.64383366266218,0.00819729284449847,0.0609907757132114,"NEU_EXC_UPPER"
"LAPTM5","Rank 2",7.85474142993867,-0.585187832544434,0.939855882743871,-0.622635707546993,0.533523940705209,0.715747105095417,"NEU_EXC_LOWER"
"LAPTM5","Rank 2",11.5263701522006,-1.87094545638076,0.882906007095692,-2.11907659631314,0.0340839942335954,0.126487574268936,"NEU_EXC_UPPER"
"LAPTM5","Rank 2",11.6621269150583,-1.07922494468181,0.682581482215026,-1.581093206894,NA,NA,"NEU_INH"
"LAPTM5","Rank 2",2.72514805118234,-0.551606935683762,1.13726537650003,-0.485029217526476,0.627655620159175,NA,"NEU_PY"
"LGMN","Rank 2",132.599940366146,0.121185758480446,0.220064762451205,0.550682249764167,0.581851514669135,0.75040793325417,"NEU_EXC_LOWER"
"LGMN","Rank 2",168.782684059569,0.108231071198585,0.198203124243521,0.546061378253591,0.585023746944778,0.719453862075169,"NEU_EXC_UPPER"
"LGMN","Rank 2",13.7210902463909,-0.0108887296853958,0.357313980491963,-0.0304738417187143,0.975689154973927,0.987939668569312,"NEU_PY"
"LGMN","Rank 2",180.132395634019,-0.230813793908089,0.166257700627931,-1.38828934260693,0.165048956144556,0.349749450555198,"NEU_INH"
"LRRK1","Rank 2",20.53677299477,0.306016146494555,0.298933744859742,1.02369221192521,0.305980675073377,0.484682036769315,"NEU_PY"
"LRRK1","Rank 2",554.123322070287,0.0386580178671329,0.313764458009263,0.12320712840583,0.901943080927793,0.950738742589722,"NEU_EXC_LOWER"
"LRRK1","Rank 2",53.68444141984,-0.367012079227984,0.271570904306284,-1.35144109110473,0.176554178421664,0.361886471894068,"NEU_INH"
"LRRK1","Rank 2",355.666898751337,-0.244841917112713,0.270243742022871,-0.906004021702717,0.364933723777029,0.531274667101616,"NEU_EXC_UPPER"
"MRC1","Rank 2",6.82891448805781,1.11491840420062,0.949953731845199,1.17365548113063,0.240533048817985,0.405219565853408,"NEU_EXC_UPPER"
"MRC1","Rank 2",5.74610071136508,0.385631532179357,0.822754155376433,0.46870809422156,0.639278300510407,NA,"NEU_EXC_LOWER"
"MRC1","Rank 2",6.28508454674484,0.449538942705932,0.617905668971022,0.72752034053116,0.466907259503654,NA,"NEU_INH"
"MRC1","Rank 2",1.39179664358976,0.308638609131957,1.15261171122814,0.267773271887976,0.788873845579511,NA,"NEU_PY"
"MYO1F","Rank 2",24.1113435591764,-1.04052647346351,0.463097239686348,-2.24688550112769,0.0246473455547073,0.106658315664773,"NEU_EXC_UPPER"
"MYO1F","Rank 2",10.3311441832618,0.416472745907535,0.499799076478873,0.833280343056294,0.404686639763706,NA,"NEU_INH"
"MYO1F","Rank 2",20.3318094867389,-0.4635077703014,0.500889478390841,-0.925369348524682,0.35477381706167,0.571488815032639,"NEU_EXC_LOWER"
"NAGLU","Rank 2",14.7440619391003,-1.15714399333894,0.57233521283077,-2.02179416432497,0.0431976209090971,0.224921610776319,"NEU_EXC_LOWER"
"NAGLU","Rank 2",19.6641759201935,-1.64271706178727,0.625712984476767,-2.62535236209129,0.0086559338334908,0.0627019801050844,"NEU_EXC_UPPER"
