"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Upk1a",7.96256426317902,0.253712528468406,0.564200007852161,0.449685439449492,0.652937271745521,0.974338706897381
"Itpkb",70.0617262412635,-0.0925712064183404,0.205898456861477,-0.449596407031938,0.653001479289597,0.974338706897381
"Kcna6",824.601269457523,-0.0936341314691548,0.208280403319406,-0.449558047597802,0.653029143770269,0.974338706897381
"Hspb3",1.80604627284158,-0.443824378165141,0.98733067332941,-0.449519487395754,0.653056953523787,0.974338706897381
"4931440J10Rik",1.378835373178,-0.767925612254806,1.70841660846828,-0.449495520266164,0.653074238944978,0.974338706897381
"Gcnt4",16.5144427985326,-0.365566882115893,0.813287101464366,-0.449493028301655,0.653076036194503,0.974338706897381
"Gm16712",1.62977764940008,-0.488372583033044,1.08660441197558,-0.449448371137313,0.653108244084142,0.974338706897381
"Ssr4",124.345405345856,0.0594604267961832,0.132300571732927,0.449434390323082,0.653118327537991,0.974338706897381
"Aph1c",27.4840530560869,0.115949678080683,0.258020112859392,0.449382324485184,0.653155879804741,0.974338706897381
"Ftcd",0.442315697100368,0.883812315115947,1.96674248161491,0.449378768892123,0.653158444293343,NA
"Zfp597",139.499103352137,-0.0548992929562521,0.122178728075661,-0.449335934502893,0.653189339124677,0.974338706897381
"LOC118567379",18.3925670609509,0.176016833471635,0.391771291443681,0.449284665098893,0.65322631859622,0.974338706897381
"Gm29797",21.1922177450901,-0.1665273519428,0.370667498778494,-0.449263430140431,0.6532416351451,0.974338706897381
"Gm35170",5.17493865096237,0.233399125800848,0.519593515440282,0.449195609385301,0.653290554510448,0.974338706897381
"Becn2",0.216737338258288,1.67203946703033,3.72250131611455,0.449170953893864,0.653308338978395,NA
"Syn1",1474.5037219863,-0.0444732342110008,0.0990230934942309,-0.449119822878406,0.653345221365634,0.974338706897381
"Ttyh3",1036.30859545786,0.0483066198416214,0.107561765964774,0.44910586404319,0.653355290453576,0.974338706897381
"Gm32487",0.89859900964176,-0.793687606196946,1.76748537177174,-0.449049038183183,0.6533962819595,NA
"Gm35290",0.794424592356947,0.782086295546377,1.74174679429053,0.449024105059397,0.653414267873895,NA
"LOC118568318",6.41438516620997,-0.237099957901258,0.528082453608497,-0.448982836451211,0.653444038098139,0.974338706897381
"Cpeb1",262.498533622564,-0.0540878382519867,0.120474785044661,-0.448955673437691,0.653463633172024,0.974338706897381
"Usp4",559.339827186951,-0.0330782884406436,0.0736820078182504,-0.448933049194819,0.65347995421332,0.974338706897381
"LOC115487771",7.22894966569733,-0.269321753488164,0.599917809034468,-0.448931085945959,0.65348137050127,0.974338706897381
"Gm25588",0.799930606017425,0.956911056243266,2.13158937911071,0.448919039295686,0.653490060983472,NA
"B230220B15Rik",10.0245311081319,-0.493653041321833,1.0996670439254,-0.448911371900058,0.653495592285418,0.974338706897381
"Gm10747",1.69319266199517,0.51551792480542,1.1483762286933,0.4489103065047,0.653496360869075,0.974338706897381
"Gm42113",0.650246798438674,0.788603113472701,1.75677469128159,0.448892574207911,0.65350915312587,NA
"Gm41498",10.5050539401643,-0.258412747994026,0.575680399043835,-0.448882311128242,0.653516557061025,0.974338706897381
"1700021N21Rik",0.209300537543081,1.67078039853755,3.72255753071324,0.44882594419365,0.653557221596721,NA
"Mfap2",9.76619194370872,0.224092065844953,0.499382122141702,0.448738663058039,0.653620190450624,0.974338706897381
"Styxl1",1.28437214339571,0.489079937284337,1.0899142630121,0.448732486473486,0.653624646632406,0.974338706897381
"LOC118568695",5.65038610167615,-0.290881091898688,0.648329089161847,-0.448662718920627,0.653674982249548,0.974338706897381
"Dnm1",4962.24434055358,-0.0365168659096915,0.0813933360828944,-0.448646875371973,0.653686413209691,0.974338706897381
"9630028B13Rik",6.14954779134102,0.289902246753433,0.646172490990357,0.448645293316517,0.653687554651166,0.974338706897381
"Gm35243",0.443087490246555,-0.96273757989988,2.14603784173502,-0.448611651284549,0.65371182732371,NA
"Niban3",47.2494003519407,-0.0929619403752625,0.207230485883203,-0.448592010866861,0.653725998023189,0.974338706897381
"Parn",163.52055837972,0.0649177376535969,0.144753358971564,0.448471373063956,0.653813041784835,0.97438743038297
"Capn2",196.937718745781,0.065854080022529,0.146904895170867,0.448276961403725,0.653953325487539,0.974475299183639
"Ankrd28",376.320095460153,-0.0394667082558939,0.0880483582855077,-0.448239002116521,0.653980717603523,0.974475299183639
"2310057M21Rik",103.65352342785,-0.0795044865876559,0.177427720668269,-0.448095068167521,0.65408458720784,0.974549068722985
"1700121C10Rik",0.767954202186338,0.713803876193132,1.59338820330658,0.447978637416705,0.654168614093822,NA
"Mir760",0.996230592732226,-0.600341321624354,1.34040993765256,-0.44787889492652,0.654240600717811,NA
"Wfdc10",0.565185171889787,1.13037641615857,2.52409245276874,0.447834791042867,0.654272432607721,NA
"Sema4c",125.061309877329,0.0663150939233918,0.148088577586431,0.447806947734962,0.654292528783327,0.974562187695936
"Slc5a11",0.620918035799791,0.767531511057957,1.71404347609432,0.447789990022238,0.654304768298561,NA
"Galnt1",194.284701217715,-0.0495950327750851,0.110757197205128,-0.447781580128219,0.65431083831592,0.974562187695936
"Gm26493",0.901133460709191,0.5856006857217,1.30778632660402,0.447780095118712,0.654311910155046,NA
"Dntt",0.333336195384345,1.01535805117471,2.26775273390065,0.447737549158738,0.654342618964572,NA
"Gm25492",0.821224104815446,-0.763744657923495,1.70579618803533,-0.447735000981064,0.654344458206015,NA
"I920046F24Rik",2.77849153184245,0.391342203303035,0.874103456009471,0.447706962617014,0.654364696070426,0.974562187695936
"LOC118568701",7.81162755718058,0.280527909863781,0.626598896695164,0.447699335800548,0.654370201088821,0.974562187695936
"Marchf9",152.417512850952,0.0566516089732958,0.126553666182214,0.447648896174432,0.654406608766907,0.974562187695936
"Gm16083",8.45489945578359,0.218163923440146,0.487374538802934,0.447630941033543,0.654419569112717,0.974562187695936
"Psme2b",0.826424251268779,0.73624396949777,1.64504762399185,0.447551766137452,0.654476720228698,NA
"C130026L21Rik",1.1118631962469,0.547236334783558,1.22297140529201,0.447464537940603,0.654539686833985,NA
"Pctp",2.95864420849076,0.369099831554618,0.825324034562636,0.447218081744361,0.654717607151633,0.974865392720268
"Cthrc1",32.0656665876186,0.16161828071596,0.361504087195073,0.447071793765773,0.654823223849659,0.974865392720268
"Mex3a",26.7535658475068,-0.132191052827521,0.295690602697601,-0.447058687768686,0.654832686428029,0.974865392720268
"Rimbp2",1179.75526078517,-0.126992047694409,0.28409040423313,-0.447012802270496,0.654865816364283,0.974865392720268
"Zc3hav1l",54.5723498904806,0.0988847155329872,0.221295744770453,0.446844179654512,0.654987569958747,0.974865392720268
"Tnfsf10",1.36189535446887,0.598900154487265,1.34058607211012,0.446745022156303,0.655059170699264,0.974865392720268
"LOC115488830",2.79089030836251,-0.383590776571166,0.858785746989443,-0.446666444937961,0.655115912856902,0.974865392720268
"Gm15486",0.399021781611543,-1.66660684027221,3.7315203073947,-0.446629444028353,0.655142632632503,NA
"Slc28a1",0.272574002752005,-1.66660327274263,3.73152044278631,-0.446628471770662,0.655143334743017,NA
"B3gnt5",0.229235647736172,-1.6666006643313,3.7315205417764,-0.446627760901435,0.655143848093489,NA
"Gm41693",0.280060406580785,-1.6666006643313,3.7315205417764,-0.446627760901435,0.655143848093489,NA
"Gm46527",0.229235647736172,-1.6666006643313,3.7315205417764,-0.446627760901435,0.655143848093489,NA
"Spag16",0.229235647736172,-1.6666006643313,3.7315205417764,-0.446627760901435,0.655143848093489,NA
"Gm26608",0.216836517151015,-1.6666006643313,3.7315205417764,-0.446627760901435,0.65514384809349,NA
"Gm14114",0.246208100063069,-1.6666006643313,3.7315205417764,-0.446627760901435,0.65514384809349,NA
"Gm41716",0.246208100063069,-1.6666006643313,3.7315205417764,-0.446627760901435,0.65514384809349,NA
"Alx4",0.161099031550026,-1.66659660082692,3.73152069598593,-0.446626653476613,0.655144647814824,NA
"Atp6v1fnb",0.161099031550026,-1.66659660082692,3.73152069598593,-0.446626653476613,0.655144647814824,NA
"Dalir",0.161099031550026,-1.66659660082692,3.73152069598593,-0.446626653476613,0.655144647814824,NA
"Gm12292",0.161099031550026,-1.66659660082692,3.73152069598593,-0.446626653476613,0.655144647814824,NA
"Gm17025",0.161099031550026,-1.66659660082692,3.73152069598593,-0.446626653476613,0.655144647814824,NA
"Gm30113",0.161099031550026,-1.66659660082692,3.73152069598593,-0.446626653476613,0.655144647814824,NA
"Gm31226",0.161099031550026,-1.66659660082692,3.73152069598593,-0.446626653476613,0.655144647814824,NA
"Gm32649",0.161099031550026,-1.66659660082692,3.73152069598593,-0.446626653476613,0.655144647814824,NA
"Gm46559",0.161099031550026,-1.66659660082692,3.73152069598593,-0.446626653476613,0.655144647814824,NA
"Gm51655",0.161099031550026,-1.66659660082692,3.73152069598593,-0.446626653476613,0.655144647814824,NA
"Tbata",0.161099031550026,-1.66659660082692,3.73152069598593,-0.446626653476613,0.655144647814824,NA
"LOC118568584",0.376638130744953,-1.46577792035624,3.28196380469454,-0.446616113882664,0.655152258950038,NA
"Igf2os",1.18897113348606,0.548640228521295,1.22892705449551,0.446438400484658,0.655280599525948,0.974865392720268
"Syngr1",1823.68089933321,0.0468106191283052,0.104877276633752,0.446337096373844,0.655353763608649,0.974865392720268
"Asnsd1",43.5628134732879,-0.0987862144023676,0.221339098349829,-0.446311632869466,0.655372154438344,0.974865392720268
"Mapkbp1",681.816552103168,0.0496358388576268,0.111220788102642,0.446282027886906,0.655393536683111,0.974865392720268
"Borcs5",81.2580487314646,0.0728547864629763,0.163259711497566,0.446250858798451,0.655416048911085,0.974865392720268
"Mir99a",0.633013102641492,0.957546112443574,2.14638873159266,0.446119614005361,0.655510845387806,NA
"Cysltr1",3.76128890308897,0.39471846016785,0.884860867262477,0.446079688650944,0.655539684074363,0.974865392720268
"Gpr139",7.0724045538701,-0.300885668636871,0.674572456554355,-0.446039066246142,0.655569026778089,0.974865392720268
"Eif3c",1045.20491340993,0.0397583435502179,0.0891499819930292,0.445971414254763,0.655617894891227,0.974865392720268
"Kif20b",2.22238108482168,-0.371213431278181,0.832402268546619,-0.445954372428997,0.655630205210277,0.974865392720268
"Plekhh2",116.671714763677,-0.104252444169536,0.233787376621251,-0.445928457199942,0.655648925492836,0.974865392720268
"4930470G03Rik",6.48570473961637,-0.247800846610458,0.555754349592159,-0.445881974279296,0.655682503720265,0.974865392720268
"Slc25a3",991.02760268078,0.0355688897467513,0.0797825278260628,0.445823048177872,0.655725071624899,0.974865392720268
"Fbxo11",683.055259614164,-0.0398141322774291,0.0893053736162003,-0.445820118826608,0.65572718780197,0.974865392720268
"Spock1",435.478765076449,0.11541726975941,0.258928710283733,0.445749216581416,0.655778408758846,0.974865392720268
"Gm30812",0.349765963387805,1.2068139314604,2.70757091016589,0.445718310434373,0.65580073637826,NA
"LOC115488283",0.349765963387805,1.2068139314604,2.70757091016589,0.445718310434373,0.65580073637826,NA
"Utp3",133.200034644459,0.0661875666471926,0.148528782550126,0.445621148378129,0.655870931453872,0.974865392720268
"Gm20605",29.8908921072961,-0.13339981737114,0.299420791906873,-0.445526232569148,0.655939506654853,0.974865392720268
"Exoc3",553.271095828818,0.0421707040193892,0.0946585691510615,0.445503290379245,0.655956082466705,0.974865392720268
"Spout1",142.458342040245,-0.0560204826906474,0.125757679298708,-0.445463712459134,0.655984678049612,0.974865392720268
"Fbxl8",6.90946796239163,0.214746775479663,0.482153123159012,0.445391236030301,0.656037044557221,0.974865392720268
"Dusp13",0.45627376722785,0.885434975448134,1.98942429318386,0.445070957704598,0.656268475995035,NA
"Cdk15",3.61097470153527,0.329620895210641,0.740637915437924,0.445049987774044,0.656283629907822,0.974905779993504
"Gm52507",1.95311157390432,0.452058940394518,1.01622905779825,0.444839612610512,0.656435665269759,0.974905779993504
"D10Wsu102e",52.5282833702217,0.0964826655063768,0.216895765658029,0.444834251206625,0.656439540071738,0.974905779993504
"B230206L02Rik",10.9326090704431,0.197455496015718,0.443972263655514,0.444747368653028,0.656502333251358,0.974905779993504
"Nbr1",1218.243627133,0.0239549971866872,0.0538628563096694,0.444740565724267,0.656507250077694,0.974905779993504
"Bud23",107.31154937513,-0.0700002233104403,0.157395634413344,-0.444740564573789,0.656507250909205,0.974905779993504
"Adcy2",1025.91532155318,-0.0797952925588837,0.179426138434175,-0.444725017521111,0.65651848761926,0.974905779993504
"Lamtor3",147.187535751605,0.0722541589544917,0.162482072206207,0.444690038558799,0.656543769123193,0.974905779993504
"Aurka",4.11958768485213,0.2946588470235,0.66272603452261,0.444616374903326,0.656597011782736,0.974905779993504
"Mir374b",6.73253369521769,0.246665621897531,0.554964816367464,0.444470738725542,0.656702279915276,0.974905779993504
"Cdk7",246.345588988868,0.0468525138261666,0.105412978604259,0.444466273949625,0.656705507233584,0.974905779993504
"Gtpbp6",156.154399228944,-0.0598933547032859,0.13479276127622,-0.4443365811058,0.656799257194445,0.974905779993504
"Gm9958",11.5798448494903,-0.203828430094873,0.458752857325114,-0.444309886772916,0.656818554169883,0.974905779993504
"Frrs1l",510.693050688331,-0.0681506385031527,0.153388725772182,-0.444300180212542,0.656825570969016,0.974905779993504
"Gm31057",0.271965439220843,1.52574555644223,3.43547147759196,0.444115332173177,0.656959201994335,NA
"3110045C21Rik",1.10460177301487,-0.555873073401199,1.2518749532503,-0.444032426687634,0.657019139897107,NA
"Flt1",155.71242787724,0.391878751959886,0.88260373522004,0.44400305179106,0.657040377497677,0.97514387344986
"Gm30149",0.445500172560448,-1.14882557801028,2.58814626618969,-0.443879696065867,0.657129564822511,NA
"LOC118567952",0.518512176465689,-0.962774410587799,2.16906155462563,-0.443866799692537,0.657138889301131,NA
"Sox15",1.49770273396231,0.573434083864588,1.29201370031118,0.443829723884875,0.657165696559349,0.975172781447997
"Cyp11a1",1.45501869156241,-0.672871554332013,1.51607183790501,-0.443825640387743,0.657168649114367,0.975172781447997
"Gm34514",0.395585248876349,-1.15357785016797,2.60014302009567,-0.443659383830942,0.657288864745466,NA
"Gm29260",1.36594490700351,0.727891739906797,1.64151522489483,0.443426736997478,0.657457100280166,0.975456428072894
"Gm38745",3.21284517611596,0.35341502519705,0.797037472621836,0.44341080229829,0.657468623886025,0.975456428072894
"Fut2",1.08907138886083,-0.736299760238204,1.66074468106947,-0.443355181944071,0.657508847877712,NA
"Gm33785",0.339774088994521,-1.42096389501064,3.20544388976544,-0.443297073315678,0.657550872419744,NA
"Lmo4",407.612794735242,0.0716784117105618,0.161718252445398,0.443230189707641,0.657599244424823,0.975569484839772
"Nphs1os",0.287725432737243,-1.65391332739789,3.73200387698579,-0.443170313299271,0.657642549853167,NA
"Gm40387",0.207189685965941,-1.65390943398479,3.73200402588136,-0.443169252368155,0.657643317178698,NA
"Gm44867",0.27041357539571,-1.65390943398479,3.73200402588137,-0.443169252368155,0.657643317178698,NA
"4930402D18Rik",0.151452200364951,-1.6539059033507,3.73200416090115,-0.443168290292405,0.657644013006735,NA
"9030404E10Rik",0.151452200364951,-1.6539059033507,3.73200416090115,-0.443168290292405,0.657644013006735,NA
"Gm31661",0.151452200364951,-1.6539059033507,3.73200416090115,-0.443168290292405,0.657644013006735,NA
"Gm35546",0.151452200364951,-1.6539059033507,3.73200416090115,-0.443168290292405,0.657644013006735,NA
"Gm38728",0.151452200364951,-1.6539059033507,3.73200416090115,-0.443168290292405,0.657644013006735,NA
"Gm41754",0.151452200364951,-1.6539059033507,3.73200416090115,-0.443168290292405,0.657644013006735,NA
"TrnV",0.151452200364951,-1.6539059033507,3.73200416090115,-0.443168290292405,0.657644013006735,NA
"Gm33667",0.480137400196906,0.930919582748081,2.10084383094929,0.443116984248866,0.657681120892518,NA
"Mir9-3hg",43.5411019494129,0.118211827188591,0.266823046082304,0.443034546394196,0.65774074710672,0.975612395001746
"Gm29683",0.799114266974383,-0.728697431911839,1.64502118693079,-0.442971456964278,0.657786380331271,NA
"Gar1",29.7197697465786,-0.121412112272051,0.274087050139156,-0.442969166950462,0.657788036745478,0.975612395001746
"Rhoc",19.6032112216565,0.297399692802075,0.671495603301904,0.442891496742034,0.657844218203479,0.975612395001746
"Atf6b",274.357482172293,-0.0386952192745922,0.0873699702557533,-0.442889234840321,0.657845854341558,0.975612395001746
"Emc6",86.2071531739045,-0.0780619580914491,0.176301620602967,-0.442775045541105,0.657928454870604,0.975654182352992
"Gm40617",3.61427970592253,-0.28542614559417,0.645416004043218,-0.442235928155041,0.658318489846455,0.975864107697963
"Gm31796",6.48636870492893,0.316817698100729,0.71646049435485,0.442198419308538,0.658345629813627,0.975864107697963
"Fbxo46",36.0478484975327,0.108212629306091,0.244725477581382,0.442179663415327,0.658359201029648,0.975864107697963
"Sel1l",1095.42394558542,0.0357801921705262,0.0809208915598078,0.442162604499747,0.658371544460004,0.975864107697963
"Cd300lg",0.335934268014136,1.16073146948347,2.62540752067585,0.442114780407371,0.658406149345545,NA
"Gm26876",5.13206941283506,-0.318966624350506,0.721535345708442,-0.442066526952089,0.658441065654017,0.975864107697963
"Epcam",0.357329040350419,-1.16477678602314,2.63525806549087,-0.441997237870582,0.658491204691424,NA
"Mir409",0.357329040350419,-1.16477678602314,2.63525806549087,-0.441997237870582,0.658491204691424,NA
"Dcaf12l2",1.66848713433952,-0.439214201234226,0.993770970520259,-0.44196722812731,0.658512920849708,0.975864107697963
"Zfp444",200.014555188608,-0.0607848015472052,0.137540788515085,-0.4419401851876,0.658532490366117,0.975864107697963
"Dbpht2",1.06974750202103,0.549589488033188,1.24360137483238,0.441933805442493,0.658537107077539,NA
"Mir7652",2.12290608238609,0.462078412337881,1.04580925273099,0.441838137433978,0.658606338925988,0.975864107697963
"Gmppa",332.175376175418,0.0579195875906929,0.131111252477184,0.441759090058058,0.65866354516737,0.975864107697963
"LOC108167749",1.97887550840876,0.488552022886608,1.10592717895946,0.44175785909003,0.658664436029363,0.975864107697963
"B230209E15Rik",4.74817092080924,0.27692461067601,0.626928602538184,0.441716344660066,0.65869448065779,0.975864107697963
"S100a10",11.2430265164776,-0.370596805243313,0.839142153673534,-0.441637693471769,0.658751403237315,0.975864107697963
"Nfkbil1",43.2221781148471,0.0962683493630928,0.218021726345483,0.441553926651069,0.658812030350912,0.975864107697963
"LOC108168933",33.9627832456476,-0.124661924426201,0.282376248893458,-0.441474539429966,0.658869489753137,0.975864107697963
"Oplah",161.450315039741,-0.0761697741564211,0.17258943762776,-0.441335085178871,0.658970429739001,0.975864107697963
"Tacc3",34.2939928475019,0.0980702351218176,0.222215200950275,0.441330002189016,0.658974109033726,0.975864107697963
"Ece1",905.55840424476,-0.0714115450260764,0.161845574789568,-0.441232607804852,0.659044609026231,0.975864107697963
"Rasd1",4.75650457376403,-0.287754388726693,0.652171009157128,-0.441225360658992,0.659049855073311,0.975864107697963
"Gm34633",0.334271194379573,1.20317598084348,2.72700760504468,0.44120741673684,0.659062844350108,NA
"Gm24400",0.452445423014192,-1.1495758935108,2.60671357386886,-0.441005833949223,0.659208773506273,NA
"LOC118568569",0.269093617726461,-1.50572188809242,3.41541895220734,-0.440860084564236,0.659314292008589,NA
"Specc1l",406.011958401331,0.0415268584647857,0.0941965066135658,0.440853487647335,0.65931906815341,0.97613785618744
"Tmod2",1274.24197538354,-0.0507602137015913,0.11517609846896,-0.440718294649225,0.659416950471273,0.97613785618744
"Sytl2",91.1029166050719,0.159112724849525,0.361039251050079,0.440707552950951,0.659424727916517,0.97613785618744
"Atxn7l2",212.597101194481,0.0555355449733778,0.126028022719137,0.440660289475007,0.65945894911554,0.97613785618744
"Wnt2b",1.43127990586305,0.524306752203352,1.19001467907521,0.440588474598317,0.659510948161682,0.97613785618744
"Snora34",0.951728224822957,-0.840843647935426,1.90962438500658,-0.440318868222103,0.659706176913248,NA
"Csnk1g2",412.114004438704,-0.0494123326415741,0.11224645137055,-0.440212871215441,0.659782938357308,0.97613785618744
"Colec11",1.81658534327106,0.440890482456569,1.00188883055151,0.440059285034521,0.659894169523229,0.97613785618744
"Ints6",162.379927216356,-0.0580008822463095,0.131832274900901,-0.439959655478215,0.65996632789784,0.97613785618744
"Grk6",284.787496163672,0.0419551170105625,0.0953649526237223,0.439942723781378,0.659978591277284,0.97613785618744
"Pcgf6",222.984766181092,-0.064647911613637,0.146960434807054,-0.439900111200093,0.660009455348559,0.97613785618744
"Zfp879",26.575094344934,-0.164566652736912,0.374121227191016,-0.43987520829148,0.660027492663767,0.97613785618744
"Trim39",255.323854168864,-0.0397463097274511,0.0903680517340955,-0.439827007053367,0.660062405649936,0.97613785618744
"Sirpb1a",0.453520712942468,-1.15513884016444,2.62639824844264,-0.439818615036539,0.66006848420778,NA
"Cnga2",4.9973508689662,0.294773044017499,0.670355867050188,0.439726208878589,0.660135417894634,0.97613785618744
"Pcdhgb1",53.9260106036897,0.101642069871368,0.23119644025851,0.439635098869681,0.660201415388784,0.97613785618744
"H2-T10",2.42269528645893,0.447492669880637,1.01795225905868,0.439600841688236,0.660226230998703,0.97613785618744
"Gm35102",0.637450085383996,0.748078352915414,1.70236042068479,0.439435940724288,0.660345689078546,NA
"LOC118567795",0.454017753505463,0.964887852172988,2.19576617935665,0.439431056568918,0.660349227405896,NA
"Gin1",38.7814438329521,-0.0943891003664822,0.214829061845109,-0.439368396230006,0.660394622374794,0.97613785618744
"Spx",23.9982821838985,-0.166023554192407,0.377889793925988,-0.439343842731364,0.660412410766664,0.97613785618744
"Hspa8",2393.62507057338,0.0543265179963816,0.123694995601197,0.439197380074574,0.660518523261683,0.97613785618744
"Zic4",0.485123542995331,1.12368545934633,2.55966837735182,0.438996500206358,0.660664072238936,NA
"Zcchc3",112.415358441872,-0.068529194702231,0.156109649147458,-0.438981158925671,0.660675188403659,0.97613785618744
"Srrt",903.239245574633,-0.028688019860147,0.0653539667984076,-0.438963712006016,0.660687830387891,0.97613785618744
"Smim40",10.321977192223,-0.433457470615868,0.987507780593699,-0.438940815590606,0.660704421206863,0.97613785618744
"Fmod",3.8887871836381,-0.390790726169905,0.890547978683735,-0.43882051896576,0.660791591281676,0.97613785618744
"Letmd1",142.968318443653,0.0501745271925905,0.114340466835824,0.438816882430903,0.66079422648143,0.97613785618744
"Tbc1d23",273.990794611159,-0.043966130972719,0.100251082906696,-0.438560160129528,0.660980269847431,0.97613785618744
"Cracdl",61.2384903215794,-0.156348908534079,0.356523256727297,-0.438537754785713,0.660996507707337,0.97613785618744
"Ms4a4c",1.0508657567351,0.578997194540518,1.32031097180603,0.438530927110692,0.661001455970664,NA
"Pmp2",0.358957687346465,-1.41188711099456,3.22034414079059,-0.438427400696358,0.661076487127331,NA
"Plxna4",610.809151016491,-0.110109846047862,0.251154131994073,-0.438415427106971,0.661085165250836,0.97613785618744
"Foxi3",0.459172610409023,0.976709343489201,2.22810935362209,0.43835790281183,0.661126857890067,NA
"Usp36",421.157809725109,-0.0468280438763802,0.106838345278459,-0.438307461186614,0.661163417994701,0.97613785618744
"Kat6b",727.815652988327,-0.045915099980319,0.104778151715379,-0.438212539815011,0.661232219224144,0.97613785618744
"Opa1",608.085490659865,-0.0360969337725818,0.0823782820104412,-0.438185076110311,0.661252126093253,0.97613785618744
"Pars2",32.138198335707,0.126636184274796,0.289038212349404,0.43812955818351,0.661292368595382,0.97613785618744
"Antxr2",31.0141146827878,0.147040779369787,0.335674149632155,0.43804618118768,0.661352806749625,0.97613785618744
"Eny2",259.033177085278,0.0521682677496901,0.119097652877515,0.438029352294139,0.661365005912927,0.97613785618744
"Lpar6",8.78042973428784,0.234494302559678,0.535341620861832,0.438027407960868,0.661366415354169,0.97613785618744
"Bambi-ps1",1.08996758059982,0.60480767201021,1.38097155019161,0.437958096911042,0.661416659506279,NA
"LOC118568730",2.9096488053975,0.361635826591548,0.825762140071257,0.437941883071003,0.661428413272884,0.97613785618744
"Plcg1",645.020381525964,-0.0475089238681254,0.108507226146006,-0.437841105662384,0.661501470887872,0.97613785618744
"Rbl1",49.2933717376175,0.0916220923609118,0.209266850734851,0.437824204068519,0.661513723851782,0.97613785618744
"Zswim1",85.488507295036,0.0703480601199418,0.160711452367833,0.437728980004056,0.661582759096183,0.97613785618744
"Zfp7",62.4499752513923,-0.0738273517913583,0.168696769029696,-0.437633466343166,0.661652007182046,0.97613785618744
"9330159F19Rik",384.010238676848,-0.0593523346982551,0.135720773622315,-0.437312086530107,0.661885031093075,0.97613785618744
"Tbl1xr1",231.686344181891,0.0600314057153498,0.137288240080801,0.437265461921708,0.661918840071133,0.97613785618744
"Acbd7",0.955476817472159,0.620655675973734,1.41943932875688,0.437254106885493,0.661927074071374,NA
"Chadl",45.1759570381762,-0.100938774399372,0.230871325186983,-0.437207930944313,0.661960558552252,0.97613785618744
"Gm34941",1.50012220062797,0.791689983222958,1.81107515798271,0.437138116401967,0.662011185846962,0.97613785618744
"Gm33294",0.775809672211733,0.733100175565039,1.67802454167304,0.436882868729749,0.662196296523405,NA
"Gipc2",10.2205138592466,0.180417195037104,0.412979427568605,0.436867269876615,0.662207609790642,0.97613785618744
"Gm38900",25.4206212703658,0.154797416838762,0.35435321965065,0.436844956541876,0.662223792955338,0.97613785618744
"Rnf139",80.348236575308,-0.0798936282812186,0.182890625305488,-0.436838291452991,0.66222862696671,0.97613785618744
"Klhl40",4.66696020769701,0.30655152939586,0.701772183168139,0.436824851067676,0.662238374962857,0.97613785618744
"Gm16537",0.980379016889388,0.627382451354003,1.43635593768977,0.436787592052624,0.662265398351581,NA
"Spred2",193.005182385292,-0.0757026466367712,0.173495248769624,-0.436338442543134,0.662591194157239,0.97613785618744
"Pax2",6.50660333240461,0.307984707379912,0.706229993804618,0.436096894895004,0.662766429953205,0.97613785618744
"Stxbp2",92.2388916150193,0.142839347175683,0.327586521559363,0.436035483070992,0.662810985389654,0.97613785618744
"Tmem205",19.9950868022761,0.146853568070516,0.336806992136802,0.436016981532463,0.662824408838642,0.97613785618744
"Plpp6",71.5314036619127,0.0683732627372211,0.156823246521668,0.435989333556961,0.662844468517577,0.97613785618744
"Ap3s2",631.639341114696,-0.0441863608092277,0.101352148251119,-0.435968665407542,0.662859464219825,0.97613785618744
"Nf2",329.905020226087,-0.0480289481799273,0.110169433792815,-0.435955296550319,0.662869164018568,0.97613785618744
"Fcnb",0.249272558379581,1.53193700654386,3.51589846804755,0.435717077858218,0.663042013502469,NA
"Gm34978",0.249272558379581,1.53193700654386,3.51589846804755,0.435717077858218,0.663042013502469,NA
"Zfp229",35.4913983212775,0.0960217684035756,0.220381060794237,0.435707896393276,0.663048675855521,0.97613785618744
"Zfp518a",111.063010771699,-0.0602182123665499,0.138237784109315,-0.435613264163225,0.663117345462046,0.97613785618744
"Dars2",73.4796273872348,0.0765430821815366,0.175716471200492,0.435605618861998,0.663122893376567,0.97613785618744
"AI197445",11.3365346869522,0.217614880865079,0.499645397352699,0.435538648045356,0.663171492430168,0.97613785618744
"Zfp867",44.2869983016641,0.113591666143472,0.260830034540449,0.435500713495692,0.663199021216932,0.97613785618744
"Sntb2",67.079519504079,-0.136617054522486,0.313707839762303,-0.435491362364425,0.663205807324889,0.97613785618744
"Ccdc181",82.9685383731582,0.0690770682450038,0.158652692394283,0.435398020686178,0.663273546815504,0.97613785618744
"Ptpn20",3.71336885639248,0.323610977489053,0.743255236918738,0.435396834646769,0.663274407560248,0.97613785618744
"Hsf2",124.884126857399,-0.0541510269794,0.124374559917475,-0.435386682094235,0.663281775593491,0.97613785618744
"Gm34162",1.05756826483737,0.553378576309744,1.27121846022728,0.435313515043515,0.663334876233754,NA
"Aqp2",1.20478123151356,0.724146956874293,1.66367415525592,0.435269703857904,0.663366672803638,0.97613785618744
"Eif4ebp3",47.7581402088268,-0.0876324245864229,0.201377302655731,-0.435165350964287,0.663442410791971,0.97613785618744
