ensembl_id	baseMean_MN	log2FoldChange_MN	lfcSE_MN	stat_MN	pvalue_MN	padj_MN	baseMean_RGC	log2FoldChange_RGC	lfcSE_RGC	stat_RGC	pvalue_RGC	padj_RGC	symbol
ENSMUSG00000038984	269.502594427297	0.597740510563203	0.561664521217923	1.06423049343949	0.287224296334076	0.554484999183731	180.7792548113	0.196583692444499	0.13464912515044	1.45997006831542	0.144298300328552	0.858064231722318	Tspyl5
ENSMUSG00000038987	0.0500804824769351	2.09183409799361	3.13939612012711	0.666317348289554	0.505208279195785	NA	6.96840105468272	-1.15855803272706	0.630089879158208	-1.8387186829201	0.0659565739985553	0.760460366302799	1700019L03Rik
ENSMUSG00000038990	490.109361641814	-0.108149724936776	0.656507846378394	-0.164734855087233	0.869152681370185	0.949379597916918	167.499785878353	-0.0665129124178862	0.11416911898189	-0.582582339349021	0.560174497122682	0.977544133123477	Cables2
ENSMUSG00000038991	391.519818176689	-0.378481330890686	0.566765466806268	-0.667791799354738	0.504266501989566	0.739753519802051	220.099392313078	0.199393489005358	0.148703873355694	1.34087622942017	0.179960641096619	0.883996908914496	Txndc5
ENSMUSG00000038994	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	Hils1
ENSMUSG00000038997	0.0166934941589784	2.777804726812	3.14989562749797	0.881871990475593	0.377846035433234	NA	0	NA	NA	NA	NA	NA	Asb17
ENSMUSG00000039000	502.36400731628	-0.455631089427993	0.400462154309085	-1.13776316819274	0.255219388504264	0.519287429091438	349.735610710341	0.0116381306450863	0.081293117559276	0.143162557846305	0.886161799675588	0.996473009015094	Ube3c
ENSMUSG00000039001	850.357914140836	0.00473029987349899	0.449504831725306	0.0105233571246453	0.991603730791321	0.9971533681985	249.843257342194	0.0730657379794079	0.199055696843633	0.36706177787418	0.713572937125496	0.989512820117742	Rps21
ENSMUSG00000039004	13.8200172978333	2.51936012217359	2.14595858468404	1.17400221055269	0.240394140201464	0.501317712636782	51.9392584585781	0.527839603317051	0.349708647944087	1.50936960358339	0.131204356420334	0.83736383465826	Bmp6
ENSMUSG00000039005	57.9685289814415	11.0034804295502	3.02875408170822	3.63300556357622	NA	NA	5.06653383018165	0.940196312545189	0.911250589823421	1.03176483290658	0.302182297380991	0.924433573202075	Tlr4
ENSMUSG00000039007	62.6025796946158	3.68484646099115	1.24347589028449	2.96334371239647	0.00304316553857149	0.028085118102961	18.5594876229435	-0.0241135467409389	0.513325312491733	-0.0469751756910044	0.962533012609896	0.998558505056972	Cpq
ENSMUSG00000039013	2.95346378085508	-2.07496085204599	2.74112227163079	-0.756974934507946	0.449064879499603	0.699671554307279	3.16518300145289	1.31645337291248	1.1115636686954	1.18432565761847	0.236284176027748	0.907055815893543	Siglecf
ENSMUSG00000039016	1314.65583847472	-1.41329022091555	0.381427486007365	-3.70526580480429	0.000211169166526236	0.00355712505743384	137.13576893923	0.239021997359389	0.14932404739839	1.60069326758663	0.10944487303839	0.814536673606258	Timm8b
ENSMUSG00000039018	88.3434479270944	-0.583030878188336	0.917926959872776	-0.635160425257738	0.525323790957619	0.753757783402523	69.2310084591303	-0.0593882856736712	0.210742753681668	-0.281804639239832	0.778093313449606	0.994386543390975	Mtg1
ENSMUSG00000039021	1.21827054808304	1.70809207340988	3.00561592580102	0.568300180587665	0.569831156419836	NA	6.99323141232026	-0.914321706301113	0.583267483666847	-1.56758559649685	0.116977875705914	0.822838220183867	Ttc16
ENSMUSG00000039031	15.5806460001878	0.105127407936282	1.26128026127173	0.083349760687037	0.933573434603755	0.974553705868818	28.2780578893643	0.395350069526047	0.386871702639663	1.02191519004501	0.306821042399395	0.924433573202075	Arhgap18
ENSMUSG00000039032	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	Tsga13
ENSMUSG00000039033	153.930427169505	1.43886871155306	0.865259608921468	1.66293294719556	0.0963258583685835	0.291764108781762	66.8312537165563	0.0131136617280559	0.216682920767985	0.0605200524415001	0.951741445582073	0.998558505056972	Tasp1
