"symbol","cellular_response_to_lipopolysaccharide","positive_regulation_of_transcription_by_RNA_polyme","response_to_wounding","negative_regulation_of_cell_population_proliferati","actin_filament_organization","inflammatory_response","negative_regulation_of_transcription_by_RNA_polyme","blood_coagulation","cytokine_mediated_signaling_pathway","neutrophil_chemotaxis","response_to_lipopolysaccharide","positive_regulation_of_astrocyte_differentiation","cellular_response_to_xenobiotic_stimulus","positive_regulation_of_neutrophil_chemotaxis","monoatomic_ion_transport","chemotaxis","positive_regulation_of_type_II_interferon_producti","positive_regulation_of_interleukin_2_production","positive_regulation_of_angiogenesis","signal_transduction","immune_response","positive_regulation_of_cell_population_proliferati","nervous_system_development","positive_regulation_of_neuron_apoptotic_process","regulation_of_transcription_by_RNA_polymerase_II","positive_regulation_of_cytosolic_calcium_ion_conce","chemokine_mediated_signaling_pathway","regulation_of_DNA_templated_transcription","cell_differentiation","angiogenesis","positive_regulation_of_endothelial_cell_proliferat","leukocyte_migration_involved_in_inflammatory_respo","chronic_inflammatory_response","monocyte_chemotaxis","positive_regulation_of_leukocyte_migration","positive_regulation_of_cellular_extravasation","intracellular_calcium_ion_homeostasis","cytoskeleton_organization","glial_cell_migration","response_to_xenobiotic_stimulus","response_to_mechanical_stimulus","response_to_bacterium","response_to_gamma_radiation","regulation_of_vascular_endothelial_growth_factor_p","positive_regulation_of_macrophage_chemotaxis","response_to_activity","negative_regulation_of_angiogenesis","sensory_perception_of_pain","positive_regulation_of_cell_cell_adhesion","animal_organ_regeneration","response_to_progesterone","positive_regulation_of_tumor_necrosis_factor_produ","cellular_response_to_insulin_stimulus","positive_regulation_of_collagen_biosynthetic_proce","response_to_tumor_necrosis_factor","cellular_response_to_macrophage_colony_stimulating","cellular_response_to_platelet_derived_growth_facto","response_to_amino_acid","negative_regulation_of_neuron_apoptotic_process","astrocyte_cell_migration","response_to_ethanol","positive_regulation_of_cell_adhesion","vascular_endothelial_growth_factor_receptor_signal","eosinophil_chemotaxis","macrophage_chemotaxis","lymphocyte_chemotaxis","positive_regulation_of_synaptic_transmission","positive_regulation_of_T_cell_activation","positive_chemotaxis","response_to_glucocorticoid","positive_regulation_of_synaptic_transmission__glut","mammary_gland_involution","maternal_process_involved_in_female_pregnancy","maternal_process_involved_in_parturition","antimicrobial_humoral_immune_response_mediated_by_","cellular_response_to_retinoic_acid","cellular_response_to_ATP","cellular_response_to_glucose_stimulus","cellular_response_to_type_II_interferon","cellular_response_to_interleukin_1","cellular_response_to_interleukin_6","cellular_response_to_tumor_necrosis_factor","cellular_response_to_estradiol_stimulus","cellular_response_to_fatty_acid","cellular_response_to_lipoprotein_particle_stimulus","cellular_response_to_dexamethasone_stimulus","positive_regulation_of_monocyte_chemotaxis","positive_regulation_of_calcium_ion_import","positive_regulation_of_wound_healing","positive_regulation_of_protein_targeting_to_membra","energy_homeostasis","positive_regulation_of_glutamate_receptor_signalin","negative_regulation_of_vascular_endothelial_cell_p","negative_regulation_of_G1_S_transition_of_mitotic_","positive_regulation_of_endothelial_cell_apoptotic_","positive_regulation_of_gene_expression","positive_regulation_of_DNA_templated_transcription","transforming_growth_factor_beta_receptor_signaling","natural_killer_cell_proliferation","negative_regulation_of_interleukin_1_beta_producti","negative_regulation_of_interleukin_6_production","negative_regulation_of_tumor_necrosis_factor_produ","establishment_or_maintenance_of_cell_polarity","small_GTPase_mediated_signal_transduction","positive_regulation_of_lamellipodium_assembly","regulation_of_cell_substrate_adhesion","cell_projection_assembly","cortical_cytoskeleton_organization","regulation_of_T_cell_proliferation","superoxide_anion_generation","erythrocyte_enucleation","regulation_of_mast_cell_degranulation","bone_resorption","homeostasis_of_number_of_cells","liver_development","cell_adhesion","homophilic_cell_cell_adhesion","synaptic_membrane_adhesion","G_protein_coupled_receptor_signaling_pathway","behavioral_response_to_pain","positive_regulation_of_inflammatory_response","B_cell_proliferation_involved_in_immune_response","negative_regulation_of_peptidase_activity","negative_regulation_of_platelet_activation","negative_regulation_of_plasminogen_activation","negative_regulation_of_sodium_ion_transport","negative_regulation_of_protein_processing","positive_regulation_of_neuron_projection_developme","negative_regulation_of_blood_coagulation","negative_regulation_of_cell_growth","lipopolysaccharide_mediated_signaling_pathway","positive_regulation_of_lipopolysaccharide_mediated","secretion_by_cell","secretory_granule_organization","negative_regulation_of_protein_catabolic_process","negative_regulation_of_proteolysis","regulation_of_timing_of_cell_differentiation","detection_of_mechanical_stimulus_involved_in_senso","negative_regulation_of_phosphatidylinositol_3_kina","regulation_of_synaptic_transmission__glutamatergic","long_term_synaptic_potentiation","innervation","immune_system_process","regulation_of_cell_shape","positive_regulation_of_cell_migration","positive_regulation_of_phosphatidylinositol_3_kina","phagocytosis__engulfment","regulation_of_small_GTPase_mediated_signal_transdu","negative_regulation_of_small_GTPase_mediated_signa","regulation_of_actin_cytoskeleton_organization","positive_regulation_of_apoptotic_process","positive_regulation_of_MAPK_cascade","negative_regulation_of_insulin_receptor_signaling_","apoptotic_process","negative_regulation_of_DNA_templated_transcription","T_cell_activation_via_T_cell_receptor_contact_with","killing_of_cells_of_another_organism","negative_regulation_of_defense_response_to_virus","top_processes","n_processes"
"Ccl2",1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"angiogenesis; positive regulation of endothelial cell proliferation; positive regulation of endothelial cell proliferation; leukocyte migration involved in inflammatory response; leukocyte migration involved in inflammatory response; chronic inflammatory response; monocyte chemotaxis; positive regulation of leukocyte migration; positive regulation of leukocyte migration; positive regulation of cellular extravasation; positive regulation of cellular extravasation; intracellular calcium ion homeostasis; intracellular calcium ion homeostasis; chemotaxis; inflammatory response; inflammatory response; immune response; cytoskeleton organization; transforming growth factor beta receptor signaling pathway; transforming growth factor beta receptor signaling pathway; glial cell migration; glial cell migration; regulation of cell shape; response to xenobiotic stimulus; response to wounding; response to mechanical stimulus; response to bacterium; response to gamma radiation; regulation of vascular endothelial growth factor production; positive regulation of gene expression; positive regulation of macrophage chemotaxis; positive regulation of macrophage chemotaxis; positive regulation of macrophage chemotaxis; positive regulation of macrophage chemotaxis; response to activity; negative regulation of angiogenesis; cytokine-mediated signaling pathway; cytokine-mediated signaling pathway; sensory perception of pain; positive regulation of cell-cell adhesion; positive regulation of cell-cell adhesion; positive regulation of cell migration; neutrophil chemotaxis; neutrophil chemotaxis; animal organ regeneration; response to lipopolysaccharide; response to progesterone; positive regulation of tumor necrosis factor production; positive regulation of tumor necrosis factor production; cellular response to insulin stimulus; positive regulation of collagen biosynthetic process; positive regulation of collagen biosynthetic process; response to tumor necrosis factor; cellular response to macrophage colony-stimulating factor stimulus; cellular response to platelet-derived growth factor stimulus; response to amino acid; negative regulation of neuron apoptotic process; astrocyte cell migration; astrocyte cell migration; response to ethanol; positive regulation of cell adhesion; positive regulation of cell adhesion; vascular endothelial growth factor receptor signaling pathway; vascular endothelial growth factor receptor signaling pathway; eosinophil chemotaxis; macrophage chemotaxis; macrophage chemotaxis; macrophage chemotaxis; lymphocyte chemotaxis; lymphocyte chemotaxis; positive regulation of synaptic transmission; positive regulation of synaptic transmission; positive regulation of T cell activation; positive chemotaxis; response to glucocorticoid; positive regulation of synaptic transmission, glutamatergic; mammary gland involution; maternal process involved in female pregnancy; maternal process involved in parturition; antimicrobial humoral immune response mediated by antimicrobial peptide; chemokine-mediated signaling pathway; chemokine-mediated signaling pathway; chemokine-mediated signaling pathway; cellular response to lipopolysaccharide; cellular response to lipopolysaccharide; cellular response to retinoic acid; cellular response to ATP; cellular response to glucose stimulus; cellular response to type II interferon; cellular response to type II interferon; cellular response to interleukin-1; cellular response to interleukin-1; cellular response to interleukin-6; cellular response to tumor necrosis factor; cellular response to tumor necrosis factor; cellular response to estradiol stimulus; cellular response to fatty acid; cellular response to lipoprotein particle stimulus; cellular response to xenobiotic stimulus; cellular response to dexamethasone stimulus; positive regulation of monocyte chemotaxis; positive regulation of monocyte chemotaxis; positive regulation of monocyte chemotaxis; positive regulation of calcium ion import; positive regulation of wound healing; positive regulation of wound healing; positive regulation of protein targeting to membrane; positive regulation of protein targeting to membrane; energy homeostasis; positive regulation of glutamate receptor signaling pathway; negative regulation of vascular endothelial cell proliferation; negative regulation of G1/S transition of mitotic cell cycle; positive regulation of endothelial cell apoptotic process",80
"Il1b",1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,"negative regulation of transcription by RNA polymerase II; inflammatory response; inflammatory response; inflammatory response; immune response; immune response; positive regulation of cytosolic calcium ion concentration; positive regulation of cell population proliferation; positive regulation of cell population proliferation; negative regulation of cell population proliferation; negative regulation of cell population proliferation; positive regulation of gene expression; positive regulation of gene expression; positive regulation of gene expression; cytokine-mediated signaling pathway; cytokine-mediated signaling pathway; cytokine-mediated signaling pathway; positive regulation of cell migration; positive regulation of cell migration; neutrophil chemotaxis; response to lipopolysaccharide; response to lipopolysaccharide; response to lipopolysaccharide; response to lipopolysaccharide; positive regulation of type II interferon production; positive regulation of type II interferon production; positive regulation of type II interferon production; positive regulation of interleukin-2 production; positive regulation of interleukin-2 production; positive regulation of apoptotic process; positive regulation of MAPK cascade; positive regulation of neuron apoptotic process; positive regulation of angiogenesis; positive regulation of angiogenesis; positive regulation of angiogenesis; positive regulation of DNA-templated transcription; positive regulation of DNA-templated transcription; positive regulation of transcription by RNA polymerase II; positive regulation of transcription by RNA polymerase II; positive regulation of transcription by RNA polymerase II; negative regulation of insulin receptor signaling pathway; positive regulation of astrocyte differentiation; positive regulation of inflammatory response; positive regulation of inflammatory response; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction; cellular response to lipopolysaccharide; cellular response to xenobiotic stimulus; positive regulation of neutrophil chemotaxis",26
"Serpine2",0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nervous system development; blood coagulation; negative regulation of cell population proliferation; response to wounding; negative regulation of peptidase activity; negative regulation of platelet activation; negative regulation of plasminogen activation; negative regulation of plasminogen activation; negative regulation of plasminogen activation; negative regulation of plasminogen activation; negative regulation of sodium ion transport; negative regulation of sodium ion transport; negative regulation of protein processing; positive regulation of neuron projection development; cell differentiation; negative regulation of blood coagulation; negative regulation of blood coagulation; negative regulation of cell growth; secretion by cell; secretion by cell; secretory granule organization; secretory granule organization; secretory granule organization; negative regulation of protein catabolic process; negative regulation of protein catabolic process; negative regulation of proteolysis; negative regulation of proteolysis; regulation of timing of cell differentiation; positive regulation of astrocyte differentiation; positive regulation of astrocyte differentiation; detection of mechanical stimulus involved in sensory perception; negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction; regulation of synaptic transmission, glutamatergic; long-term synaptic potentiation; innervation",24
"Rac2",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"chemotaxis; chemotaxis; actin filament organization; actin filament organization; actin filament organization; establishment or maintenance of cell polarity; signal transduction; G protein-coupled receptor signaling pathway; small GTPase-mediated signal transduction; positive regulation of cell population proliferation; positive regulation of cell population proliferation; regulation of cell shape; positive regulation of lamellipodium assembly; positive regulation of lamellipodium assembly; positive regulation of lamellipodium assembly; positive regulation of lamellipodium assembly; regulation of cell-substrate adhesion; regulation of cell-substrate adhesion; cell projection assembly; cortical cytoskeleton organization; regulation of actin cytoskeleton organization; regulation of T cell proliferation; superoxide anion generation; superoxide anion generation; erythrocyte enucleation; regulation of mast cell degranulation; bone resorption; bone resorption; homeostasis of number of cells; positive regulation of neutrophil chemotaxis; positive regulation of neutrophil chemotaxis; positive regulation of neutrophil chemotaxis",20
"Runx1",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"negative regulation of transcription by RNA polymerase II; liver development; regulation of DNA-templated transcription; regulation of DNA-templated transcription; regulation of DNA-templated transcription; regulation of transcription by RNA polymerase II; regulation of transcription by RNA polymerase II; negative regulation of cell population proliferation; positive regulation of type II interferon production; positive regulation of interleukin-2 production; positive regulation of interleukin-2 production; positive regulation of angiogenesis; negative regulation of DNA-templated transcription; positive regulation of DNA-templated transcription; positive regulation of DNA-templated transcription; positive regulation of DNA-templated transcription; positive regulation of transcription by RNA polymerase II; positive regulation of transcription by RNA polymerase II; positive regulation of transcription by RNA polymerase II; positive regulation of transcription by RNA polymerase II; behavioral response to pain",12
"Elf4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"natural killer cell proliferation; regulation of DNA-templated transcription; regulation of transcription by RNA polymerase II; regulation of transcription by RNA polymerase II; cell differentiation; negative regulation of interleukin-1 beta production; negative regulation of interleukin-1 beta production; negative regulation of interleukin-1 beta production; negative regulation of interleukin-6 production; negative regulation of interleukin-6 production; negative regulation of interleukin-6 production; negative regulation of tumor necrosis factor production; negative regulation of tumor necrosis factor production; negative regulation of tumor necrosis factor production; positive regulation of DNA-templated transcription; positive regulation of DNA-templated transcription; positive regulation of DNA-templated transcription; positive regulation of transcription by RNA polymerase II; positive regulation of transcription by RNA polymerase II; positive regulation of transcription by RNA polymerase II",9
"Ptprf",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"cell adhesion; homophilic cell-cell adhesion; signal transduction; nervous system development; nervous system development; negative regulation of cell population proliferation; positive regulation of apoptotic process; positive regulation of neuron apoptotic process; negative regulation of insulin receptor signaling pathway; synaptic membrane adhesion; synaptic membrane adhesion; synaptic membrane adhesion",9
"Atf3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"negative regulation of transcription by RNA polymerase II; negative regulation of transcription by RNA polymerase II; negative regulation of transcription by RNA polymerase II; regulation of DNA-templated transcription; regulation of transcription by RNA polymerase II; regulation of transcription by RNA polymerase II; regulation of transcription by RNA polymerase II; transforming growth factor beta receptor signaling pathway; positive regulation of cell population proliferation; positive regulation of cell population proliferation; positive regulation of gene expression; negative regulation of DNA-templated transcription; positive regulation of transcription by RNA polymerase II; positive regulation of transcription by RNA polymerase II; positive regulation of transcription by RNA polymerase II",8
"Cadm1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"liver development; immune system process; apoptotic process; cell adhesion; cell adhesion; homophilic cell-cell adhesion; homophilic cell-cell adhesion; cell differentiation; synaptic membrane adhesion; synaptic membrane adhesion",7
"Osm",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"immune response; positive regulation of cell population proliferation; positive regulation of MAPK cascade; positive regulation of transcription by RNA polymerase II; behavioral response to pain; positive regulation of inflammatory response; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",7
