name	Regulatory function	ensembl_id	baseMean_MN	log2FoldChange_MN	lfcSE_MN	stat_MN	pvalue_MN	padj_MN	baseMean_RGC	log2FoldChange_RGC	lfcSE_RGC	stat_RGC	pvalue_RGC	padj_RGC	is_sig_RGC	is_sig_MN	Specificity	EAE_Combined_Score	symbol	InDegree	OutDegree	BetweennessCentrality	ClosenessCentrality
Elf4	Regulator	ENSMUSG00000031103	51.0107832857104	8.56948087271954	1.21557468848445	7.04973618972257	1.79257318671173e-12	2.00685462764634e-10	13.4981235551286	1.04491203275716	0.524627260305844	1.99172271785497	0.0464014896925196	0.717967655072716	TRUE	TRUE	Both	4.80719645273835	NA	1	0	0	NA
Runx1	Regulator	ENSMUSG00000022952	66.924871270429	4.80160063937342	1.09249097251637	4.39509411076756	1.10724772889853e-05	0.000310498717656826	9.84592390980986	1.55361223328339	0.746808060850597	2.08033672201376	0.037494658815623	0.696855418224102	TRUE	TRUE	Both	3.1776064363284	NA	1	0	0	NA
Myf6	Regulator	ENSMUSG00000035923	0	NA	NA	NA	NA	NA	40.5163425738135	1.09554313940862	0.394520000078202	2.77690139711918	0.00548798249200641	0.41713865743755	TRUE	FALSE	RGC_Only	1.09554313940862	NA	0	25	0	0.04
Cd180	Regulated	NA	47.3781237420324	10.1326006843063	1.63741696484972	6.18816153846084	6.08699350828698e-10	4.56650018142313e-08	38.9823962326351	1.6363900958663	0.76698098696708	2.13354714611268	0.0328798684441254	0.689598767559043	TRUE	TRUE	Both	5.8844953900863	Cd180	1	0	0	NA
Prkcd	Regulated	NA	209.986401265956	1.58826287627987	0.76685987590329	2.07112528140691	0.0383470898295614	0.160208324596071	70.1526644432793	0.740655034971372	0.343177221851767	2.15822900766792	0.0309100311470919	0.680309564031789	TRUE	TRUE	Both	1.16445895562562	Prkcd	1	0	0	NA
Tmbim6	Regulated	NA	1890.51969367454	0.809405776454669	0.402472301691416	2.01108442258781	0.0443165402641641	0.175410097091282	1449.75189903992	0.1864834415346	0.0866031301138614	2.153310640036	0.0312942731343284	0.684153246434481	FALSE	TRUE	MN_Only	0.809405776454669	Tmbim6	1	0	0	NA
Cndp2	Regulated	NA	398.416240788704	1.03184776753648	0.47767084710617	2.1601648369115	0.0307599112020948	0.139074168261972	315.407209529827	0.339336461204386	0.127163236941119	2.66851072186461	0.0076188346752078	0.463408316430742	FALSE	TRUE	MN_Only	1.03184776753648	Cndp2	1	0	0	NA
Serpine2	Regulated	NA	230.240884698543	3.06874104970132	0.627644880276633	4.88929511915843	1.0119768548021e-06	3.87587135389204e-05	152.026619416833	1.00525020195495	0.233989027528109	4.29614248400681	1.73795898679919e-05	0.0179064086858654	TRUE	TRUE	Both	2.03699562582814	Serpine2	1	0	0	NA
Atf3	Regulated	NA	83.6326864267069	4.48142675689519	1.34728812440404	3.32625714998973	0.000880206833355238	0.0108840528909534	26.5664594181799	1.52930558766052	0.779776978557399	1.96120894783244	0.0498546535053997	0.724996727190948	TRUE	TRUE	Both	3.00536617227786	Atf3	1	0	0	NA
Il1b	Regulated	NA	24.057294502576	7.98470063668762	1.61538878532871	4.94289715838458	7.69700914180941e-07	3.06910331643545e-05	15.213788354226	2.79320232212688	0.97128158547407	2.87579046478427	0.00403017148823901	0.367057331401216	TRUE	TRUE	Both	5.38895147940725	Il1b	1	0	0	NA
Fgr	Regulated	NA	24.4674479804961	3.75987658086194	1.66107532254566	2.26351961878514	0.0236036766207324	0.117365189456146	5.09087907759159	2.29241522826616	1.1050167934991	2.07455238848189	0.0380280386240498	0.696855418224102	TRUE	TRUE	Both	3.02614590456405	Fgr	1	0	0	NA
Rest	Regulated	NA	40.9815256888221	2.07524232732604	1.0287093322132	2.01732623817196	0.0436614792180184	0.173462951572955	136.18238518935	0.473167675677479	0.225216155546149	2.10094908391473	0.0356454360352075	0.695025890100296	FALSE	TRUE	MN_Only	2.07524232732604	Rest	1	0	0	NA
Arhgap25	Regulated	NA	25.628757288001	9.2696689726199	1.60076604558004	5.79077061149246	7.00642127093475e-09	4.45290197280281e-07	11.6715702117328	1.2824894328856	0.626898822896663	2.04576781139849	0.0407792203781118	0.699611173641745	TRUE	TRUE	Both	5.27607920275275	Arhgap25	1	0	0	NA
Vasp	Regulated	NA	183.978014953495	1.90494952440889	0.937030954941105	2.0329632808434	0.0420562328842948	0.169037949019063	111.965980840336	0.361001693758504	0.18345833047901	1.96775852487008	0.0490958283912301	0.724996727190948	FALSE	TRUE	MN_Only	1.90494952440889	Vasp	1	0	0	NA
Slco2b1	Regulated	NA	39.7299578702446	4.71623040869541	1.07601560161419	4.38305021007163	1.17029127192823e-05	0.000325667670585917	75.1556551896241	1.33434583947783	0.610384728362714	2.18607343446658	0.0288102332018603	0.680295131737202	TRUE	TRUE	Both	3.02528812408662	Slco2b1	1	0	0	NA
