"gene_list","test_ligand","auroc","aupr","aupr_corrected","pearson"
"GO_cell_death","2300002M23Rik",0.774297675621505,0.0179374331230353,0.0136786620826784,0.073089933808608
"GO_cell_death","2610528A11Rik",0.782060690309153,0.0198059266355238,0.0155471555951669,0.0790037489957729
"GO_cell_death","9530003J23Rik",0.750108837379759,0.0182843218767263,0.0140255508363694,0.0704576514272787
"GO_cell_death","a",0.811193547344282,0.0206942524629984,0.0164354814226415,0.0874954080209723
"GO_cell_death","A2m",0.785951896033323,0.0215382415586278,0.0172794705182708,0.0792494178022796
"GO_cell_death","Aanat",0.749158396103447,0.0173129048268273,0.0130541337864704,0.0680360012608729
"GO_cell_death","Abca1",0.75796775827329,0.0114548007696026,0.00719602972924568,0.0102130263014388
"GO_cell_death","Ace",0.745702539898062,0.0156063657873958,0.0113475947470389,0.0655792169692502
"GO_cell_death","Ace2",0.754103492494507,0.0180921767421241,0.0138334057017672,0.0711948911252759
"GO_cell_death","Acp4",0.749663789480464,0.0155134884908955,0.0112547174505386,0.0664170659918325
"GO_cell_death","Adam10",0.758542117910739,0.0174461887806457,0.0131874177402888,0.0614846411749327
"GO_cell_death","Adam11",0.749984913630581,0.0355646575416907,0.0313058865013338,0.0801064251429573
"GO_cell_death","Adam12",0.761517365488825,0.0174095661304526,0.0131507950900957,0.0639893451945262
"GO_cell_death","Adam15",0.744023642496186,0.0162484194515714,0.0119896484112145,0.0638343446374609
"GO_cell_death","Adam17",0.812112738283855,0.0401030702818058,0.0358442992414489,0.117618719308491
"GO_cell_death","Adam2",0.769860127803071,0.0229561817510427,0.0186974107106858,0.0825315430161405
"GO_cell_death","Adam20",0.753489261737687,0.034130110263269,0.0298713392229121,0.0838008883359005
"GO_cell_death","Adam21",0.773307363225892,0.0151799702205279,0.010921199180171,0.0403266068719803
"GO_cell_death","Adam23",0.771048718197407,0.0181454700189531,0.0138866989785962,0.0689457053585522
"GO_cell_death","Adam25",0.753489261737687,0.034130110263269,0.0298713392229121,0.0838008883359005
"GO_cell_death","Adam28",0.720635459433793,0.0134086877023913,0.0091499166620344,0.0592320369181496
"GO_cell_death","Adam29",0.756838435758972,0.0177186477067345,0.0134598766663776,0.07265864778985
"GO_cell_death","Adam39",0.753489261737687,0.034130110263269,0.0298713392229121,0.0838008883359005
"GO_cell_death","Adam7",0.763068028750337,0.0186529246544773,0.0143941536141203,0.070964442398908
"GO_cell_death","Adam9",0.761884826345069,0.0350453793184413,0.0307866082780844,0.0810962810602077
"GO_cell_death","Adamts3",0.773870946885203,0.0177868966783994,0.0135281256380425,0.0613327770310281
"GO_cell_death","Adcyap1",0.752123945301146,0.0164030706256454,0.0121442995852885,0.0667905192342363
"GO_cell_death","Adgrb1",0.771403247879815,0.0182032792533263,0.0139445082129694,0.070329093520485
"GO_cell_death","Adgre5",0.717647280681861,0.0146977818463512,0.0104390108059943,0.064299178018418
"GO_cell_death","Adgrf5",0.725507279173347,0.00947008362327508,0.00521131258291816,0.0435503707362557
"GO_cell_death","Adipoq",0.765338527354767,0.0173236405190193,0.0130648694786624,0.0620247080714511
"GO_cell_death","Adm",0.715501783424348,0.00825624137188209,0.00399747033152516,0.00103793740878224
"GO_cell_death","Adm2",0.777339734264426,0.0191687147542977,0.0149099437139407,0.0764670169112985
"GO_cell_death","Agrn",0.790122199592701,0.0214164911734264,0.0171577201330694,0.0704804597149985
"GO_cell_death","Agrp",0.760983954568498,0.0121076555611376,0.00784888452078067,0.0608605372199841
"GO_cell_death","Agt",0.779231996034438,0.0195719663285003,0.0153131952881434,0.0506211498925611
"GO_cell_death","Ahsg",0.753341630836464,0.0201633773724129,0.015904606332056,0.0959862445861286
"GO_cell_death","Aimp1",0.736147480037465,0.0171004537763738,0.0128416827360169,0.0678128857836263
"GO_cell_death","Alb",0.784080108621792,0.0390148512399196,0.0347560801995626,0.126220263376625
