"test_ligand","auroc","aupr","aupr_corrected","pearson"
"Ccl22",0.728911809988604,0.0289120166937972,0.0218816645001921,0.0901666939818937
"Ccl24",0.735816505810205,0.0287146149591973,0.0216842627655922,0.0770156866452555
"Ccl25",0.733667461784589,0.02302391553005,0.0159935633364449,0.0454464220747175
"Ccl26",0.745223728378639,0.0359870187904577,0.0289566665968526,0.104105090130721
"Ccl27a",0.720210243667432,0.0206725001633095,0.0136421479697044,0.0386828509458699
"Ccl27b",0.720083906324473,0.0206510416463737,0.0136206894527687,0.0385402395016274
"Ccl28",0.734153827825132,0.0187980286888063,0.0117676764952013,0.0218486337728994
"Ccl3",0.770664010745989,0.0317434190787974,0.0247130668851923,0.0738127581550313
"Ccl4",0.738759576763356,0.041141743695272,0.0341113915016669,0.104881755363193
"Ccl5",0.732989953235553,0.0345126167915972,0.0274822645979921,0.102816287475885
"Ccl6",0.729982077116889,0.0288303612019672,0.0218000090083621,0.0627884690004058
"Ccl7",0.716467909005715,0.0260218100978934,0.0189914579042883,0.0833689881367967
"Ccl8",0.751471208177803,0.0271387917693514,0.0201084395757463,0.0916865951752613
"Ccl9",0.731435283859747,0.0292021411809008,0.0221717889872957,0.0633682635011776
"Ccn1",0.696322012285477,0.0239719300802157,0.0169415778866106,0.0666124615373602
"Ccn2",0.714254059814511,0.0226408041914809,0.0156104519978759,0.0528585651997417
"Ccn3",0.723658009394766,0.0268645711142866,0.0198342189206815,0.0758371211075172
"Ccn4",0.667638853249732,0.0123475859325302,0.00531723373892513,0.0469291561229886
"Ccn6",0.716655778526047,0.0239736041515824,0.0169432519579773,0.0763342609643615
"Cd14",0.758587339034432,0.0438351448816614,0.0368047926880563,0.109361725734831
"Cd160",0.714786247689203,0.0236144821335211,0.0165841299399161,0.0751502064457132
"Cd2",0.715176387877887,0.0243291409090161,0.017298788715411,0.0774634773589295
"Cd200",0.682682161429026,0.0195582302177906,0.0125278780241856,0.0586336767689627
"Cd209a",0.722409037113047,0.0352754630781213,0.0282451108845162,0.105237438351694
"Cd209b",0.715061833292309,0.0345825577834262,0.0275522055898211,0.103019971481283
"Cd209c",0.717023007797568,0.0347185552713046,0.0276882030776995,0.103425958542071
"Cd209d",0.717026280785728,0.0347164435294466,0.0276860913358415,0.103507886240465
"Cd209e",0.717023007797568,0.0347185552713046,0.0276882030776995,0.103425958542071
"Cd22",0.728418243374168,0.0277835529509422,0.0207532007573371,0.084601132403998
"Cd226",0.677633249893964,0.0157171486933225,0.00868679649971741,0.055497729959454
"Cd244a",0.703982113774262,0.0323406012339136,0.0253102490403085,0.0902827751739737
"Cd24a",0.72483890352278,0.0175385423200927,0.0105081901264877,0.0319301397716074
"Cd274",0.703542224165652,0.0158179884622337,0.00878763626862862,0.0267543176060569
"Cd28",0.739068546845628,0.0283596234350237,0.0213292712414186,0.0634615843508072
"Cd300a",0.719843668993517,0.0260342747206171,0.019003922527012,0.0813448708088412
"Cd300c",0.771062660703688,0.044253676029485,0.0372233238358799,0.129033780655694
"Cd300c2",0.771913637625182,0.0441385454318238,0.0371081932382187,0.129020955883578
"Cd300ld2",0.709791013160046,0.0238435920013901,0.016813239807785,0.0760045487475811
"Cd300ld3",0.710535945265169,0.0238601127246623,0.0168297605310572,0.0761195736631636
"Cd300ld4",0.710535945265169,0.0238601127246623,0.0168297605310572,0.0761195736631636
"Cd300ld5",0.710535945265169,0.0238601127246623,0.0168297605310572,0.0761195736631636
"Cd300lf",0.71370354320607,0.0244663457790251,0.01743599358542,0.0778652557509017
"Cd320",0.708485090884365,0.0243339611182988,0.0173036089246937,0.0666381128756719
"Cd33",0.7287874364386,0.0307090527615137,0.0236787005679086,0.0844343479893474
"Cd34",0.695536495127193,0.0237764620972422,0.0167461099036371,0.0695819965905533
"Cd38",0.739577169205604,0.0360913396182251,0.02906098742462,0.108520081324452
"Cd40",0.772743012824913,0.0333799172905079,0.0263495650969028,0.0907345549558992
"Cd40lg",0.763594356321054,0.0302424518247372,0.0232120996311321,0.0761730961911037
"Cd44",0.711197088873382,0.029088421928591,0.022058069734986,0.0968118113819211
"Cd47",0.719838432212528,0.0340722322480061,0.027041880054401,0.0898087596311525
"Cd48",0.728242156611178,0.0367746694965857,0.0297443173029806,0.106106648133223
"Cd52",0.702967487444848,0.0213030171061711,0.014272664912566,0.061630034203016
"Cd55",0.704310721785528,0.0274385953690885,0.0204082431754834,0.086323579253123
"Cd55b",0.703959202857181,0.0270708201296816,0.0200404679360765,0.0860998618127852
"Cd59a",0.708391483422974,0.0228468746317152,0.0158165224381101,0.063438426643706
"Cd59b",0.70829525757108,0.0228348916435237,0.0158045394499186,0.0634167242562771
"Cd5l",0.67748727462202,0.014539615544666,0.00750926335106092,0.0455676927893503
"Cd6",0.63613961520137,0.0153207689903646,0.00829041679675952,0.0498069697566512
"Cd7",0.724469055860769,0.0271923888747142,0.0201620366811091,0.0578906381635437
"Cd70",0.69063028587591,0.0234920152790218,0.0164616630854167,0.0668946299264536
"Cd72",0.724915491445664,0.0271727559328202,0.0201424037392151,0.0838895452819287
"Cd79b",0.717159164105003,0.0267214315480711,0.019691079354466,0.0740568029163684
"Cd80",0.729397521431524,0.0279232872123912,0.0208929350187861,0.0747166865412207
"Cd82",0.725268319569325,0.0231508306844223,0.0161204784908173,0.0729936193370188
"Cd86",0.722490861817026,0.0260895798948145,0.0190592277012094,0.0682997373385177
"Cd9",0.708651358682869,0.0219452741771492,0.0149149219835441,0.0576596814049125
"Cd96",0.702874534581054,0.0227342119530625,0.0157038597594574,0.0722931277718219
"Cd99",0.718437593280196,0.0310896960910064,0.0240593438974014,0.0885604427164474
"Cdcp1",0.713691105851051,0.0245514389375406,0.0175210867439355,0.0777583964790608
"Cdh1",0.691025662845569,0.020333479387587,0.0133031271939819,0.0521901094653134
"Cdh13",0.690782807124135,0.0189438361365439,0.0119134839429388,0.0611134356974676
"Cdh15",0.667894800923791,0.0130780691978751,0.00604771700427005,0.0496054011953784
"Cdh2",0.682595754541622,0.0181191209354123,0.0110887687418072,0.0522990233971012
"Cdh3",0.662906766968529,0.0146983326859914,0.00766798049238627,0.0486980132952193
"Cdh4",0.721513547552617,0.0207712975705605,0.0137409453769554,0.0714629382618926
"Cdh5",0.687712089632777,0.0194855597014923,0.0124552075078872,0.0792373663967169
"Cdh6",0.651038911901606,0.0118865916565658,0.00485623946296072,0.0391036448503057
"Cdh9",0.604901561608089,0.00891617923188669,0.0018858270382816,0.0234232866192316
"Cdhr2",0.623155671172038,0.0112990519707573,0.00426869977715221,0.0373457272414224
"Ceacam1",0.73566922134302,0.0293374781837275,0.0223071259901224,0.0825633799187718
"Ceacam10",0.699380292421885,0.0224601248009672,0.0154297726073621,0.0699935326456404
"Ceacam11",0.699380292421885,0.0224601248009672,0.0154297726073621,0.0699935326456404
"Ceacam12",0.699380292421885,0.0224601248009672,0.0154297726073621,0.0699935326456404
"Ceacam13",0.699380292421885,0.0224601248009672,0.0154297726073621,0.0699935326456404
"Ceacam14",0.699380292421885,0.0224601248009672,0.0154297726073621,0.0699935326456404
