"test_ligand","auroc","aupr","aupr_corrected","pearson"
"Cdh6",0.647547633802726,0.00597968137377094,0.00178850987373714,0.0250296035316167
"Cdh9",0.617073168061199,0.00525402276505322,0.00106285126501942,0.0181123147179198
"Cdhr2",0.615166940027699,0.00529986010802765,0.00110868860799385,0.0201178721220235
"Ceacam1",0.684739336181535,0.00973550423415323,0.00554433273411943,0.0401447091963764
"Ceacam10",0.653531284694769,0.00784101398051754,0.00364984248048374,0.0350042854619649
"Ceacam11",0.653531284694769,0.00784101398051754,0.00364984248048374,0.0350042854619649
"Ceacam12",0.653531284694769,0.00784101398051754,0.00364984248048374,0.0350042854619649
"Ceacam13",0.653531284694769,0.00784101398051754,0.00364984248048374,0.0350042854619649
"Ceacam14",0.653531284694769,0.00784101398051754,0.00364984248048374,0.0350042854619649
"Ceacam15",0.653531284694769,0.00784101398051754,0.00364984248048374,0.0350042854619649
"Ceacam2",0.687558714232213,0.0100080584148186,0.00581688691478476,0.0410630319708071
"Ceacam20",0.594058283934906,0.00641404562479384,0.00222287412476004,0.0239217203239755
"Ceacam3",0.653531284694769,0.00784101398051754,0.00364984248048374,0.0350042854619649
"Ceacam5",0.653531284694769,0.00784101398051754,0.00364984248048374,0.0350042854619649
"Ceacam9",0.653531284694769,0.00784101398051754,0.00364984248048374,0.0350042854619649
"Cel",0.639119062061355,0.0069670847418349,0.0027759132418011,0.0238534240353888
"Cer1",0.645550528729167,0.00600711188422259,0.00181594038418879,0.0255529572125233
"Cfap54",0.612032229596979,0.00667745290463325,0.00248628140459945,0.0192873610665729
"Cfc1",0.615160370603122,0.0055344608033977,0.0013432893033639,0.0146171000851139
"Cfd",0.662773370180486,0.00952304987068573,0.00533187837065193,0.0421866563091185
"Cfh",0.656947385478479,0.0081214576447224,0.0039302861446886,0.0374141953699505
"Cfp",0.647717343937854,0.00730501371647279,0.00311384221643899,0.0269422933051631
"Cga",0.653016679768983,0.0100631611380866,0.00587198963805279,0.0510457721617552
"Chad",0.65629920225283,0.00810964119264411,0.00391846969261031,0.0318261106401382
"Chl1",0.600180987647275,0.00553493388106643,0.00134376238103263,0.0197634656859012
"Cib1",0.630156177120429,0.006695749714892,0.0025045782148582,0.0283677870773437
"Cklf",0.528070603795809,0.00418587912187359,-5.2923781602111e-06,0.00161440444380313
"Clcf1",0.651464105758961,0.00721636706777555,0.00302519556774175,0.0334667187943645
"Cldn1",0.645540674592271,0.00773727865859648,0.00354610715856268,0.0205057957867133
"Cldn11",0.593860106293293,0.00552427507564397,0.00133310357561017,0.0193761936722833
"Cldn14",0.641854132496516,0.00633584834917511,0.00214467684914131,0.0274650326205645
"Cldn16",0.674360740242804,0.00774571062858399,0.00355453912855019,0.0343001038084639
"Cldn19",0.660621883629172,0.0074805109163671,0.0032893394163333,0.0345152846313907
"Cldn2",0.627435340438513,0.00658722098929992,0.00239604948926612,0.0288726938452927
"Cldn24",0.648191437411976,0.00679357252295406,0.00260240102292026,0.0280533226593011
"Cldn3",0.652071777532992,0.00778260580599337,0.00359143430595957,0.0339719922256507
"Clec11a",0.669361408134272,0.00814872412082494,0.00395755262079114,0.0393832944226255
"Clec2d",0.670153023796601,0.00757686744693263,0.00338569594689883,0.0144787761959333
"Clec2e",0.672536630016543,0.00757529547633023,0.00338412397629643,0.0141737572232397
"Clec2f",0.65514407843018,0.00718738715500326,0.00299621565496946,0.0265941319103709
"Clec2g",0.672536630016543,0.00757529547633023,0.00338412397629643,0.0141737572232397
"Clec2h",0.672536630016543,0.00757529547633023,0.00338412397629643,0.0141737572232397
"Clec2i",0.672536630016543,0.00757529547633023,0.00338412397629643,0.0141737572232397
"Clec2l",0.646297253323583,0.00729052167771232,0.00309935017767852,0.0322898476641204
"Clec3a",0.646814048057521,0.00686744572847462,0.00267627422844082,0.0313508857842624
"Clec4g",0.742033477787644,0.0152115193312234,0.0110203478311896,0.0647946070418081
"Clmp",0.661734306192108,0.00735503478861721,0.00316386328858341,0.0322059484221064
"Clu",0.658456163324602,0.00740364925895835,0.00321247775892455,0.0326029791671335
"Cmtm8",0.65490538933694,0.00986210054484495,0.00567092904481115,0.0437398846615052
"Cnmd",0.640601562209155,0.00776486949700369,0.00357369799696989,0.0333239057211949
"Cntf",0.697476355546013,0.00948407577701312,0.00529290427697932,0.0391149684397545
"Cntn1",0.655528389768321,0.00679412908213174,0.00260295758209794,0.0297112448534663
"Cntn2",0.657588999279533,0.00717444085712076,0.00298326935708696,0.0221469442506013
"Cntn3",0.658372950613304,0.007392326013197,0.0032011545131632,0.0341484219155664
"Cntn4",0.658090465356115,0.00708594956581905,0.00289477806578525,0.0315377919155801
"Cntn5",0.625240057723329,0.00714193919348206,0.00295076769344826,0.0291501783952705
"Cntn6",0.640316887143812,0.00679555963189468,0.00260438813186088,0.029667456598005
"Col10a1",0.63689531183962,0.00644023947992048,0.00224906797988668,0.012823850511847
"Col11a1",0.666789478409555,0.00855243681760735,0.00436126531757355,0.0305990647024726
"Col11a2",0.664397112956869,0.00805869969774391,0.00386752819771011,0.0332795454115133
"Col12a1",0.644745774217623,0.00784623091485793,0.00365505941482413,0.0318589759696219
"Col13a1",0.644126058498498,0.0074919166522743,0.0033007451522405,0.0326036488907055
"Col14a1",0.660675533929968,0.00784788577831595,0.00365671427828215,0.0360711377263429
"Col15a1",0.660343777988474,0.00820026175791689,0.00400909025788309,0.0332223205710766
